Datum Zeit,Freiberg NO
,µg/m³
01-02-10 00:00,2
31-01-10 23:00,3
31-01-10 22:00,7
31-01-10 21:00,5
31-01-10 20:00,7
31-01-10 19:00,11
31-01-10 18:00,13
31-01-10 17:00,14
31-01-10 16:00,14
31-01-10 15:00,14
31-01-10 14:00,9
31-01-10 13:00,8
31-01-10 12:00,10
31-01-10 11:00,7
31-01-10 10:00,8
31-01-10 09:00,5
31-01-10 08:00,7
31-01-10 07:00,4
31-01-10 06:00,6
31-01-10 05:00,5
31-01-10 04:00,2
31-01-10 03:00,2
31-01-10 02:00,3
31-01-10 01:00,2
31-01-10 00:00,4
30-01-10 23:00,2
30-01-10 22:00,2
30-01-10 21:00,8
30-01-10 20:00,9
30-01-10 19:00,4
30-01-10 18:00,10
30-01-10 17:00,4
30-01-10 16:00,3
30-01-10 15:00,4
30-01-10 14:00,8
30-01-10 13:00,12
30-01-10 12:00,15
30-01-10 11:00,18
30-01-10 10:00,9
30-01-10 09:00,11
30-01-10 08:00,6
30-01-10 07:00,3
30-01-10 06:00,2
30-01-10 05:00,1
30-01-10 04:00,2
30-01-10 03:00,1
30-01-10 02:00,2
30-01-10 01:00,3
30-01-10 00:00,4
29-01-10 23:00,7
29-01-10 22:00,8
29-01-10 21:00,7
29-01-10 20:00,12
29-01-10 19:00,20
29-01-10 18:00,32
29-01-10 17:00,35
29-01-10 16:00,53
29-01-10 15:00,53
29-01-10 14:00,47
29-01-10 13:00,44
29-01-10 12:00,46
29-01-10 11:00,41
29-01-10 10:00,47
29-01-10 09:00,47
29-01-10 08:00,39
29-01-10 07:00,10
29-01-10 06:00,4
29-01-10 05:00,5
29-01-10 04:00,3
29-01-10 03:00,1
29-01-10 02:00,1
29-01-10 01:00,2
29-01-10 00:00,1
28-01-10 23:00,1
28-01-10 22:00,1
28-01-10 21:00,1
28-01-10 20:00,3
28-01-10 19:00,4
28-01-10 18:00,10
28-01-10 17:00,4
28-01-10 16:00,8
28-01-10 15:00,16
28-01-10 14:00,10
28-01-10 13:00,10
28-01-10 12:00,19
28-01-10 11:00,17
28-01-10 10:00,9
28-01-10 09:00,10
28-01-10 08:00,10
28-01-10 07:00,6
28-01-10 06:00,8
28-01-10 05:00,6
28-01-10 04:00,3
28-01-10 03:00,3
28-01-10 02:00,1
28-01-10 01:00,1
28-01-10 00:00,1
27-01-10 23:00,4
27-01-10 22:00,6
27-01-10 21:00,8
27-01-10 20:00,17
27-01-10 19:00,23
27-01-10 18:00,39
27-01-10 17:00,47
27-01-10 16:00,44
27-01-10 15:00,43
27-01-10 14:00,38
27-01-10 13:00,38
27-01-10 12:00,35
27-01-10 11:00,36
27-01-10 10:00,38
27-01-10 09:00,63
27-01-10 08:00,72
27-01-10 07:00,52
27-01-10 06:00,23
27-01-10 05:00,12
27-01-10 04:00,3
27-01-10 03:00,5
27-01-10 02:00,6
27-01-10 01:00,12
27-01-10 00:00,16
26-01-10 23:00,15
26-01-10 22:00,22
26-01-10 21:00,63
26-01-10 20:00,50
26-01-10 19:00,52
26-01-10 18:00,48
26-01-10 17:00,21
26-01-10 16:00,22
26-01-10 15:00,31
26-01-10 14:00,25
26-01-10 13:00,27
26-01-10 12:00,19
26-01-10 11:00,32
26-01-10 10:00,48
26-01-10 09:00,38
26-01-10 08:00,25
26-01-10 07:00,24
26-01-10 06:00,10
26-01-10 05:00,3
26-01-10 04:00,2
26-01-10 03:00,1
26-01-10 02:00,1
26-01-10 01:00,1
26-01-10 00:00,1
25-01-10 23:00,8
25-01-10 22:00,7
25-01-10 21:00,11
25-01-10 20:00,17
25-01-10 19:00,20
25-01-10 18:00,26
25-01-10 17:00,29
25-01-10 16:00,35
25-01-10 15:00,34
25-01-10 14:00,27
25-01-10 13:00,22
25-01-10 12:00,27
25-01-10 11:00,37
25-01-10 10:00,37
25-01-10 09:00,48
25-01-10 08:00,95
25-01-10 07:00,65
25-01-10 06:00,25
25-01-10 05:00,2
25-01-10 04:00,2
25-01-10 03:00,1
25-01-10 02:00,1
25-01-10 01:00,2
25-01-10 00:00,1
24-01-10 23:00,3
24-01-10 22:00,3
24-01-10 21:00,5
24-01-10 20:00,7
24-01-10 19:00,6
24-01-10 18:00,7
24-01-10 17:00,10
24-01-10 16:00,11
24-01-10 15:00,13
24-01-10 14:00,9
24-01-10 13:00,10
24-01-10 12:00,5
24-01-10 11:00,6
24-01-10 10:00,11
24-01-10 09:00,36
24-01-10 08:00,20
24-01-10 07:00,17
24-01-10 06:00,12
24-01-10 05:00,7
24-01-10 04:00,10
24-01-10 03:00,10
24-01-10 02:00,8
24-01-10 01:00,5
24-01-10 00:00,2
23-01-10 23:00,3
23-01-10 22:00,5
23-01-10 21:00,11
23-01-10 20:00,9
23-01-10 19:00,9
23-01-10 18:00,10
23-01-10 17:00,13
23-01-10 16:00,18
23-01-10 15:00,19
23-01-10 14:00,13
23-01-10 13:00,16
23-01-10 12:00,18
23-01-10 11:00,21
23-01-10 10:00,26
23-01-10 09:00,25
23-01-10 08:00,19
23-01-10 07:00,16
23-01-10 06:00,19
23-01-10 05:00,5
23-01-10 04:00,10
23-01-10 03:00,3
23-01-10 02:00,13
23-01-10 01:00,8
23-01-10 00:00,4
22-01-10 23:00,11
22-01-10 22:00,16
22-01-10 21:00,13
22-01-10 20:00,13
22-01-10 19:00,20
22-01-10 18:00,19
22-01-10 17:00,25
22-01-10 16:00,28
22-01-10 15:00,32
22-01-10 14:00,37
22-01-10 13:00,36
22-01-10 12:00,50
22-01-10 11:00,51
22-01-10 10:00,51
22-01-10 09:00,51
22-01-10 08:00,49
22-01-10 07:00,18
22-01-10 06:00,10
22-01-10 05:00,2
22-01-10 04:00,5
22-01-10 03:00,1
22-01-10 02:00,1
22-01-10 01:00,1
22-01-10 00:00,1
21-01-10 23:00,7
21-01-10 22:00,4
21-01-10 21:00,7
21-01-10 20:00,9
21-01-10 19:00,23
