Datum Zeit,Freiberg O3
,µg/m³
01-02-10 00:00,54
31-01-10 23:00,51
31-01-10 22:00,46
31-01-10 21:00,43
31-01-10 20:00,43
31-01-10 19:00,43
31-01-10 18:00,46
31-01-10 17:00,51
31-01-10 16:00,58
31-01-10 15:00,62
31-01-10 14:00,70
31-01-10 13:00,71
31-01-10 12:00,68
31-01-10 11:00,65
31-01-10 10:00,61
31-01-10 09:00,50
31-01-10 08:00,47
31-01-10 07:00,40
31-01-10 06:00,38
31-01-10 05:00,39
31-01-10 04:00,43
31-01-10 03:00,44
31-01-10 02:00,48
31-01-10 01:00,45
31-01-10 00:00,40
30-01-10 23:00,50
30-01-10 22:00,51
30-01-10 21:00,39
30-01-10 20:00,44
30-01-10 19:00,52
30-01-10 18:00,53
30-01-10 17:00,62
30-01-10 16:00,75
30-01-10 15:00,74
30-01-10 14:00,66
30-01-10 13:00,65
30-01-10 12:00,64
30-01-10 11:00,62
30-01-10 10:00,68
30-01-10 09:00,65
30-01-10 08:00,66
30-01-10 07:00,72
30-01-10 06:00,73
30-01-10 05:00,67
30-01-10 04:00,59
30-01-10 03:00,27
30-01-10 02:00,40
30-01-10 01:00,51
30-01-10 00:00,53
29-01-10 23:00,50
29-01-10 22:00,49
29-01-10 21:00,50
29-01-10 20:00,51
29-01-10 19:00,47
29-01-10 18:00,40
29-01-10 17:00,44
29-01-10 16:00,34
29-01-10 15:00,31
29-01-10 14:00,31
29-01-10 13:00,31
29-01-10 12:00,33
29-01-10 11:00,33
29-01-10 10:00,33
29-01-10 09:00,29
29-01-10 08:00,27
29-01-10 07:00,51
29-01-10 06:00,57
29-01-10 05:00,67
29-01-10 04:00,69
29-01-10 03:00,70
29-01-10 02:00,73
29-01-10 01:00,71
29-01-10 00:00,68
28-01-10 23:00,68
28-01-10 22:00,67
28-01-10 21:00,68
28-01-10 20:00,65
28-01-10 19:00,65
28-01-10 18:00,64
28-01-10 17:00,62
28-01-10 16:00,54
28-01-10 15:00,47
28-01-10 14:00,54
28-01-10 13:00,54
28-01-10 12:00,41
28-01-10 11:00,42
28-01-10 10:00,46
28-01-10 09:00,41
28-01-10 08:00,40
28-01-10 07:00,38
28-01-10 06:00,37
28-01-10 05:00,39
28-01-10 04:00,44
28-01-10 03:00,49
28-01-10 02:00,60
28-01-10 01:00,70
28-01-10 00:00,76
27-01-10 23:00,76
27-01-10 22:00,76
27-01-10 21:00,71
27-01-10 20:00,66
27-01-10 19:00,55
27-01-10 18:00,45
27-01-10 17:00,41
27-01-10 16:00,44
27-01-10 15:00,40
27-01-10 14:00,44
27-01-10 13:00,46
27-01-10 12:00,45
27-01-10 11:00,42
27-01-10 10:00,33
27-01-10 09:00,13
27-01-10 08:00,4
27-01-10 07:00,5
27-01-10 06:00,5
27-01-10 05:00,7
27-01-10 04:00,10
27-01-10 03:00,6
27-01-10 02:00,6
27-01-10 01:00,5
27-01-10 00:00,5
26-01-10 23:00,6
26-01-10 22:00,6
26-01-10 21:00,8
26-01-10 20:00,7
26-01-10 19:00,12
26-01-10 18:00,17
26-01-10 17:00,33
26-01-10 16:00,43
26-01-10 15:00,44
