Datum Zeit,Leipzig-Luetzner Straße NO
,µg/m³
01-02-10 00:00,4
31-01-10 23:00,18
31-01-10 22:00,43
31-01-10 21:00,23
31-01-10 20:00,26
31-01-10 19:00,46
31-01-10 18:00,48
31-01-10 17:00,34
31-01-10 16:00,44
31-01-10 15:00,36
31-01-10 14:00,29
31-01-10 13:00,24
31-01-10 12:00,28
31-01-10 11:00,14
31-01-10 10:00,12
31-01-10 09:00,13
31-01-10 08:00,8
31-01-10 07:00,11
31-01-10 06:00,10
31-01-10 05:00,27
31-01-10 04:00,20
31-01-10 03:00,26
31-01-10 02:00,30
31-01-10 01:00,31
31-01-10 00:00,30
30-01-10 23:00,42
30-01-10 22:00,24
30-01-10 21:00,45
30-01-10 20:00,35
30-01-10 19:00,49
30-01-10 18:00,29
30-01-10 17:00,42
30-01-10 16:00,42
30-01-10 15:00,39
30-01-10 14:00,41
30-01-10 13:00,34
30-01-10 12:00,9
30-01-10 11:00,9
30-01-10 10:00,5
30-01-10 09:00,4
30-01-10 08:00,3
30-01-10 07:00,2
30-01-10 06:00,3
30-01-10 05:00,2
30-01-10 04:00,2
30-01-10 03:00,2
30-01-10 02:00,11
30-01-10 01:00,9
30-01-10 00:00,12
29-01-10 23:00,21
29-01-10 22:00,14
29-01-10 21:00,14
29-01-10 20:00,12
29-01-10 19:00,7
29-01-10 18:00,7
29-01-10 17:00,9
29-01-10 16:00,11
29-01-10 15:00,16
29-01-10 14:00,19
29-01-10 13:00,51
29-01-10 12:00,65
29-01-10 11:00,79
29-01-10 10:00,67
29-01-10 09:00,68
29-01-10 08:00,46
29-01-10 07:00,16
29-01-10 06:00,7
29-01-10 05:00,9
29-01-10 04:00,1
29-01-10 03:00,1
29-01-10 02:00,1
29-01-10 01:00,1
29-01-10 00:00,2
28-01-10 23:00,3
28-01-10 22:00,3
28-01-10 21:00,5
28-01-10 20:00,7
28-01-10 19:00,9
28-01-10 18:00,11
28-01-10 17:00,13
28-01-10 16:00,14
28-01-10 15:00,16
28-01-10 14:00,11
28-01-10 13:00,31
28-01-10 12:00,18
28-01-10 11:00,24
28-01-10 10:00,17
28-01-10 09:00,14
28-01-10 08:00,8
28-01-10 07:00,7
28-01-10 06:00,4
28-01-10 05:00,4
28-01-10 04:00,3
28-01-10 03:00,2
28-01-10 02:00,1
28-01-10 01:00,1
28-01-10 00:00,3
27-01-10 23:00,13
