Datum Zeit,Niesky PM10
,µg/m³
31-01-10,18
30-01-10,7
29-01-10,8
28-01-10,12
27-01-10,140
26-01-10,173
25-01-10,199
24-01-10,192
23-01-10,93
22-01-10,60
21-01-10,50
20-01-10,56
19-01-10,28
18-01-10,14
17-01-10,34
16-01-10,90
15-01-10,97
14-01-10,72
13-01-10,61
12-01-10,82
11-01-10,35
10-01-10,20
09-01-10,39
08-01-10,49
07-01-10,30
06-01-10,91
05-01-10,37
04-01-10,29
03-01-10,16
02-01-10,20
01-01-10,38

