Datum Zeit,Goerlitz PM10
,µg/m³
31-01-10,24
30-01-10,11
29-01-10,16
28-01-10,22
27-01-10,189
26-01-10,192
25-01-10,216
24-01-10,199
23-01-10,101
22-01-10,71
21-01-10,56
20-01-10,70
19-01-10,50
18-01-10,25
17-01-10,42
16-01-10,107
15-01-10,104
14-01-10,90
13-01-10,76
12-01-10,108
11-01-10,45
10-01-10,19
09-01-10,46
08-01-10,71
07-01-10,42
06-01-10,103
05-01-10,72
04-01-10,57
03-01-10,30
02-01-10,18
01-01-10,45

