Datum Zeit,Collmberg O3
,µg/m³
01-02-10 00:00,54
31-01-10 23:00,54
31-01-10 22:00,53
31-01-10 21:00,52
31-01-10 20:00,53
31-01-10 19:00,56
31-01-10 18:00,62
31-01-10 17:00,67
31-01-10 16:00,73
31-01-10 15:00,76
31-01-10 14:00,77
31-01-10 13:00,77
31-01-10 12:00,76
31-01-10 11:00,72
31-01-10 10:00,70
31-01-10 09:00,68
31-01-10 08:00,60
31-01-10 07:00,53
31-01-10 06:00,53
31-01-10 05:00,53
31-01-10 04:00,58
31-01-10 03:00,56
31-01-10 02:00,61
31-01-10 01:00,68
31-01-10 00:00,63
30-01-10 23:00,53
30-01-10 22:00,54
30-01-10 21:00,55
30-01-10 20:00,59
30-01-10 19:00,62
30-01-10 18:00,68
30-01-10 17:00,72
30-01-10 16:00,77
30-01-10 15:00,79
30-01-10 14:00,76
30-01-10 13:00,80
30-01-10 12:00,82
30-01-10 11:00,82
30-01-10 10:00,81
30-01-10 09:00,80
30-01-10 08:00,79
30-01-10 07:00,80
30-01-10 06:00,83
30-01-10 05:00,74
30-01-10 04:00,57
30-01-10 03:00,57
30-01-10 02:00,35
30-01-10 01:00,44
30-01-10 00:00,53
29-01-10 23:00,56
29-01-10 22:00,58
29-01-10 21:00,60
29-01-10 20:00,59
29-01-10 19:00,57
29-01-10 18:00,59
29-01-10 17:00,60
29-01-10 16:00,60
29-01-10 15:00,56
29-01-10 14:00,55
29-01-10 13:00,57
29-01-10 12:00,60
29-01-10 11:00,62
29-01-10 10:00,64
29-01-10 09:00,62
29-01-10 08:00,64
29-01-10 07:00,68
29-01-10 06:00,74
29-01-10 05:00,78
29-01-10 04:00,76
29-01-10 03:00,75
29-01-10 02:00,75
29-01-10 01:00,74
29-01-10 00:00,73
28-01-10 23:00,70
28-01-10 22:00,71
28-01-10 21:00,70
28-01-10 20:00,71
28-01-10 19:00,73
28-01-10 18:00,71
28-01-10 17:00,66
28-01-10 16:00,70
28-01-10 15:00,73
28-01-10 14:00,73
28-01-10 13:00,74
28-01-10 12:00,69
28-01-10 11:00,61
28-01-10 10:00,59
28-01-10 09:00,53
28-01-10 08:00,46
28-01-10 07:00,43
28-01-10 06:00,42
28-01-10 05:00,44
28-01-10 04:00,49
28-01-10 03:00,54
28-01-10 02:00,64
28-01-10 01:00,70
28-01-10 00:00,69
27-01-10 23:00,66
27-01-10 22:00,69
27-01-10 21:00,73
27-01-10 20:00,71
27-01-10 19:00,64
27-01-10 18:00,50
27-01-10 17:00,49
27-01-10 16:00,44
27-01-10 15:00,59
27-01-10 14:00,63
27-01-10 13:00,53
27-01-10 12:00,41
27-01-10 11:00,34
27-01-10 10:00,26
27-01-10 09:00,14
27-01-10 08:00,4
27-01-10 07:00,3
27-01-10 06:00,3
27-01-10 05:00,3
27-01-10 04:00,4
27-01-10 03:00,13
27-01-10 02:00,42
27-01-10 01:00,46
27-01-10 00:00,45
26-01-10 23:00,45
26-01-10 22:00,47
26-01-10 21:00,49
26-01-10 20:00,51
26-01-10 19:00,49
26-01-10 18:00,42
26-01-10 17:00,36
26-01-10 16:00,44
26-01-10 15:00,65
