Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
31-01-10,18.45
30-01-10,10.26
29-01-10,8.59
28-01-10,13.10
27-01-10,112.58
26-01-10,124.18
25-01-10,45.76
24-01-10,43.35
23-01-10,44.99
22-01-10,49.20
21-01-10,58.70
20-01-10,29.62
19-01-10,18.34
18-01-10,14.27
17-01-10,20.02
16-01-10,28.73
15-01-10,35.43
14-01-10,23.43
13-01-10,37.32
12-01-10,46.64
11-01-10,30.40
10-01-10,19.92
09-01-10,38.00
08-01-10,40.63
07-01-10,34.42
06-01-10,40.25
05-01-10,33.97
04-01-10,
03-01-10,21.12
02-01-10,
01-01-10,31.45

