Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-12-06,
30-12-06,10.88
29-12-06,
28-12-06,7.53
27-12-06,
26-12-06,8.21
25-12-06,
24-12-06,2.21
23-12-06,
22-12-06,2.52
21-12-06,
20-12-06,2.59
19-12-06,
18-12-06,2.70
17-12-06,
16-12-06,8.56
15-12-06,
14-12-06,2.61
13-12-06,
12-12-06,3.23
11-12-06,
10-12-06,3.72
09-12-06,
08-12-06,9.70
07-12-06,
06-12-06,7.72
05-12-06,
04-12-06,6.18
03-12-06,
02-12-06,3.35
01-12-06,

