Datum Zeit,Goerlitz PM10
,µg/m³
31-12-06,19
30-12-06,23
29-12-06,25
28-12-06,36
27-12-06,37
26-12-06,24
25-12-06,12
24-12-06,22
23-12-06,28
22-12-06,35
21-12-06,33
20-12-06,24
19-12-06,32
18-12-06,27
17-12-06,14
16-12-06,34
15-12-06,25
14-12-06,26
13-12-06,25
12-12-06,18
11-12-06,23
10-12-06,26
09-12-06,20
08-12-06,22
07-12-06,24
06-12-06,
05-12-06,15
04-12-06,28
03-12-06,37
02-12-06,40
01-12-06,32

