Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2006-03-01,,,,,,,29,,22.33,
2006-03-01,01:00,1.9,0.5,3,25,46,,,,
2006-03-01,02:00,1.8,0.5,4,25,46,,,,
2006-03-01,03:00,1.7,0.4,3,23,47,,,,
2006-03-01,04:00,1.7,0.4,5,26,43,,,,
2006-03-01,05:00,1.5,0.5,3,27,40,,,,
2006-03-01,06:00,1.7,0.7,23,39,29,,,,
2006-03-01,07:00,2.4,1.2,57,58,13,,,,
2006-03-01,08:00,4.0,1.2,74,72,8,,,,
2006-03-01,09:00,3.6,1.0,77,70,22,,,,
2006-03-01,10:00,2.8,0.8,61,64,33,,,,
2006-03-01,11:00,2.8,0.9,94,69,29,,,,
2006-03-01,12:00,2.3,0.7,79,56,38,,,,
2006-03-01,13:00,2.3,0.8,69,55,42,,,,
2006-03-01,14:00,2.7,1.0,77,59,40,,,,
2006-03-01,15:00,2.9,1.0,75,58,44,,,,
2006-03-01,16:00,3.8,1.3,69,53,42,,,,
2006-03-01,17:00,,1.4,85,69,29,,,,
2006-03-01,18:00,,1.7,87,81,18,,,,
2006-03-01,19:00,,1.8,74,82,15,,,,
2006-03-01,20:00,,1.5,64,76,16,,,,
2006-03-01,21:00,,1.2,42,55,27,,,,
2006-03-01,22:00,3.4,0.9,35,45,34,,,,
2006-03-01,23:00,2.4,0.9,24,37,38,,,,
2006-03-02,,,,,,,39,,,
2006-03-02,00:00,2.5,0.8,19,36,40,,,,
2006-03-02,01:00,2.1,0.6,11,27,47,,,,
2006-03-02,02:00,1.7,0.5,9,26,49,,,,
2006-03-02,03:00,1.6,0.5,9,28,47,,,,
2006-03-02,04:00,1.4,0.6,4,25,52,,,,
2006-03-02,05:00,1.2,0.4,6,24,53,,,,
2006-03-02,06:00,1.5,0.6,12,30,51,,,,
2006-03-02,07:00,2.7,1.0,35,52,32,,,,
2006-03-02,08:00,3.3,1.2,72,72,25,,,,
2006-03-02,09:00,2.7,0.9,45,59,34,,,,
2006-03-02,10:00,3.3,1.1,77,61,37,,,,
2006-03-02,11:00,2.8,1.0,76,56,43,,,,
2006-03-02,12:00,2.6,0.8,71,52,47,,,,
2006-03-02,13:00,2.7,1.0,75,58,43,,,,
2006-03-02,14:00,3.1,1.0,67,53,49,,,,
2006-03-02,15:00,2.8,1.1,76,55,46,,,,
2006-03-02,16:00,3.8,1.3,66,51,48,,,,
2006-03-02,17:00,3.7,1.3,62,57,44,,,,
2006-03-02,18:00,5.8,1.8,85,84,24,,,,
2006-03-02,19:00,6.4,2.0,86,93,14,,,,
2006-03-02,20:00,4.5,1.4,52,68,26,,,,
2006-03-02,21:00,3.6,1.2,39,60,37,,,,
2006-03-02,22:00,2.9,1.2,33,47,43,,,,
2006-03-02,23:00,4.3,1.2,39,49,40,,,,
2006-03-03,,,,,,,43,,23.24,
2006-03-03,00:00,2.6,0.8,22,42,37,,,,
2006-03-03,01:00,2.0,0.6,15,37,43,,,,
2006-03-03,02:00,2.4,0.4,4,27,53,,,,
2006-03-03,03:00,1.9,0.3,5,32,45,,,,
2006-03-03,04:00,1.6,0.4,6,33,44,,,,
2006-03-03,05:00,1.5,0.4,16,45,31,,,,
2006-03-03,06:00,1.6,0.6,30,56,25,,,,
2006-03-03,07:00,3.1,1.0,54,75,15,,,,
2006-03-03,08:00,4.1,1.2,71,76,12,,,,
2006-03-03,09:00,5.0,1.0,77,69,17,,,,
2006-03-03,10:00,4.0,0.8,72,59,24,,,,
2006-03-03,11:00,3.6,0.7,57,49,34,,,,
2006-03-03,12:00,3.6,0.8,63,54,42,,,,
2006-03-03,13:00,3.5,0.9,77,62,46,,,,
2006-03-03,14:00,3.1,0.8,61,53,52,,,,
2006-03-03,15:00,3.0,0.9,47,53,52,,,,
2006-03-03,16:00,3.7,0.8,43,55,42,,,,
2006-03-03,17:00,3.2,0.8,37,50,44,,,,
2006-03-03,18:00,3.3,0.9,39,55,43,,,,
2006-03-03,19:00,2.7,0.8,25,43,57,,,,
2006-03-03,20:00,2.8,0.8,37,53,48,,,,
2006-03-03,21:00,2.8,0.7,18,40,58,,,,
2006-03-03,22:00,2.5,0.7,23,43,58,,,,
2006-03-03,23:00,2.2,0.7,34,55,48,,,,
2006-03-04,,,,,,,47,,,
2006-03-04,00:00,2.4,0.7,26,50,48,,,,
2006-03-04,01:00,2.9,0.9,16,41,52,,,,
2006-03-04,02:00,2.9,0.5,9,36,52,,,,
2006-03-04,03:00,2.0,0.7,11,43,45,,,,
2006-03-04,04:00,1.9,0.5,7,30,51,,,,
2006-03-04,05:00,2.0,0.5,11,33,49,,,,
2006-03-04,06:00,2.3,0.7,16,35,40,,,,
2006-03-04,07:00,1.9,0.6,18,41,35,,,,
2006-03-04,08:00,2.1,0.6,29,44,31,,,,
2006-03-04,09:00,2.1,0.7,39,48,32,,,,
2006-03-04,10:00,2.6,0.8,42,45,33,,,,
2006-03-04,11:00,2.5,0.9,53,47,40,,,,
2006-03-04,12:00,3.6,0.9,51,48,45,,,,
2006-03-04,13:00,2.8,0.7,42,41,54,,,,
2006-03-04,14:00,2.3,0.6,35,42,61,,,,
2006-03-04,15:00,2.9,0.7,44,47,60,,,,
2006-03-04,16:00,3.4,0.7,55,57,50,,,,
2006-03-04,17:00,3.1,0.7,42,60,46,,,,
2006-03-04,18:00,4.8,1.1,61,78,31,,,,
2006-03-04,19:00,4.6,1.2,72,97,13,,,,
2006-03-04,20:00,4.3,1.4,61,89,15,,,,
2006-03-04,21:00,4.8,1.2,40,78,20,,,,
2006-03-04,22:00,4.0,1.0,22,65,28,,,,
2006-03-04,23:00,3.7,0.9,31,60,27,,,,
2006-03-05,,,,,,,43,,30.09,
2006-03-05,00:00,2.4,0.8,26,53,29,,,,
2006-03-05,01:00,3.7,1.1,38,55,25,,,,
2006-03-05,02:00,3.4,1.1,23,45,28,,,,
2006-03-05,03:00,2.9,0.9,21,41,33,,,,
2006-03-05,04:00,2.9,0.9,23,38,34,,,,
2006-03-05,05:00,2.8,0.7,13,33,36,,,,
2006-03-05,06:00,2.3,0.6,14,35,36,,,,
2006-03-05,07:00,1.9,0.6,17,39,30,,,,
2006-03-05,08:00,1.9,0.6,21,33,36,,,,
2006-03-05,09:00,2.0,0.5,24,32,39,,,,
2006-03-05,10:00,2.1,0.6,36,36,42,,,,
2006-03-05,11:00,2.5,0.8,49,43,43,,,,
2006-03-05,12:00,,0.7,38,36,56,,,,
2006-03-05,13:00,,0.7,35,36,67,,,,
2006-03-05,14:00,,0.8,37,38,67,,,,
2006-03-05,15:00,,0.6,32,34,72,,,,
2006-03-05,16:00,,0.7,49,46,66,,,,
2006-03-05,17:00,3.6,1.0,48,56,53,,,,
2006-03-05,18:00,3.8,1.4,75,73,35,,,,
2006-03-05,19:00,4.4,0.9,44,50,53,,,,
2006-03-05,20:00,3.7,0.7,44,43,56,,,,
2006-03-05,21:00,2.4,0.6,20,32,67,,,,
2006-03-05,22:00,2.1,0.5,16,29,67,,,,
2006-03-05,23:00,1.8,0.5,19,28,65,,,,
2006-03-06,,,,,,,29,,,
2006-03-06,00:00,1.8,0.5,11,23,67,,,,
2006-03-06,01:00,1.6,0.5,12,22,65,,,,
2006-03-06,02:00,1.5,0.4,6,18,65,,,,
2006-03-06,03:00,1.2,0.4,4,18,60,,,,
2006-03-06,04:00,1.0,0.3,3,17,54,,,,
2006-03-06,05:00,1.0,0.3,12,25,42,,,,
2006-03-06,06:00,2.2,0.8,53,56,27,,,,
2006-03-06,07:00,2.7,1.1,60,68,18,,,,
2006-03-06,08:00,3.2,1.1,85,76,14,,,,
2006-03-06,09:00,3.3,0.8,85,74,13,,,,
2006-03-06,10:00,3.5,0.9,91,65,23,,,,
2006-03-06,11:00,2.2,0.8,81,57,36,,,,
2006-03-06,12:00,2.6,0.8,81,59,40,,,,
2006-03-06,13:00,2.4,0.8,69,56,40,,,,
2006-03-06,14:00,2.7,0.9,66,56,45,,,,
2006-03-06,15:00,3.1,1.0,62,64,37,,,,
2006-03-06,16:00,3.8,1.4,67,63,32,,,,
2006-03-06,17:00,1.8,0.9,36,57,44,,,,
2006-03-06,18:00,4.4,1.6,64,82,21,,,,
2006-03-06,19:00,4.3,1.6,64,87,14,,,,
2006-03-06,20:00,3.7,1.2,39,78,19,,,,
2006-03-06,21:00,3.7,1.3,48,79,20,,,,
2006-03-06,22:00,2.9,1.0,38,70,24,,,,
2006-03-06,23:00,2.0,0.7,23,56,33,,,,
2006-03-07,,,,,,,28,,21.53,
2006-03-07,00:00,1.9,0.7,13,43,38,,,,
2006-03-07,01:00,2.1,0.4,15,46,31,,,,
2006-03-07,02:00,1.4,0.3,8,31,44,,,,
2006-03-07,03:00,1.2,0.3,7,24,52,,,,
2006-03-07,04:00,1.0,0.2,4,17,62,,,,
2006-03-07,05:00,0.8,0.3,16,38,48,,,,
2006-03-07,06:00,1.2,0.5,43,56,28,,,,
2006-03-07,07:00,1.6,0.7,52,64,23,,,,
2006-03-07,08:00,2.3,0.8,68,70,20,,,,
2006-03-07,09:00,2.4,0.7,78,72,24,,,,
2006-03-07,10:00,2.3,0.6,66,58,33,,,,
2006-03-07,11:00,2.1,0.6,58,51,44,,,,
2006-03-07,12:00,2.0,0.5,45,47,48,,,,
2006-03-07,13:00,1.9,0.6,56,55,42,,,,
2006-03-07,14:00,1.9,0.7,62,58,41,,,,
2006-03-07,15:00,2.7,0.7,64,56,42,,,,
2006-03-07,16:00,2.9,1.1,78,65,36,,,,
2006-03-07,17:00,3.3,1.0,69,70,30,,,,
2006-03-07,18:00,3.9,1.2,59,72,28,,,,
2006-03-07,19:00,4.1,1.2,70,80,18,,,,
2006-03-07,20:00,4.8,1.5,90,89,7,,,,
2006-03-07,21:00,7.1,1.4,75,90,2,,,,
2006-03-07,22:00,4.4,1.1,101,90,2,,,,
2006-03-07,23:00,4.8,1.2,38,69,17,,,,
2006-03-08,,,,,,,39,,,
2006-03-08,00:00,2.8,0.9,21,63,20,,,,
2006-03-08,01:00,3.4,1.0,14,53,26,,,,
2006-03-08,02:00,2.5,0.6,7,41,34,,,,
2006-03-08,03:00,1.7,0.4,4,33,37,,,,
2006-03-08,04:00,1.7,0.4,7,30,37,,,,
2006-03-08,05:00,1.3,0.3,7,26,42,,,,
2006-03-08,06:00,1.7,0.5,21,33,32,,,,
2006-03-08,07:00,3.3,0.9,40,51,18,,,,
2006-03-08,08:00,3.2,0.9,54,56,14,,,,
2006-03-08,09:00,3.8,1.0,61,53,20,,,,
2006-03-08,10:00,3.1,0.8,53,48,31,,,,
2006-03-08,11:00,2.4,0.6,47,43,40,,,,
2006-03-08,12:00,1.9,0.5,32,36,60,,,,
2006-03-08,13:00,1.8,0.5,34,41,56,,,,
2006-03-08,14:00,1.9,0.6,34,39,61,,,,
2006-03-08,15:00,2.1,0.6,33,39,64,,,,
2006-03-08,16:00,2.2,0.7,26,37,67,,,,
2006-03-08,17:00,2.2,0.7,27,41,64,,,,
2006-03-08,18:00,2.5,0.8,20,43,65,,,,
2006-03-08,19:00,2.7,0.8,24,50,61,,,,
2006-03-08,20:00,2.1,0.7,14,39,69,,,,
2006-03-08,21:00,2.1,0.6,14,35,76,,,,
2006-03-08,22:00,2.0,0.5,7,27,79,,,,
2006-03-08,23:00,1.9,0.5,6,26,80,,,,
2006-03-09,,,,,,,33,,28.85,
2006-03-09,00:00,1.7,0.4,5,21,81,,,,
2006-03-09,01:00,1.7,0.4,2,18,81,,,,
2006-03-09,02:00,1.4,0.4,1,16,79,,,,
2006-03-09,03:00,1.3,0.4,1,14,80,,,,
2006-03-09,04:00,1.3,0.4,1,15,78,,,,
2006-03-09,05:00,1.2,0.4,2,16,74,,,,
2006-03-09,06:00,1.3,0.5,9,22,69,,,,
2006-03-09,07:00,1.9,0.7,12,29,64,,,,
2006-03-09,08:00,,0.9,31,43,53,,,,
2006-03-09,09:00,,0.9,27,46,53,,,,
2006-03-09,10:00,,0.8,35,43,54,,,,
2006-03-09,11:00,,0.8,32,45,54,,,,
2006-03-09,12:00,,0.9,43,49,50,,,,
2006-03-09,13:00,3.0,0.9,41,51,47,,,,
2006-03-09,14:00,3.2,1.1,45,58,41,,,,
2006-03-09,15:00,4.1,1.1,46,61,34,,,,
2006-03-09,16:00,4.4,1.5,55,73,24,,,,
2006-03-09,17:00,5.2,1.5,52,80,15,,,,
2006-03-09,18:00,5.4,1.6,53,84,10,,,,
2006-03-09,19:00,5.9,1.7,52,83,8,,,,
2006-03-09,20:00,6.1,1.7,61,87,5,,,,
2006-03-09,21:00,6.2,2.1,85,91,1,,,,
2006-03-09,22:00,8.3,1.7,60,85,1,,,,
2006-03-09,23:00,5.9,1.6,54,72,4,,,,
2006-03-10,,,,,,,31,,,
2006-03-10,00:00,4.2,1.1,33,57,12,,,,
2006-03-10,01:00,4.2,1.0,24,52,13,,,,
2006-03-10,02:00,2.9,0.6,4,47,14,,,,
2006-03-10,03:00,2.6,0.8,27,56,5,,,,
2006-03-10,04:00,2.6,0.7,38,61,3,,,,
2006-03-10,05:00,2.5,0.7,29,56,4,,,,
2006-03-10,06:00,3.0,0.8,47,61,2,,,,
2006-03-10,07:00,5.0,1.4,90,66,1,,,,
2006-03-10,08:00,5.3,1.5,128,67,2,,,,
2006-03-10,09:00,5.6,1.4,140,91,5,,,,
2006-03-10,10:00,3.8,1.1,115,85,10,,,,
2006-03-10,11:00,2.8,0.9,92,71,25,,,,
2006-03-10,12:00,2.3,0.7,64,51,44,,,,
2006-03-10,13:00,2.3,0.7,55,47,50,,,,
2006-03-10,14:00,3.0,0.9,60,56,47,,,,
2006-03-10,15:00,3.1,0.9,67,64,43,,,,
2006-03-10,16:00,3.3,0.9,67,61,47,,,,
2006-03-10,17:00,3.8,1.0,58,69,40,,,,
2006-03-10,18:00,3.9,1.5,75,83,24,,,,
2006-03-10,19:00,5.6,1.6,91,97,13,,,,
2006-03-10,20:00,4.7,1.3,80,91,11,,,,
2006-03-10,21:00,4.8,1.8,103,92,8,,,,
2006-03-10,22:00,6.5,1.7,75,89,2,,,,
2006-03-10,23:00,6.6,1.6,73,80,3,,,,
2006-03-11,,,,,,,38,,32.34,
2006-03-11,00:00,5.3,1.4,55,77,4,,,,
2006-03-11,01:00,5.2,1.2,44,69,4,,,,
2006-03-11,02:00,4.2,1.2,36,63,4,,,,
2006-03-11,03:00,3.7,1.1,14,54,12,,,,
2006-03-11,04:00,3.9,0.7,24,58,18,,,,
2006-03-11,05:00,2.3,0.6,13,50,19,,,,
