Datum Zeit,Plauen-Sued PM10
,µg/m³
31-07-09,19
30-07-09,14
29-07-09,13
28-07-09,9
27-07-09,12
26-07-09,8
25-07-09,10
24-07-09,10
23-07-09,19
22-07-09,19
21-07-09,14
20-07-09,13
19-07-09,8
18-07-09,9
17-07-09,19
16-07-09,17
15-07-09,9
14-07-09,11
13-07-09,11
12-07-09,8
11-07-09,12
10-07-09,13
09-07-09,11
08-07-09,9
07-07-09,12
06-07-09,11
05-07-09,10
04-07-09,17
03-07-09,20
02-07-09,25
01-07-09,20

