Datum Zeit,Dresden-Nord PM10
,µg/m³
31-07-09,23
30-07-09,29
29-07-09,19
28-07-09,18
27-07-09,20
26-07-09,15
25-07-09,14
24-07-09,17
23-07-09,28
22-07-09,25
21-07-09,21
20-07-09,16
19-07-09,15
18-07-09,15
17-07-09,29
16-07-09,25
15-07-09,22
14-07-09,21
13-07-09,20
12-07-09,13
11-07-09,18
10-07-09,16
09-07-09,21
08-07-09,15
07-07-09,21
06-07-09,25
05-07-09,25
04-07-09,27
03-07-09,27
02-07-09,26
01-07-09,31

