Datum Zeit,Freiberg PM10
,µg/m³
31-07-09,24
30-07-09,26
29-07-09,23
28-07-09,16
27-07-09,19
26-07-09,10
25-07-09,10
24-07-09,13
23-07-09,26
22-07-09,23
21-07-09,16
20-07-09,12
19-07-09,9
18-07-09,10
17-07-09,25
16-07-09,23
15-07-09,15
14-07-09,15
13-07-09,17
12-07-09,10
11-07-09,15
10-07-09,12
09-07-09,16
08-07-09,10
07-07-09,17
06-07-09,21
05-07-09,18
04-07-09,27
03-07-09,29
02-07-09,30
01-07-09,30

