Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-07-09,23
30-07-09,21
29-07-09,20
28-07-09,20
27-07-09,18
26-07-09,15
25-07-09,13
24-07-09,17
23-07-09,29
22-07-09,26
21-07-09,19
20-07-09,17
19-07-09,11
18-07-09,13
17-07-09,29
16-07-09,21
15-07-09,24
14-07-09,25
13-07-09,
12-07-09,13
11-07-09,15
10-07-09,17
09-07-09,21
08-07-09,15
07-07-09,19
06-07-09,27
05-07-09,18
04-07-09,28
03-07-09,31
02-07-09,35
01-07-09,34

