Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-07-09,16
30-07-09,15
29-07-09,17
28-07-09,10
27-07-09,11
26-07-09,8
25-07-09,7
24-07-09,7
23-07-09,18
22-07-09,17
21-07-09,11
20-07-09,9
19-07-09,8
18-07-09,8
17-07-09,18
16-07-09,16
15-07-09,8
14-07-09,11
13-07-09,10
12-07-09,7
11-07-09,10
10-07-09,9
09-07-09,11
08-07-09,7
07-07-09,9
06-07-09,12
05-07-09,14
04-07-09,22
03-07-09,20
02-07-09,20
01-07-09,20

