Datum Zeit,Goerlitz PM10
,µg/m³
31-07-09,18
30-07-09,24
29-07-09,13
28-07-09,15
27-07-09,19
26-07-09,9
25-07-09,10
24-07-09,14
23-07-09,28
22-07-09,22
21-07-09,18
20-07-09,11
19-07-09,12
18-07-09,13
17-07-09,23
16-07-09,20
15-07-09,18
14-07-09,19
13-07-09,18
12-07-09,14
11-07-09,15
10-07-09,13
09-07-09,16
08-07-09,13
07-07-09,19
06-07-09,22
05-07-09,19
04-07-09,22
03-07-09,23
02-07-09,25
01-07-09,28

