Datum Zeit,Leipzig-Thekla O3
,µg/m³
01-08-09 00:00,5
31-07-09 23:00,14
31-07-09 22:00,25
31-07-09 21:00,37
31-07-09 20:00,48
31-07-09 19:00,74
31-07-09 18:00,75
31-07-09 17:00,76
31-07-09 16:00,70
31-07-09 15:00,74
31-07-09 14:00,75
31-07-09 13:00,73
31-07-09 12:00,68
31-07-09 11:00,63
31-07-09 10:00,57
31-07-09 09:00,51
31-07-09 08:00,40
31-07-09 07:00,17
31-07-09 06:00,17
31-07-09 05:00,27
31-07-09 04:00,45
31-07-09 03:00,50
31-07-09 02:00,44
31-07-09 01:00,32
31-07-09 00:00,31
30-07-09 23:00,40
30-07-09 22:00,53
30-07-09 21:00,66
30-07-09 20:00,75
30-07-09 19:00,80
30-07-09 18:00,81
30-07-09 17:00,79
30-07-09 16:00,83
30-07-09 15:00,84
30-07-09 14:00,85
30-07-09 13:00,85
30-07-09 12:00,87
30-07-09 11:00,93
30-07-09 10:00,81
30-07-09 09:00,42
30-07-09 08:00,42
30-07-09 07:00,32
30-07-09 06:00,16
30-07-09 05:00,12
30-07-09 04:00,40
30-07-09 03:00,45
30-07-09 02:00,62
30-07-09 01:00,67
30-07-09 00:00,70
29-07-09 23:00,77
29-07-09 22:00,83
29-07-09 21:00,94
29-07-09 20:00,86
29-07-09 19:00,96
29-07-09 18:00,106
29-07-09 17:00,111
29-07-09 16:00,109
29-07-09 15:00,108
29-07-09 14:00,104
29-07-09 13:00,101
29-07-09 12:00,97
29-07-09 11:00,83
29-07-09 10:00,70
29-07-09 09:00,52
29-07-09 08:00,25
29-07-09 07:00,10
29-07-09 06:00,2
29-07-09 05:00,1
29-07-09 04:00,1
29-07-09 03:00,2
29-07-09 02:00,1
29-07-09 01:00,1
29-07-09 00:00,1
28-07-09 23:00,5
28-07-09 22:00,20
28-07-09 21:00,44
28-07-09 20:00,51
28-07-09 19:00,75
28-07-09 18:00,84
28-07-09 17:00,83
28-07-09 16:00,83
28-07-09 15:00,78
28-07-09 14:00,74
28-07-09 13:00,76
28-07-09 12:00,70
28-07-09 11:00,65
28-07-09 10:00,60
28-07-09 09:00,52
28-07-09 08:00,45
28-07-09 07:00,26
28-07-09 06:00,35
28-07-09 05:00,63
28-07-09 04:00,71
28-07-09 03:00,77
28-07-09 02:00,75
28-07-09 01:00,91
28-07-09 00:00,72
27-07-09 23:00,61
27-07-09 22:00,32
27-07-09 21:00,44
27-07-09 20:00,76
27-07-09 19:00,99
27-07-09 18:00,106
