Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-07-09,12
30-07-09,18
29-07-09,13
28-07-09,14
27-07-09,15
26-07-09,10
25-07-09,7
24-07-09,9
23-07-09,19
22-07-09,16
21-07-09,13
20-07-09,7
19-07-09,7
18-07-09,11
17-07-09,20
16-07-09,15
15-07-09,10
14-07-09,11
13-07-09,10
12-07-09,10
11-07-09,9
10-07-09,8
09-07-09,13
08-07-09,7
07-07-09,9
06-07-09,16
05-07-09,13
04-07-09,20
03-07-09,21
02-07-09,19
01-07-09,21

