Datum Zeit,Leipzig-Thekla O3
,µg/m³
01-07-06 00:00,20
30-06-06 23:00,25
30-06-06 22:00,41
30-06-06 21:00,71
30-06-06 20:00,83
30-06-06 19:00,87
30-06-06 18:00,95
30-06-06 17:00,95
30-06-06 16:00,94
30-06-06 15:00,98
30-06-06 14:00,94
30-06-06 13:00,91
30-06-06 12:00,85
30-06-06 11:00,72
30-06-06 10:00,59
30-06-06 09:00,48
30-06-06 08:00,25
30-06-06 07:00,25
30-06-06 06:00,30
30-06-06 05:00,49
30-06-06 04:00,66
30-06-06 03:00,69
30-06-06 02:00,74
30-06-06 01:00,78
30-06-06 00:00,75
29-06-06 23:00,77
29-06-06 22:00,94
29-06-06 21:00,116
29-06-06 20:00,106
29-06-06 19:00,104
29-06-06 18:00,102
29-06-06 17:00,103
29-06-06 16:00,108
29-06-06 15:00,107
29-06-06 14:00,103
29-06-06 13:00,99
29-06-06 12:00,94
29-06-06 11:00,87
29-06-06 10:00,64
29-06-06 09:00,50
29-06-06 08:00,44
29-06-06 07:00,37
29-06-06 06:00,36
29-06-06 05:00,41
29-06-06 04:00,53
29-06-06 03:00,58
29-06-06 02:00,61
29-06-06 01:00,53
29-06-06 00:00,55
28-06-06 23:00,57
28-06-06 22:00,79
28-06-06 21:00,85
28-06-06 20:00,90
28-06-06 19:00,95
28-06-06 18:00,99
28-06-06 17:00,98
28-06-06 16:00,93
28-06-06 15:00,88
28-06-06 14:00,86
28-06-06 13:00,
28-06-06 12:00,
28-06-06 11:00,72
28-06-06 10:00,66
28-06-06 09:00,66
28-06-06 08:00,50
28-06-06 07:00,46
28-06-06 06:00,40
28-06-06 05:00,32
28-06-06 04:00,27
28-06-06 03:00,31
28-06-06 02:00,44
28-06-06 01:00,47
28-06-06 00:00,38
27-06-06 23:00,47
27-06-06 22:00,68
27-06-06 21:00,88
27-06-06 20:00,87
27-06-06 19:00,93
27-06-06 18:00,91
27-06-06 17:00,100
27-06-06 16:00,112
27-06-06 15:00,115
27-06-06 14:00,112
27-06-06 13:00,114
27-06-06 12:00,109
27-06-06 11:00,98
27-06-06 10:00,88
27-06-06 09:00,75
27-06-06 08:00,65
27-06-06 07:00,47
27-06-06 06:00,32
27-06-06 05:00,28
27-06-06 04:00,31
27-06-06 03:00,44
27-06-06 02:00,48
