Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
30-09-16,6.16
29-09-16,5.44
28-09-16,10.37
27-09-16,19.45
26-09-16,18.28
25-09-16,13.52
24-09-16,16.71
23-09-16,12.79
22-09-16,9.10
21-09-16,9.46
20-09-16,10.51
19-09-16,14.79
18-09-16,13.39
17-09-16,21.55
16-09-16,17.07
15-09-16,9.11
14-09-16,20.77
13-09-16,21.44
12-09-16,17.57
11-09-16,19.97
10-09-16,18.32
09-09-16,17.45
08-09-16,16.66
07-09-16,11.15
06-09-16,7.08
05-09-16,4.41
04-09-16,6.92
03-09-16,13.95
02-09-16,14.11
01-09-16,10.35

