Datum Zeit,Dresden-Bergstraße PM2.5
,µg/m³
30-09-16,8.81
29-09-16,7.35
28-09-16,13.20
27-09-16,25.03
26-09-16,21.68
25-09-16,15.38
24-09-16,20.54
23-09-16,15.21
22-09-16,11.81
21-09-16,12.63
20-09-16,13.42
19-09-16,15.62
18-09-16,14.12
17-09-16,23.67
16-09-16,20.30
15-09-16,10.10
14-09-16,20.65
13-09-16,22.75
12-09-16,20.65
11-09-16,21.21
10-09-16,20.87
09-09-16,20.72
08-09-16,18.75
07-09-16,13.87
06-09-16,10.21
05-09-16,5.53
04-09-16,7.08
03-09-16,15.50
02-09-16,18.52
01-09-16,13.25

