Datum Zeit,Glauchau PM10
,µg/m³
30-09-16,12
29-09-16,11
28-09-16,19
27-09-16,
26-09-16,28
25-09-16,22
24-09-16,25
23-09-16,21
22-09-16,20
21-09-16,20
20-09-16,19
19-09-16,19
18-09-16,21
17-09-16,20
16-09-16,25
15-09-16,23
14-09-16,29
13-09-16,29
12-09-16,23
11-09-16,25
10-09-16,30
09-09-16,26
08-09-16,21
07-09-16,21
06-09-16,13
05-09-16,11
04-09-16,11
03-09-16,19
02-09-16,25
01-09-16,22

