Datum Zeit,Bautzen PM10
,µg/m³
30-09-16,11
29-09-16,10
28-09-16,18
27-09-16,26
26-09-16,21
25-09-16,18
24-09-16,21
23-09-16,19
22-09-16,17
21-09-16,16
20-09-16,17
19-09-16,19
18-09-16,18
17-09-16,28
16-09-16,26
15-09-16,20
14-09-16,26
13-09-16,29
12-09-16,23
11-09-16,21
10-09-16,25
09-09-16,21
08-09-16,20
07-09-16,16
06-09-16,9
05-09-16,6
04-09-16,10
03-09-16,17
02-09-16,21
01-09-16,17

