Datum Zeit,Dresden-Nord PM2.5
,µg/m³
30-09-16,7.15
29-09-16,6.90
28-09-16,13.00
27-09-16,20.75
26-09-16,19.97
25-09-16,15.00
24-09-16,17.50
23-09-16,14.48
22-09-16,10.85
21-09-16,10.71
20-09-16,11.62
19-09-16,13.41
18-09-16,13.95
17-09-16,22.77
16-09-16,18.88
15-09-16,9.77
14-09-16,19.50
13-09-16,21.21
12-09-16,17.41
11-09-16,20.59
10-09-16,18.95
09-09-16,19.33
08-09-16,16.69
07-09-16,11.51
06-09-16,8.06
05-09-16,5.44
04-09-16,7.62
03-09-16,13.84
02-09-16,13.95
01-09-16,12.02

