Datum Zeit,Collmberg PM2.5
,µg/m³
30-09-16,2.77
29-09-16,5.16
28-09-16,9.42
27-09-16,17.96
26-09-16,15.79
25-09-16,12.48
24-09-16,12.93
23-09-16,9.80
22-09-16,7.58
21-09-16,7.72
20-09-16,6.87
19-09-16,6.35
18-09-16,9.34
17-09-16,10.75
16-09-16,14.57
15-09-16,8.75
14-09-16,19.00
13-09-16,18.93
12-09-16,15.89
11-09-16,16.66
10-09-16,16.09
09-09-16,13.06
08-09-16,14.59
07-09-16,10.68
06-09-16,5.56
05-09-16,2.70
04-09-16,4.51
03-09-16,7.59
02-09-16,8.88
01-09-16,9.75

