Datum Zeit,Collmberg PM10
,µg/m³
30-09-16,6
29-09-16,12
28-09-16,18
27-09-16,28
26-09-16,23
25-09-16,18
24-09-16,17
23-09-16,16
22-09-16,12
21-09-16,14
20-09-16,14
19-09-16,12
18-09-16,16
17-09-16,22
16-09-16,29
15-09-16,18
14-09-16,29
13-09-16,29
12-09-16,22
11-09-16,23
10-09-16,24
09-09-16,20
08-09-16,21
07-09-16,15
06-09-16,7
05-09-16,5
04-09-16,9
03-09-16,14
02-09-16,14
01-09-16,18

