Datum Zeit,Collmberg PM10
,µg/m³
31-10-06,12
30-10-06,7
29-10-06,8
28-10-06,24
27-10-06,17
26-10-06,14
25-10-06,13
24-10-06,8
23-10-06,10
22-10-06,8
21-10-06,20
20-10-06,43
19-10-06,40
18-10-06,31
17-10-06,22
16-10-06,18
15-10-06,20
14-10-06,47
13-10-06,29
12-10-06,45
11-10-06,36
10-10-06,28
09-10-06,15
08-10-06,11
07-10-06,7
06-10-06,7
05-10-06,14
04-10-06,11
03-10-06,3
02-10-06,6
01-10-06,10

