Datum Zeit,Leipzig-Mitte PM10
,µg/m³
31-10-06,17
30-10-06,16
29-10-06,15
28-10-06,39
27-10-06,35
26-10-06,34
25-10-06,30
24-10-06,15
23-10-06,22
22-10-06,18
21-10-06,34
20-10-06,64
19-10-06,75
18-10-06,59
17-10-06,45
16-10-06,34
15-10-06,32
14-10-06,67
13-10-06,74
12-10-06,84
11-10-06,64
10-10-06,54
09-10-06,40
08-10-06,21
07-10-06,15
06-10-06,18
05-10-06,30
04-10-06,27
03-10-06,9
02-10-06,19
01-10-06,18

