Datum Zeit,Chemnitz-Mitte O3
,µg/m³
01-11-06 00:00,40
31-10-06 23:00,36
31-10-06 22:00,34
31-10-06 21:00,39
31-10-06 20:00,45
31-10-06 19:00,44
31-10-06 18:00,41
31-10-06 17:00,47
31-10-06 16:00,53
31-10-06 15:00,60
31-10-06 14:00,58
31-10-06 13:00,59
31-10-06 12:00,63
31-10-06 11:00,53
31-10-06 10:00,42
31-10-06 09:00,19
31-10-06 08:00,11
31-10-06 07:00,15
31-10-06 06:00,28
31-10-06 05:00,34
31-10-06 04:00,31
31-10-06 03:00,32
31-10-06 02:00,37
31-10-06 01:00,20
31-10-06 00:00,14
30-10-06 23:00,14
30-10-06 22:00,13
30-10-06 21:00,7
30-10-06 20:00,4
30-10-06 19:00,2
30-10-06 18:00,9
30-10-06 17:00,26
30-10-06 16:00,43
30-10-06 15:00,47
30-10-06 14:00,57
30-10-06 13:00,53
30-10-06 12:00,44
30-10-06 11:00,38
30-10-06 10:00,21
30-10-06 09:00,18
30-10-06 08:00,18
30-10-06 07:00,25
30-10-06 06:00,34
30-10-06 05:00,43
30-10-06 04:00,48
30-10-06 03:00,50
30-10-06 02:00,59
30-10-06 01:00,58
30-10-06 00:00,59
29-10-06 23:00,58
29-10-06 22:00,60
29-10-06 21:00,60
29-10-06 20:00,60
29-10-06 19:00,66
29-10-06 18:00,64
29-10-06 17:00,67
29-10-06 16:00,67
29-10-06 15:00,62
29-10-06 14:00,57
29-10-06 13:00,53
29-10-06 12:00,53
29-10-06 11:00,44
29-10-06 10:00,38
29-10-06 09:00,37
29-10-06 08:00,36
29-10-06 07:00,36
29-10-06 06:00,38
29-10-06 05:00,40
29-10-06 04:00,42
29-10-06 03:00,43
29-10-06 02:00,42
29-10-06 01:00,39
29-10-06 00:00,35
28-10-06 23:00,35
28-10-06 22:00,32
28-10-06 21:00,17
28-10-06 20:00,20
28-10-06 19:00,16
28-10-06 18:00,29
28-10-06 17:00,21
28-10-06 16:00,13
28-10-06 15:00,28
28-10-06 14:00,41
28-10-06 13:00,48
28-10-06 12:00,46
28-10-06 11:00,42
28-10-06 10:00,28
28-10-06 09:00,9
28-10-06 08:00,3
28-10-06 07:00,1
28-10-06 06:00,9
28-10-06 05:00,21
28-10-06 04:00,26
28-10-06 03:00,25
28-10-06 02:00,37
28-10-06 01:00,18
28-10-06 00:00,7
27-10-06 23:00,7
27-10-06 22:00,7
27-10-06 21:00,14
27-10-06 20:00,26
27-10-06 19:00,35
27-10-06 18:00,36
27-10-06 17:00,32
27-10-06 16:00,43
27-10-06 15:00,41
27-10-06 14:00,41
27-10-06 13:00,36
27-10-06 12:00,38
27-10-06 11:00,28
27-10-06 10:00,19
27-10-06 09:00,17
27-10-06 08:00,16
27-10-06 07:00,15
27-10-06 06:00,25
27-10-06 05:00,33
27-10-06 04:00,30
27-10-06 03:00,23
27-10-06 02:00,30
27-10-06 01:00,28
27-10-06 00:00,21
26-10-06 23:00,40
26-10-06 22:00,39
26-10-06 21:00,36
26-10-06 20:00,29
26-10-06 19:00,12
26-10-06 18:00,11
26-10-06 17:00,6
26-10-06 16:00,37
26-10-06 15:00,49
26-10-06 14:00,54
26-10-06 13:00,42
26-10-06 12:00,31
26-10-06 11:00,24
26-10-06 10:00,27
26-10-06 09:00,25
26-10-06 08:00,21
26-10-06 07:00,21
26-10-06 06:00,39
26-10-06 05:00,42
26-10-06 04:00,48
26-10-06 03:00,42
26-10-06 02:00,49
26-10-06 01:00,47
26-10-06 00:00,15
25-10-06 23:00,1
25-10-06 22:00,2
25-10-06 21:00,4
25-10-06 20:00,1
25-10-06 19:00,2
25-10-06 18:00,2
25-10-06 17:00,36
25-10-06 16:00,55
25-10-06 15:00,61
25-10-06 14:00,61
25-10-06 13:00,59
25-10-06 12:00,54
25-10-06 11:00,45
25-10-06 10:00,40
25-10-06 09:00,14
25-10-06 08:00,6
25-10-06 07:00,11
25-10-06 06:00,33
25-10-06 05:00,48
25-10-06 04:00,54
25-10-06 03:00,64
25-10-06 02:00,64
25-10-06 01:00,60
25-10-06 00:00,59
24-10-06 23:00,63
24-10-06 22:00,62
24-10-06 21:00,66
24-10-06 20:00,69
