Datum Zeit,Niesky PM2.5
,µg/m³
31-10-06,13.61
30-10-06,
29-10-06,
28-10-06,
27-10-06,16.20
26-10-06,
25-10-06,
24-10-06,
23-10-06,22.83
22-10-06,
21-10-06,
20-10-06,
19-10-06,29.26
18-10-06,
17-10-06,
16-10-06,
15-10-06,20.12
14-10-06,
13-10-06,
12-10-06,
11-10-06,18.41
10-10-06,
09-10-06,
08-10-06,
07-10-06,7.20
06-10-06,
05-10-06,
04-10-06,
03-10-06,6.85
02-10-06,
01-10-06,

