Datum Zeit,Zinnwald WINDRI
,GRAD
01-03-19 00:00,
28-02-19 23:00,
28-02-19 22:00,
28-02-19 21:00,
28-02-19 20:00,
28-02-19 19:00,
28-02-19 18:00,
28-02-19 17:00,
28-02-19 16:00,
28-02-19 15:00,
28-02-19 14:00,
28-02-19 13:00,
28-02-19 12:00,
28-02-19 11:00,298
28-02-19 10:00,299
28-02-19 09:00,291
28-02-19 08:00,288
28-02-19 07:00,292
28-02-19 06:00,289
28-02-19 05:00,283
28-02-19 04:00,274
28-02-19 03:00,262
28-02-19 02:00,259
28-02-19 01:00,265
28-02-19 00:00,271
27-02-19 23:00,277
27-02-19 22:00,282
27-02-19 21:00,274
27-02-19 20:00,278
27-02-19 19:00,276
27-02-19 18:00,271
27-02-19 17:00,283
27-02-19 16:00,290
27-02-19 15:00,289
27-02-19 14:00,261
27-02-19 13:00,258
27-02-19 12:00,278
27-02-19 11:00,285
27-02-19 10:00,286
27-02-19 09:00,286
27-02-19 08:00,293
27-02-19 07:00,294
27-02-19 06:00,289
27-02-19 05:00,290
27-02-19 04:00,295
27-02-19 03:00,301
27-02-19 02:00,312
27-02-19 01:00,325
27-02-19 00:00,334
26-02-19 23:00,346
26-02-19 22:00,347
26-02-19 21:00,345
26-02-19 20:00,320
26-02-19 19:00,312
26-02-19 18:00,309
26-02-19 17:00,309
26-02-19 16:00,316
26-02-19 15:00,313
26-02-19 14:00,316
26-02-19 13:00,306
26-02-19 12:00,303
26-02-19 11:00,304
26-02-19 10:00,302
26-02-19 09:00,303
26-02-19 08:00,307
26-02-19 07:00,313
26-02-19 06:00,310
26-02-19 05:00,315
26-02-19 04:00,313
26-02-19 03:00,331
26-02-19 02:00,331
26-02-19 01:00,331
26-02-19 00:00,335
25-02-19 23:00,335
25-02-19 22:00,328
25-02-19 21:00,322
25-02-19 20:00,321
25-02-19 19:00,312
25-02-19 18:00,300
25-02-19 17:00,301
25-02-19 16:00,305
25-02-19 15:00,313
25-02-19 14:00,314
25-02-19 13:00,315
25-02-19 12:00,319
25-02-19 11:00,311
25-02-19 10:00,306
25-02-19 09:00,298
25-02-19 08:00,299
25-02-19 07:00,296
25-02-19 06:00,292
25-02-19 05:00,305
25-02-19 04:00,307
25-02-19 03:00,301
25-02-19 02:00,306
25-02-19 01:00,304
25-02-19 00:00,307
24-02-19 23:00,319
24-02-19 22:00,353
24-02-19 21:00,4
24-02-19 20:00,349
24-02-19 19:00,329
24-02-19 18:00,314
24-02-19 17:00,3
24-02-19 16:00,346
24-02-19 15:00,13
24-02-19 14:00,15
24-02-19 13:00,291
24-02-19 12:00,10
24-02-19 11:00,6
24-02-19 10:00,345
24-02-19 09:00,315
24-02-19 08:00,296
24-02-19 07:00,346
24-02-19 06:00,359
24-02-19 05:00,26
24-02-19 04:00,355
24-02-19 03:00,15
24-02-19 02:00,25
24-02-19 01:00,205
24-02-19 00:00,198
23-02-19 23:00,207
23-02-19 22:00,193
23-02-19 21:00,194
23-02-19 20:00,198
23-02-19 19:00,192
23-02-19 18:00,182
23-02-19 17:00,186
23-02-19 16:00,198
23-02-19 15:00,178
23-02-19 14:00,175
23-02-19 13:00,176
23-02-19 12:00,175
23-02-19 11:00,173
23-02-19 10:00,178
23-02-19 09:00,177
23-02-19 08:00,175
23-02-19 07:00,174
23-02-19 06:00,174
23-02-19 05:00,170
23-02-19 04:00,165
23-02-19 03:00,160
23-02-19 02:00,154
23-02-19 01:00,144
23-02-19 00:00,77
22-02-19 23:00,66
22-02-19 22:00,45
22-02-19 21:00,38
22-02-19 20:00,29
22-02-19 19:00,19
22-02-19 18:00,25
22-02-19 17:00,20
22-02-19 16:00,17
22-02-19 15:00,13
22-02-19 14:00,18
22-02-19 13:00,25
22-02-19 12:00,22
22-02-19 11:00,19
22-02-19 10:00,14
22-02-19 09:00,6
22-02-19 08:00,359
22-02-19 07:00,354
22-02-19 06:00,349
22-02-19 05:00,342
22-02-19 04:00,332
22-02-19 03:00,328
22-02-19 02:00,319
22-02-19 01:00,315
22-02-19 00:00,306
21-02-19 23:00,301
21-02-19 22:00,299
21-02-19 21:00,301
21-02-19 20:00,297
21-02-19 19:00,296
21-02-19 18:00,291
21-02-19 17:00,283
21-02-19 16:00,264
21-02-19 15:00,264
21-02-19 14:00,273
21-02-19 13:00,295
21-02-19 12:00,287
21-02-19 11:00,289
21-02-19 10:00,262
21-02-19 09:00,284
21-02-19 08:00,285
21-02-19 07:00,283
21-02-19 06:00,282
21-02-19 05:00,279
21-02-19 04:00,285
21-02-19 03:00,292
21-02-19 02:00,283
21-02-19 01:00,274
21-02-19 00:00,278
20-02-19 23:00,282
20-02-19 22:00,281
20-02-19 21:00,279
20-02-19 20:00,280
20-02-19 19:00,302
20-02-19 18:00,304
20-02-19 17:00,296
20-02-19 16:00,283
20-02-19 15:00,278
20-02-19 14:00,282
20-02-19 13:00,283
20-02-19 12:00,285
20-02-19 11:00,292
20-02-19 10:00,291
20-02-19 09:00,293
20-02-19 08:00,294
20-02-19 07:00,296
20-02-19 06:00,294
20-02-19 05:00,300
20-02-19 04:00,348
20-02-19 03:00,291
20-02-19 02:00,289
20-02-19 01:00,291
20-02-19 00:00,285
19-02-19 23:00,280
