Datum Zeit,Zinnwald WINDRI
19-02-19 22:00,273
19-02-19 21:00,272
19-02-19 20:00,345
19-02-19 19:00,280
19-02-19 18:00,272
19-02-19 17:00,289
19-02-19 16:00,277
19-02-19 15:00,269
19-02-19 14:00,272
19-02-19 13:00,269
19-02-19 12:00,260
19-02-19 11:00,263
19-02-19 10:00,268
19-02-19 09:00,262
19-02-19 08:00,261
19-02-19 07:00,246
19-02-19 06:00,243
19-02-19 05:00,235
19-02-19 04:00,225
19-02-19 03:00,228
19-02-19 02:00,219
19-02-19 01:00,345
19-02-19 00:00,208
18-02-19 23:00,205
18-02-19 22:00,209
18-02-19 21:00,208
18-02-19 20:00,206
18-02-19 19:00,205
18-02-19 18:00,200
18-02-19 17:00,188
18-02-19 16:00,180
18-02-19 15:00,175
18-02-19 14:00,198
18-02-19 13:00,199
18-02-19 12:00,198
18-02-19 11:00,223
18-02-19 10:00,220
18-02-19 09:00,176
18-02-19 08:00,251
18-02-19 07:00,257
18-02-19 06:00,262
18-02-19 05:00,265
18-02-19 04:00,259
18-02-19 03:00,258
18-02-19 02:00,242
18-02-19 01:00,215
18-02-19 00:00,202
17-02-19 23:00,195
17-02-19 22:00,191
17-02-19 21:00,202
17-02-19 20:00,211
17-02-19 19:00,211
17-02-19 18:00,203
17-02-19 17:00,190
17-02-19 16:00,166
17-02-19 15:00,166
17-02-19 14:00,162
17-02-19 13:00,170
17-02-19 12:00,192
17-02-19 11:00,237
17-02-19 10:00,227
17-02-19 09:00,212
17-02-19 08:00,242
17-02-19 07:00,255
17-02-19 06:00,257
17-02-19 05:00,281
17-02-19 04:00,281
17-02-19 03:00,279
17-02-19 02:00,326
17-02-19 01:00,280
17-02-19 00:00,260
16-02-19 23:00,244
16-02-19 22:00,197
16-02-19 21:00,177
16-02-19 20:00,184
16-02-19 19:00,220
16-02-19 18:00,204
16-02-19 17:00,194
16-02-19 16:00,185
16-02-19 15:00,174
16-02-19 14:00,176
16-02-19 13:00,210
16-02-19 12:00,200
16-02-19 11:00,186
16-02-19 10:00,201
16-02-19 09:00,193
16-02-19 08:00,191
16-02-19 07:00,209
16-02-19 06:00,210
16-02-19 05:00,214
16-02-19 04:00,212
16-02-19 03:00,211
16-02-19 02:00,239
16-02-19 01:00,255
16-02-19 00:00,230
15-02-19 23:00,214
15-02-19 22:00,209
15-02-19 21:00,194
15-02-19 20:00,202
15-02-19 19:00,186
15-02-19 18:00,213
15-02-19 17:00,287
15-02-19 16:00,346
15-02-19 15:00,339
15-02-19 14:00,332
15-02-19 13:00,334
15-02-19 12:00,318
15-02-19 11:00,308
15-02-19 10:00,288
15-02-19 09:00,292
15-02-19 08:00,300
15-02-19 07:00,299
15-02-19 06:00,326
15-02-19 05:00,301
15-02-19 04:00,305
15-02-19 03:00,302
15-02-19 02:00,300
15-02-19 01:00,304
15-02-19 00:00,306
14-02-19 23:00,307
14-02-19 22:00,312
14-02-19 21:00,316
14-02-19 20:00,316
14-02-19 19:00,308
14-02-19 18:00,304
14-02-19 17:00,293
14-02-19 16:00,295
14-02-19 15:00,285
14-02-19 14:00,262
14-02-19 13:00,255
14-02-19 12:00,268
14-02-19 11:00,272
14-02-19 10:00,260
14-02-19 09:00,267
14-02-19 08:00,274
14-02-19 07:00,286
14-02-19 06:00,346
14-02-19 05:00,293
14-02-19 04:00,289
14-02-19 03:00,297
14-02-19 02:00,299
14-02-19 01:00,307
14-02-19 00:00,302
13-02-19 23:00,303
13-02-19 22:00,298
13-02-19 21:00,347
13-02-19 20:00,295
13-02-19 19:00,297
13-02-19 18:00,298
13-02-19 17:00,295
13-02-19 16:00,295
13-02-19 15:00,293
13-02-19 14:00,302
13-02-19 13:00,302
13-02-19 12:00,297
13-02-19 11:00,298
13-02-19 10:00,298
13-02-19 09:00,296
13-02-19 08:00,293
13-02-19 07:00,288
13-02-19 06:00,290
13-02-19 05:00,299
13-02-19 04:00,304
13-02-19 03:00,304
13-02-19 02:00,305
13-02-19 01:00,312
13-02-19 00:00,308
12-02-19 23:00,312
12-02-19 22:00,315
12-02-19 21:00,323
12-02-19 20:00,323
12-02-19 19:00,323
12-02-19 18:00,328
12-02-19 17:00,325
12-02-19 16:00,326
12-02-19 15:00,324
12-02-19 14:00,325
12-02-19 13:00,324
12-02-19 12:00,330
12-02-19 11:00,330
12-02-19 10:00,331
12-02-19 09:00,326
12-02-19 08:00,327
12-02-19 07:00,324
12-02-19 06:00,319
12-02-19 05:00,323
12-02-19 04:00,327
12-02-19 03:00,328
12-02-19 02:00,322
12-02-19 01:00,319
12-02-19 00:00,318
11-02-19 23:00,318
11-02-19 22:00,325
11-02-19 21:00,321
11-02-19 20:00,319
11-02-19 19:00,322
11-02-19 18:00,313
11-02-19 17:00,310
11-02-19 16:00,312
11-02-19 15:00,307
11-02-19 14:00,294
11-02-19 13:00,298
11-02-19 12:00,303
11-02-19 11:00,306
11-02-19 10:00,309
11-02-19 09:00,310
11-02-19 08:00,310
11-02-19 07:00,307
11-02-19 06:00,298
11-02-19 05:00,291
11-02-19 04:00,269
11-02-19 03:00,251
11-02-19 02:00,243
11-02-19 01:00,251
11-02-19 00:00,253
10-02-19 23:00,236
10-02-19 22:00,227
10-02-19 21:00,202
10-02-19 20:00,196
10-02-19 19:00,187
10-02-19 18:00,195
10-02-19 17:00,201
10-02-19 16:00,196
10-02-19 15:00,189
10-02-19 14:00,183
10-02-19 13:00,182
10-02-19 12:00,182
10-02-19 11:00,180
10-02-19 10:00,187
10-02-19 09:00,186
10-02-19 08:00,187
10-02-19 07:00,189
10-02-19 06:00,193
10-02-19 05:00,204
10-02-19 04:00,202
10-02-19 03:00,205
10-02-19 02:00,216
10-02-19 01:00,199
10-02-19 00:00,230
09-02-19 23:00,219
09-02-19 22:00,232
09-02-19 21:00,227
09-02-19 20:00,233
09-02-19 19:00,235
09-02-19 18:00,228
09-02-19 17:00,232
09-02-19 16:00,235
09-02-19 15:00,242
09-02-19 14:00,239
09-02-19 13:00,239
09-02-19 12:00,234
09-02-19 11:00,227
09-02-19 10:00,209
09-02-19 09:00,207
09-02-19 08:00,203
09-02-19 07:00,198
09-02-19 06:00,193
09-02-19 05:00,191
09-02-19 04:00,193
09-02-19 03:00,187
09-02-19 02:00,179
09-02-19 01:00,181
09-02-19 00:00,189
08-02-19 23:00,185
08-02-19 22:00,187
08-02-19 21:00,185
08-02-19 20:00,188
08-02-19 19:00,182
08-02-19 18:00,180
08-02-19 17:00,192
08-02-19 16:00,203
08-02-19 15:00,198
08-02-19 14:00,194
08-02-19 13:00,193
08-02-19 12:00,203
08-02-19 11:00,208
08-02-19 10:00,201
08-02-19 09:00,213
08-02-19 08:00,221
08-02-19 07:00,240
08-02-19 06:00,242
08-02-19 05:00,237
08-02-19 04:00,240
08-02-19 03:00,252
08-02-19 02:00,244
08-02-19 01:00,249
08-02-19 00:00,257
07-02-19 23:00,264
07-02-19 22:00,239
07-02-19 21:00,189
07-02-19 20:00,192
07-02-19 19:00,225
07-02-19 18:00,205
07-02-19 17:00,190
07-02-19 16:00,186
07-02-19 15:00,182
07-02-19 14:00,175
07-02-19 13:00,172
07-02-19 12:00,167
07-02-19 11:00,171
07-02-19 10:00,171
07-02-19 09:00,175
07-02-19 08:00,183
07-02-19 07:00,183
07-02-19 06:00,181
07-02-19 05:00,183
07-02-19 04:00,184
07-02-19 03:00,186
07-02-19 02:00,193
07-02-19 01:00,174
07-02-19 00:00,177
06-02-19 23:00,187
06-02-19 22:00,178
06-02-19 21:00,183
06-02-19 20:00,173
06-02-19 19:00,173
06-02-19 18:00,171
06-02-19 17:00,174
06-02-19 16:00,170
06-02-19 15:00,170
06-02-19 14:00,168
06-02-19 13:00,167
06-02-19 12:00,171
06-02-19 11:00,173
06-02-19 10:00,175
06-02-19 09:00,180
06-02-19 08:00,190
06-02-19 07:00,217
06-02-19 06:00,240
06-02-19 05:00,346
06-02-19 04:00,245
06-02-19 03:00,261
06-02-19 02:00,266
06-02-19 01:00,272
06-02-19 00:00,285
05-02-19 23:00,296
05-02-19 22:00,291
05-02-19 21:00,296
05-02-19 20:00,298
05-02-19 19:00,300
05-02-19 18:00,279
05-02-19 17:00,256
05-02-19 16:00,259
05-02-19 15:00,258
05-02-19 14:00,266
05-02-19 13:00,250
05-02-19 12:00,252
05-02-19 11:00,255
05-02-19 10:00,256
05-02-19 09:00,218
05-02-19 08:00,174
05-02-19 07:00,168
05-02-19 06:00,170
05-02-19 05:00,177
05-02-19 04:00,175
05-02-19 03:00,178
05-02-19 02:00,184
05-02-19 01:00,186
05-02-19 00:00,187
04-02-19 23:00,182
04-02-19 22:00,186
04-02-19 21:00,188
04-02-19 20:00,184
04-02-19 19:00,183
04-02-19 18:00,182
04-02-19 17:00,186
04-02-19 16:00,200
04-02-19 15:00,195
04-02-19 14:00,212
04-02-19 13:00,236
04-02-19 12:00,279
04-02-19 11:00,295
04-02-19 10:00,303
04-02-19 09:00,310
04-02-19 08:00,317
04-02-19 07:00,321
04-02-19 06:00,322
04-02-19 05:00,329
04-02-19 04:00,327
04-02-19 03:00,330
04-02-19 02:00,334
04-02-19 01:00,335
04-02-19 00:00,335
03-02-19 23:00,337
03-02-19 22:00,341
03-02-19 21:00,344
03-02-19 20:00,344
03-02-19 19:00,354
03-02-19 18:00,351
03-02-19 17:00,353
03-02-19 16:00,3
03-02-19 15:00,1
03-02-19 14:00,359
03-02-19 13:00,359
03-02-19 12:00,355
03-02-19 11:00,350
03-02-19 10:00,349
03-02-19 09:00,359
03-02-19 08:00,358
03-02-19 07:00,1
03-02-19 06:00,351
03-02-19 05:00,344
03-02-19 04:00,342
03-02-19 03:00,344
03-02-19 02:00,324
03-02-19 01:00,311
03-02-19 00:00,301
02-02-19 23:00,298
02-02-19 22:00,286
02-02-19 21:00,271
02-02-19 20:00,260
02-02-19 19:00,252
02-02-19 18:00,251
02-02-19 17:00,257
02-02-19 16:00,254
02-02-19 15:00,248
02-02-19 14:00,200
02-02-19 13:00,202
02-02-19 12:00,100
02-02-19 11:00,192
02-02-19 10:00,193
02-02-19 09:00,197
02-02-19 08:00,357
02-02-19 07:00,163
02-02-19 06:00,166
02-02-19 05:00,170
02-02-19 04:00,168
02-02-19 03:00,163
02-02-19 02:00,157
02-02-19 01:00,151
02-02-19 00:00,157
01-02-19 23:00,162
01-02-19 22:00,162
01-02-19 21:00,163
01-02-19 20:00,34
01-02-19 19:00,156
01-02-19 18:00,155
01-02-19 17:00,156
01-02-19 16:00,165
01-02-19 15:00,166
01-02-19 14:00,165
01-02-19 13:00,162
01-02-19 12:00,161
01-02-19 11:00,161
01-02-19 10:00,159
01-02-19 09:00,156
01-02-19 08:00,158
01-02-19 07:00,158
01-02-19 06:00,157
01-02-19 05:00,157
01-02-19 04:00,154
01-02-19 03:00,158
01-02-19 02:00,156
01-02-19 01:00,151

