Datum Zeit,Dresden-Winckelmannstr. WINDRI
19-02-19 21:00,220
19-02-19 20:00,216
19-02-19 19:00,219
19-02-19 18:00,227
19-02-19 17:00,215
19-02-19 16:00,245
19-02-19 15:00,259
19-02-19 14:00,257
19-02-19 13:00,271
19-02-19 12:00,240
19-02-19 11:00,248
19-02-19 10:00,119
19-02-19 09:00,98
19-02-19 08:00,97
19-02-19 07:00,132
19-02-19 06:00,143
19-02-19 05:00,152
19-02-19 04:00,150
19-02-19 03:00,154
19-02-19 02:00,155
19-02-19 01:00,158
19-02-19 00:00,143
18-02-19 23:00,149
18-02-19 22:00,151
18-02-19 21:00,156
18-02-19 20:00,166
18-02-19 19:00,167
18-02-19 18:00,174
18-02-19 17:00,168
18-02-19 16:00,164
18-02-19 15:00,168
18-02-19 14:00,163
18-02-19 13:00,156
18-02-19 12:00,162
18-02-19 11:00,156
18-02-19 10:00,161
18-02-19 09:00,159
18-02-19 08:00,164
18-02-19 07:00,170
18-02-19 06:00,159
18-02-19 05:00,160
18-02-19 04:00,153
18-02-19 03:00,156
18-02-19 02:00,160
18-02-19 01:00,162
18-02-19 00:00,160
17-02-19 23:00,151
17-02-19 22:00,162
17-02-19 21:00,163
17-02-19 20:00,169
17-02-19 19:00,173
17-02-19 18:00,170
17-02-19 17:00,171
17-02-19 16:00,177
17-02-19 15:00,169
17-02-19 14:00,152
17-02-19 13:00,115
17-02-19 12:00,151
17-02-19 11:00,156
17-02-19 10:00,154
17-02-19 09:00,154
17-02-19 08:00,161
17-02-19 07:00,154
17-02-19 06:00,145
17-02-19 05:00,154
17-02-19 04:00,157
17-02-19 03:00,162
17-02-19 02:00,172
17-02-19 01:00,159
17-02-19 00:00,160
16-02-19 23:00,155
16-02-19 22:00,150
16-02-19 21:00,153
16-02-19 20:00,160
16-02-19 19:00,158
16-02-19 18:00,166
16-02-19 17:00,154
16-02-19 16:00,122
16-02-19 15:00,113
16-02-19 14:00,146
16-02-19 13:00,166
16-02-19 12:00,162
16-02-19 11:00,147
16-02-19 10:00,158
16-02-19 09:00,162
16-02-19 08:00,161
16-02-19 07:00,160
16-02-19 06:00,166
16-02-19 05:00,161
16-02-19 04:00,169
16-02-19 03:00,164
16-02-19 02:00,162
16-02-19 01:00,161
16-02-19 00:00,140
15-02-19 23:00,180
15-02-19 22:00,201
15-02-19 21:00,197
15-02-19 20:00,169
15-02-19 19:00,183
15-02-19 18:00,189
15-02-19 17:00,343
15-02-19 16:00,350
15-02-19 15:00,355
15-02-19 14:00,26
15-02-19 13:00,20
15-02-19 12:00,93
15-02-19 11:00,110
15-02-19 10:00,125
15-02-19 09:00,137
15-02-19 08:00,153
15-02-19 07:00,159
15-02-19 06:00,154
15-02-19 05:00,140
15-02-19 04:00,88
15-02-19 03:00,124
15-02-19 02:00,106
15-02-19 01:00,96
15-02-19 00:00,119
14-02-19 23:00,103
14-02-19 22:00,96
14-02-19 21:00,65
14-02-19 20:00,219
14-02-19 19:00,316
14-02-19 18:00,294
14-02-19 17:00,265
14-02-19 16:00,249
14-02-19 15:00,267
14-02-19 14:00,274
14-02-19 13:00,299
14-02-19 12:00,242
14-02-19 11:00,261
14-02-19 10:00,215
14-02-19 09:00,318
14-02-19 08:00,341
14-02-19 07:00,297
14-02-19 06:00,341
14-02-19 05:00,240
14-02-19 04:00,232
14-02-19 03:00,228
14-02-19 02:00,228
14-02-19 01:00,243
14-02-19 00:00,233
13-02-19 23:00,298
13-02-19 22:00,260
13-02-19 21:00,290
13-02-19 20:00,267
13-02-19 19:00,245
13-02-19 18:00,240
13-02-19 17:00,273
13-02-19 16:00,304
13-02-19 15:00,258
13-02-19 14:00,243
13-02-19 13:00,249
13-02-19 12:00,247
13-02-19 11:00,268
13-02-19 10:00,245
13-02-19 09:00,253
13-02-19 08:00,243
13-02-19 07:00,240
13-02-19 06:00,236
13-02-19 05:00,238
13-02-19 04:00,242
13-02-19 03:00,236
13-02-19 02:00,236
13-02-19 01:00,247
13-02-19 00:00,252
12-02-19 23:00,265
12-02-19 22:00,285
12-02-19 21:00,318
12-02-19 20:00,266
12-02-19 19:00,241
12-02-19 18:00,285
12-02-19 17:00,297
12-02-19 16:00,325
12-02-19 15:00,314
12-02-19 14:00,317
12-02-19 13:00,313
12-02-19 12:00,309
12-02-19 11:00,293
12-02-19 10:00,297
12-02-19 09:00,294
12-02-19 08:00,302
12-02-19 07:00,299
12-02-19 06:00,290
12-02-19 05:00,288
12-02-19 04:00,302
12-02-19 03:00,297
12-02-19 02:00,267
12-02-19 01:00,288
12-02-19 00:00,277
11-02-19 23:00,295
11-02-19 22:00,297
11-02-19 21:00,293
11-02-19 20:00,295
11-02-19 19:00,302
11-02-19 18:00,304
11-02-19 17:00,301
11-02-19 16:00,302
11-02-19 15:00,287
11-02-19 14:00,298
11-02-19 13:00,264
11-02-19 12:00,264
11-02-19 11:00,269
11-02-19 10:00,273
11-02-19 09:00,260
11-02-19 08:00,250
11-02-19 07:00,273
11-02-19 06:00,256
11-02-19 05:00,247
11-02-19 04:00,239
11-02-19 03:00,225
11-02-19 02:00,227
11-02-19 01:00,230
11-02-19 00:00,224
10-02-19 23:00,220
10-02-19 22:00,212
10-02-19 21:00,188
10-02-19 20:00,179
10-02-19 19:00,181
10-02-19 18:00,181
10-02-19 17:00,177
10-02-19 16:00,171
10-02-19 15:00,171
10-02-19 14:00,173
10-02-19 13:00,167
10-02-19 12:00,167
10-02-19 11:00,157
10-02-19 10:00,165
10-02-19 09:00,151
10-02-19 08:00,169
10-02-19 07:00,152
10-02-19 06:00,179
10-02-19 05:00,191
10-02-19 04:00,198
10-02-19 03:00,207
10-02-19 02:00,197
10-02-19 01:00,196
10-02-19 00:00,196
09-02-19 23:00,211
09-02-19 22:00,215
09-02-19 21:00,204
09-02-19 20:00,204
09-02-19 19:00,198
09-02-19 18:00,201
09-02-19 17:00,217
09-02-19 16:00,220
09-02-19 15:00,212
09-02-19 14:00,224
09-02-19 13:00,224
09-02-19 12:00,221
09-02-19 11:00,212
09-02-19 10:00,206
09-02-19 09:00,158
09-02-19 08:00,112
09-02-19 07:00,153
09-02-19 06:00,144
09-02-19 05:00,162
09-02-19 04:00,169
09-02-19 03:00,143
09-02-19 02:00,194
09-02-19 01:00,171
09-02-19 00:00,166
08-02-19 23:00,173
08-02-19 22:00,173
08-02-19 21:00,175
08-02-19 20:00,174
08-02-19 19:00,136
08-02-19 18:00,135
08-02-19 17:00,131
08-02-19 16:00,101
08-02-19 15:00,164
08-02-19 14:00,185
08-02-19 13:00,175
08-02-19 12:00,175
08-02-19 11:00,130
08-02-19 10:00,124
08-02-19 09:00,92
08-02-19 08:00,95
08-02-19 07:00,152
08-02-19 06:00,83
08-02-19 05:00,92
08-02-19 04:00,147
08-02-19 03:00,131
08-02-19 02:00,146
08-02-19 01:00,150
08-02-19 00:00,148
07-02-19 23:00,132
07-02-19 22:00,159
07-02-19 21:00,158
07-02-19 20:00,154
07-02-19 19:00,158
07-02-19 18:00,162
07-02-19 17:00,158
07-02-19 16:00,150
07-02-19 15:00,160
07-02-19 14:00,157
07-02-19 13:00,153
07-02-19 12:00,166
07-02-19 11:00,164
07-02-19 10:00,169
07-02-19 09:00,171
07-02-19 08:00,180
07-02-19 07:00,178
07-02-19 06:00,177
07-02-19 05:00,172
07-02-19 04:00,175
07-02-19 03:00,171
07-02-19 02:00,171
07-02-19 01:00,174
07-02-19 00:00,177
06-02-19 23:00,172
06-02-19 22:00,174
06-02-19 21:00,174
06-02-19 20:00,176
06-02-19 19:00,173
06-02-19 18:00,171
06-02-19 17:00,164
06-02-19 16:00,161
06-02-19 15:00,129
06-02-19 14:00,140
06-02-19 13:00,147
06-02-19 12:00,156
06-02-19 11:00,156
06-02-19 10:00,156
06-02-19 09:00,154
06-02-19 08:00,119
06-02-19 07:00,151
06-02-19 06:00,129
06-02-19 05:00,85
06-02-19 04:00,64
06-02-19 03:00,79
06-02-19 02:00,77
06-02-19 01:00,84
06-02-19 00:00,71
05-02-19 23:00,73
05-02-19 22:00,55
05-02-19 21:00,84
05-02-19 20:00,236
05-02-19 19:00,261
05-02-19 18:00,329
05-02-19 17:00,297
05-02-19 16:00,82
05-02-19 15:00,164
05-02-19 14:00,218
05-02-19 13:00,79
05-02-19 12:00,107
05-02-19 11:00,93
05-02-19 10:00,136
05-02-19 09:00,146
05-02-19 08:00,162
05-02-19 07:00,167
05-02-19 06:00,154
05-02-19 05:00,187
05-02-19 04:00,158
05-02-19 03:00,158
05-02-19 02:00,165
05-02-19 01:00,171
05-02-19 00:00,175
04-02-19 23:00,171
04-02-19 22:00,173
04-02-19 21:00,184
04-02-19 20:00,116
04-02-19 19:00,84
04-02-19 18:00,166
04-02-19 17:00,180
04-02-19 16:00,179
04-02-19 15:00,188
04-02-19 14:00,196
04-02-19 13:00,209
04-02-19 12:00,276
04-02-19 11:00,330
04-02-19 10:00,303
04-02-19 09:00,241
04-02-19 08:00,272
04-02-19 07:00,292
04-02-19 06:00,277
04-02-19 05:00,274
04-02-19 04:00,286
04-02-19 03:00,297
04-02-19 02:00,303
04-02-19 01:00,297
04-02-19 00:00,310
03-02-19 23:00,310
03-02-19 22:00,309
03-02-19 21:00,317
03-02-19 20:00,308
03-02-19 19:00,306
03-02-19 18:00,309
03-02-19 17:00,306
03-02-19 16:00,307
03-02-19 15:00,310
03-02-19 14:00,308
03-02-19 13:00,305
03-02-19 12:00,304
03-02-19 11:00,308
03-02-19 10:00,306
03-02-19 09:00,333
03-02-19 08:00,345
03-02-19 07:00,346
03-02-19 06:00,343
03-02-19 05:00,324
03-02-19 04:00,314
03-02-19 03:00,344
03-02-19 02:00,325
03-02-19 01:00,322
03-02-19 00:00,326
02-02-19 23:00,337
02-02-19 22:00,342
02-02-19 21:00,348
02-02-19 20:00,141
02-02-19 19:00,67
02-02-19 18:00,100
02-02-19 17:00,159
02-02-19 16:00,95
02-02-19 15:00,77
02-02-19 14:00,102
02-02-19 13:00,359
02-02-19 12:00,301
02-02-19 11:00,0
02-02-19 10:00,10
02-02-19 09:00,347
02-02-19 08:00,341
02-02-19 07:00,336
02-02-19 06:00,340
02-02-19 05:00,318
02-02-19 04:00,307
02-02-19 03:00,258
02-02-19 02:00,225
02-02-19 01:00,260
02-02-19 00:00,199
01-02-19 23:00,52
01-02-19 22:00,164
01-02-19 21:00,158
01-02-19 20:00,173
01-02-19 19:00,178
01-02-19 18:00,175
01-02-19 17:00,125
01-02-19 16:00,129
01-02-19 15:00,169
01-02-19 14:00,170
01-02-19 13:00,168
01-02-19 12:00,162
01-02-19 11:00,166
01-02-19 10:00,168
01-02-19 09:00,174
01-02-19 08:00,170
01-02-19 07:00,170
01-02-19 06:00,169
01-02-19 05:00,175
01-02-19 04:00,170
01-02-19 03:00,174
01-02-19 02:00,175
01-02-19 01:00,173

