Datum Zeit,Schkeuditz WINDRI
09-02-19 10:00,221
09-02-19 09:00,210
09-02-19 08:00,200
09-02-19 07:00,211
09-02-19 06:00,174
09-02-19 05:00,174
09-02-19 04:00,169
09-02-19 03:00,181
09-02-19 02:00,169
09-02-19 01:00,157
09-02-19 00:00,159
08-02-19 23:00,169
08-02-19 22:00,172
08-02-19 21:00,167
08-02-19 20:00,168
08-02-19 19:00,170
08-02-19 18:00,183
08-02-19 17:00,195
08-02-19 16:00,215
08-02-19 15:00,213
08-02-19 14:00,221
08-02-19 13:00,217
08-02-19 12:00,203
08-02-19 11:00,198
08-02-19 10:00,192
08-02-19 09:00,183
08-02-19 08:00,178
08-02-19 07:00,168
08-02-19 06:00,195
08-02-19 05:00,168
08-02-19 04:00,196
08-02-19 03:00,199
08-02-19 02:00,198
08-02-19 01:00,208
08-02-19 00:00,211
07-02-19 23:00,194
07-02-19 22:00,197
07-02-19 21:00,203
07-02-19 20:00,223
07-02-19 19:00,182
07-02-19 18:00,178
07-02-19 17:00,188
07-02-19 16:00,176
07-02-19 15:00,185
07-02-19 14:00,179
07-02-19 13:00,169
07-02-19 12:00,167
07-02-19 11:00,167
07-02-19 10:00,163
07-02-19 09:00,167
07-02-19 08:00,159
07-02-19 07:00,169
07-02-19 06:00,180
07-02-19 05:00,168
07-02-19 04:00,161
07-02-19 03:00,163
07-02-19 02:00,159
07-02-19 01:00,154
07-02-19 00:00,146
06-02-19 23:00,149
06-02-19 22:00,155
06-02-19 21:00,158
06-02-19 20:00,166
06-02-19 19:00,172
06-02-19 18:00,163
06-02-19 17:00,167
06-02-19 16:00,170
06-02-19 15:00,166
06-02-19 14:00,165
06-02-19 13:00,170
06-02-19 12:00,173
06-02-19 11:00,178
06-02-19 10:00,161
06-02-19 09:00,145
06-02-19 08:00,143
06-02-19 07:00,143
06-02-19 06:00,136
06-02-19 05:00,159
06-02-19 04:00,192
06-02-19 03:00,193
06-02-19 02:00,194
06-02-19 01:00,211
06-02-19 00:00,219
05-02-19 23:00,179
05-02-19 22:00,177
05-02-19 21:00,225
05-02-19 20:00,226
05-02-19 19:00,249
05-02-19 18:00,247
05-02-19 17:00,246
05-02-19 16:00,246
05-02-19 15:00,239
05-02-19 14:00,238
05-02-19 13:00,244
05-02-19 12:00,237
05-02-19 11:00,236
05-02-19 10:00,210
05-02-19 09:00,200
05-02-19 08:00,176
05-02-19 07:00,178
05-02-19 06:00,178
05-02-19 05:00,166
05-02-19 04:00,173
05-02-19 03:00,183
05-02-19 02:00,168
05-02-19 01:00,170
05-02-19 00:00,165
04-02-19 23:00,166
04-02-19 22:00,169
04-02-19 21:00,169
04-02-19 20:00,168
04-02-19 19:00,179
04-02-19 18:00,179
04-02-19 17:00,165
04-02-19 16:00,166
04-02-19 15:00,195
04-02-19 14:00,199
04-02-19 13:00,205
04-02-19 12:00,199
04-02-19 11:00,201
04-02-19 10:00,201
04-02-19 09:00,206
04-02-19 08:00,219
04-02-19 07:00,237
04-02-19 06:00,243
04-02-19 05:00,249
04-02-19 04:00,243
04-02-19 03:00,263
04-02-19 02:00,281
04-02-19 01:00,285
04-02-19 00:00,290
03-02-19 23:00,295
03-02-19 22:00,291
03-02-19 21:00,294
03-02-19 20:00,296
03-02-19 19:00,306
03-02-19 18:00,317
03-02-19 17:00,319
03-02-19 16:00,324
03-02-19 15:00,320
03-02-19 14:00,320
03-02-19 13:00,319
03-02-19 12:00,323
03-02-19 11:00,324
03-02-19 10:00,322
03-02-19 09:00,317
03-02-19 08:00,319
03-02-19 07:00,321
03-02-19 06:00,325
03-02-19 05:00,319
03-02-19 04:00,331
03-02-19 03:00,319
03-02-19 02:00,317
03-02-19 01:00,310
03-02-19 00:00,309
02-02-19 23:00,308
02-02-19 22:00,306
02-02-19 21:00,255
02-02-19 20:00,236
02-02-19 19:00,263
02-02-19 18:00,262
02-02-19 17:00,250
02-02-19 16:00,288
02-02-19 15:00,276
02-02-19 14:00,278
02-02-19 13:00,267
02-02-19 12:00,287
02-02-19 11:00,309
02-02-19 10:00,323
02-02-19 09:00,18
02-02-19 08:00,347
02-02-19 07:00,26
02-02-19 06:00,11
02-02-19 05:00,13
02-02-19 04:00,21
02-02-19 03:00,21
02-02-19 02:00,40
02-02-19 01:00,52
02-02-19 00:00,68
01-02-19 23:00,73
01-02-19 22:00,51
01-02-19 21:00,48
01-02-19 20:00,73
01-02-19 19:00,85
01-02-19 18:00,70
01-02-19 17:00,105
01-02-19 16:00,142
01-02-19 15:00,113
01-02-19 14:00,136
01-02-19 13:00,141
01-02-19 12:00,132
01-02-19 11:00,132
01-02-19 10:00,126
01-02-19 09:00,110
01-02-19 08:00,104
01-02-19 07:00,103
01-02-19 06:00,104
01-02-19 05:00,89
01-02-19 04:00,98
01-02-19 03:00,103
01-02-19 02:00,92
01-02-19 01:00,90

