Datum Zeit,Collmberg WINDRI
19-02-19 19:00,221
19-02-19 18:00,225
19-02-19 17:00,222
19-02-19 16:00,226
19-02-19 15:00,244
19-02-19 14:00,249
19-02-19 13:00,244
19-02-19 12:00,234
19-02-19 11:00,218
19-02-19 10:00,218
19-02-19 09:00,220
19-02-19 08:00,218
19-02-19 07:00,212
19-02-19 06:00,211
19-02-19 05:00,212
19-02-19 04:00,216
19-02-19 03:00,211
19-02-19 02:00,210
19-02-19 01:00,214
19-02-19 00:00,211
18-02-19 23:00,204
18-02-19 22:00,191
18-02-19 21:00,187
18-02-19 20:00,174
18-02-19 19:00,171
18-02-19 18:00,176
18-02-19 17:00,176
18-02-19 16:00,204
18-02-19 15:00,200
18-02-19 14:00,211
18-02-19 13:00,221
18-02-19 12:00,207
18-02-19 11:00,199
18-02-19 10:00,200
18-02-19 09:00,203
18-02-19 08:00,211
18-02-19 07:00,212
18-02-19 06:00,211
18-02-19 05:00,208
18-02-19 04:00,206
18-02-19 03:00,209
18-02-19 02:00,211
18-02-19 01:00,211
18-02-19 00:00,209
17-02-19 23:00,196
17-02-19 22:00,186
17-02-19 21:00,189
17-02-19 20:00,178
17-02-19 19:00,151
17-02-19 18:00,160
17-02-19 17:00,169
17-02-19 16:00,179
17-02-19 15:00,190
17-02-19 14:00,182
17-02-19 13:00,186
17-02-19 12:00,181
17-02-19 11:00,206
17-02-19 10:00,218
17-02-19 09:00,216
17-02-19 08:00,217
17-02-19 07:00,215
17-02-19 06:00,219
17-02-19 05:00,220
17-02-19 04:00,215
17-02-19 03:00,217
17-02-19 02:00,217
17-02-19 01:00,219
17-02-19 00:00,219
16-02-19 23:00,219
16-02-19 22:00,208
16-02-19 21:00,205
16-02-19 20:00,201
16-02-19 19:00,198
16-02-19 18:00,198
16-02-19 17:00,213
16-02-19 16:00,214
16-02-19 15:00,205
16-02-19 14:00,200
16-02-19 13:00,192
16-02-19 12:00,202
16-02-19 11:00,206
16-02-19 10:00,206
16-02-19 09:00,201
16-02-19 08:00,195
16-02-19 07:00,192
16-02-19 06:00,190
16-02-19 05:00,187
16-02-19 04:00,188
16-02-19 03:00,194
16-02-19 02:00,201
16-02-19 01:00,197
16-02-19 00:00,204
15-02-19 23:00,184
15-02-19 22:00,173
15-02-19 21:00,173
15-02-19 20:00,177
15-02-19 19:00,184
15-02-19 18:00,195
15-02-19 17:00,222
15-02-19 16:00,228
15-02-19 15:00,276
15-02-19 14:00,235
15-02-19 13:00,240
15-02-19 12:00,231
15-02-19 11:00,226
15-02-19 10:00,224
15-02-19 09:00,225
15-02-19 08:00,231
15-02-19 07:00,240
15-02-19 06:00,227
15-02-19 05:00,226
15-02-19 04:00,240
15-02-19 03:00,231
15-02-19 02:00,233
15-02-19 01:00,234
15-02-19 00:00,227
14-02-19 23:00,233
14-02-19 22:00,242
14-02-19 21:00,243
14-02-19 20:00,239
14-02-19 19:00,235
14-02-19 18:00,228
14-02-19 17:00,238
14-02-19 16:00,242
14-02-19 15:00,216
14-02-19 14:00,223
14-02-19 13:00,238
14-02-19 12:00,234
14-02-19 11:00,236
14-02-19 10:00,238
14-02-19 09:00,244
14-02-19 08:00,252
14-02-19 07:00,242
14-02-19 06:00,224
14-02-19 05:00,222
14-02-19 04:00,239
14-02-19 03:00,238
14-02-19 02:00,245
14-02-19 01:00,245
14-02-19 00:00,247
13-02-19 23:00,231
13-02-19 22:00,245
13-02-19 21:00,251
13-02-19 20:00,229
13-02-19 19:00,235
13-02-19 18:00,245
13-02-19 17:00,246
13-02-19 16:00,238
13-02-19 15:00,223
13-02-19 14:00,235
13-02-19 13:00,245
13-02-19 12:00,244
13-02-19 11:00,235
13-02-19 10:00,232
13-02-19 09:00,241
13-02-19 08:00,242
13-02-19 07:00,236
13-02-19 06:00,230
13-02-19 05:00,230
13-02-19 04:00,244
13-02-19 03:00,246
13-02-19 02:00,250
13-02-19 01:00,255
13-02-19 00:00,265
12-02-19 23:00,265
12-02-19 22:00,267
12-02-19 21:00,282
12-02-19 20:00,296
12-02-19 19:00,297
12-02-19 18:00,306
12-02-19 17:00,314
12-02-19 16:00,317
12-02-19 15:00,311
12-02-19 14:00,317
12-02-19 13:00,318
12-02-19 12:00,318
12-02-19 11:00,311
12-02-19 10:00,309
12-02-19 09:00,307
12-02-19 08:00,305
12-02-19 07:00,309
12-02-19 06:00,310
12-02-19 05:00,306
12-02-19 04:00,306
12-02-19 03:00,305
12-02-19 02:00,311
12-02-19 01:00,304
12-02-19 00:00,309
11-02-19 23:00,311
11-02-19 22:00,312
11-02-19 21:00,313
11-02-19 20:00,310
11-02-19 19:00,314
11-02-19 18:00,312
11-02-19 17:00,311
11-02-19 16:00,310
11-02-19 15:00,313
11-02-19 14:00,309
11-02-19 13:00,295
11-02-19 12:00,274
11-02-19 11:00,283
11-02-19 10:00,287
11-02-19 09:00,278
11-02-19 08:00,277
11-02-19 07:00,288
11-02-19 06:00,292
11-02-19 05:00,289
11-02-19 04:00,276
11-02-19 03:00,261
11-02-19 02:00,224
11-02-19 01:00,209
11-02-19 00:00,218
10-02-19 23:00,209
10-02-19 22:00,216
10-02-19 21:00,204
10-02-19 20:00,194
10-02-19 19:00,189
10-02-19 18:00,191
10-02-19 17:00,185
10-02-19 16:00,187
10-02-19 15:00,181
10-02-19 14:00,177
10-02-19 13:00,176
10-02-19 12:00,178
10-02-19 11:00,174
10-02-19 10:00,174
10-02-19 09:00,173
10-02-19 08:00,175
10-02-19 07:00,177
10-02-19 06:00,178
10-02-19 05:00,182
10-02-19 04:00,189
10-02-19 03:00,194
10-02-19 02:00,201
10-02-19 01:00,201
10-02-19 00:00,200
09-02-19 23:00,204
09-02-19 22:00,207
09-02-19 21:00,198
09-02-19 20:00,200
09-02-19 19:00,203
09-02-19 18:00,208
09-02-19 17:00,208
09-02-19 16:00,212
09-02-19 15:00,231
09-02-19 14:00,235
09-02-19 13:00,219
09-02-19 12:00,210
09-02-19 11:00,206
09-02-19 10:00,204
09-02-19 09:00,195
09-02-19 08:00,201
09-02-19 07:00,199
09-02-19 06:00,184
09-02-19 05:00,183
09-02-19 04:00,185
09-02-19 03:00,180
09-02-19 02:00,175
09-02-19 01:00,179
09-02-19 00:00,180
08-02-19 23:00,177
08-02-19 22:00,177
08-02-19 21:00,180
08-02-19 20:00,182
08-02-19 19:00,183
08-02-19 18:00,189
08-02-19 17:00,191
08-02-19 16:00,192
08-02-19 15:00,204
08-02-19 14:00,207
08-02-19 13:00,200
08-02-19 12:00,201
08-02-19 11:00,194
08-02-19 10:00,198
08-02-19 09:00,197
08-02-19 08:00,199
08-02-19 07:00,203
08-02-19 06:00,212
08-02-19 05:00,208
08-02-19 04:00,205
08-02-19 03:00,211
08-02-19 02:00,212
08-02-19 01:00,211
08-02-19 00:00,208
07-02-19 23:00,202
07-02-19 22:00,204
07-02-19 21:00,215
07-02-19 20:00,206
07-02-19 19:00,199
07-02-19 18:00,201
07-02-19 17:00,202
07-02-19 16:00,202
07-02-19 15:00,193
07-02-19 14:00,192
07-02-19 13:00,193
07-02-19 12:00,186
07-02-19 11:00,174
07-02-19 10:00,162
07-02-19 09:00,154
07-02-19 08:00,181
07-02-19 07:00,200
07-02-19 06:00,200
07-02-19 05:00,176
07-02-19 04:00,180
07-02-19 03:00,190
07-02-19 02:00,198
07-02-19 01:00,196
07-02-19 00:00,201
06-02-19 23:00,204
06-02-19 22:00,199
06-02-19 21:00,199
06-02-19 20:00,200
06-02-19 19:00,200
06-02-19 18:00,197
06-02-19 17:00,188
06-02-19 16:00,177
06-02-19 15:00,183
06-02-19 14:00,180
06-02-19 13:00,184
06-02-19 12:00,183
06-02-19 11:00,186
06-02-19 10:00,184
06-02-19 09:00,187
06-02-19 08:00,190
06-02-19 07:00,187
06-02-19 06:00,186
06-02-19 05:00,189
06-02-19 04:00,191
06-02-19 03:00,200
06-02-19 02:00,204
06-02-19 01:00,202
06-02-19 00:00,199
05-02-19 23:00,202
05-02-19 22:00,214
05-02-19 21:00,238
05-02-19 20:00,254
05-02-19 19:00,257
05-02-19 18:00,278
05-02-19 17:00,280
05-02-19 16:00,237
05-02-19 15:00,230
05-02-19 14:00,234
05-02-19 13:00,229
05-02-19 12:00,216
05-02-19 11:00,213
05-02-19 10:00,211
05-02-19 09:00,200
05-02-19 08:00,201
05-02-19 07:00,207
05-02-19 06:00,203
05-02-19 05:00,199
05-02-19 04:00,194
05-02-19 03:00,190
05-02-19 02:00,188
05-02-19 01:00,187
05-02-19 00:00,186
04-02-19 23:00,181
04-02-19 22:00,182
04-02-19 21:00,185
04-02-19 20:00,184
04-02-19 19:00,184
04-02-19 18:00,183
04-02-19 17:00,179
04-02-19 16:00,178
04-02-19 15:00,182
04-02-19 14:00,201
04-02-19 13:00,209
04-02-19 12:00,198
04-02-19 11:00,201
04-02-19 10:00,215
04-02-19 09:00,226
04-02-19 08:00,231
04-02-19 07:00,252
04-02-19 06:00,256
04-02-19 05:00,268
04-02-19 04:00,262
04-02-19 03:00,300
04-02-19 02:00,324
04-02-19 01:00,328
04-02-19 00:00,329
03-02-19 23:00,331
03-02-19 22:00,330
03-02-19 21:00,332
03-02-19 20:00,332
03-02-19 19:00,332
03-02-19 18:00,333
03-02-19 17:00,333
03-02-19 16:00,333
03-02-19 15:00,333
03-02-19 14:00,333
03-02-19 13:00,332
03-02-19 12:00,332
03-02-19 11:00,333
03-02-19 10:00,333
03-02-19 09:00,333
03-02-19 08:00,334
03-02-19 07:00,334
03-02-19 06:00,332
03-02-19 05:00,332
03-02-19 04:00,329
03-02-19 03:00,327
03-02-19 02:00,320
03-02-19 01:00,299
03-02-19 00:00,312
02-02-19 23:00,319
02-02-19 22:00,301
02-02-19 21:00,273
02-02-19 20:00,241
02-02-19 19:00,253
02-02-19 18:00,257
02-02-19 17:00,228
02-02-19 16:00,232
02-02-19 15:00,218
02-02-19 14:00,222
02-02-19 13:00,221
02-02-19 12:00,237
02-02-19 11:00,239
02-02-19 10:00,221
02-02-19 09:00,186
02-02-19 08:00,143
02-02-19 07:00,96
02-02-19 06:00,48
02-02-19 05:00,56
02-02-19 04:00,64
02-02-19 03:00,85
02-02-19 02:00,102
02-02-19 01:00,88
02-02-19 00:00,81
01-02-19 23:00,121
01-02-19 22:00,131
01-02-19 21:00,152
01-02-19 20:00,157
01-02-19 19:00,153
01-02-19 18:00,127
01-02-19 17:00,156
01-02-19 16:00,160
01-02-19 15:00,165
01-02-19 14:00,166
01-02-19 13:00,167
01-02-19 12:00,165
01-02-19 11:00,166
01-02-19 10:00,164
01-02-19 09:00,160
01-02-19 08:00,159
01-02-19 07:00,158
01-02-19 06:00,151
01-02-19 05:00,150
01-02-19 04:00,154
01-02-19 03:00,153
01-02-19 02:00,152
01-02-19 01:00,150

