Datum Zeit,Carlsfeld FEUCHT
24-02-19 08:00,29.1
24-02-19 07:00,34.6
24-02-19 06:00,32.4
24-02-19 05:00,33.0
24-02-19 04:00,32.5
24-02-19 03:00,31.6
24-02-19 02:00,16.9
24-02-19 01:00,24.7
24-02-19 00:00,26.7
23-02-19 23:00,38.8
23-02-19 22:00,44.6
23-02-19 21:00,54.0
23-02-19 20:00,53.8
23-02-19 19:00,41.0
23-02-19 18:00,40.6
23-02-19 17:00,34.1
23-02-19 16:00,34.5
23-02-19 15:00,36.4
23-02-19 14:00,34.3
23-02-19 13:00,30.5
23-02-19 12:00,49.1
23-02-19 11:00,48.2
23-02-19 10:00,52.3
23-02-19 09:00,69.6
23-02-19 08:00,79.3
23-02-19 07:00,82.9
23-02-19 06:00,84.7
23-02-19 05:00,85.8
23-02-19 04:00,84.8
23-02-19 03:00,83.7
23-02-19 02:00,88.7
23-02-19 01:00,87.9
23-02-19 00:00,93.4
22-02-19 23:00,94.2
22-02-19 22:00,92.4
22-02-19 21:00,92.8
22-02-19 20:00,92.0
22-02-19 19:00,95.2
22-02-19 18:00,95.7
22-02-19 17:00,94.5
22-02-19 16:00,98.4
22-02-19 15:00,98.7
22-02-19 14:00,98.5
22-02-19 13:00,99.0
22-02-19 12:00,99.0
22-02-19 11:00,99.1
22-02-19 10:00,99.2
22-02-19 09:00,99.1
22-02-19 08:00,99.1
22-02-19 07:00,99.3
22-02-19 06:00,99.2
22-02-19 05:00,99.3
22-02-19 04:00,99.5
22-02-19 03:00,99.3
22-02-19 02:00,99.1
22-02-19 01:00,98.9
22-02-19 00:00,97.8
21-02-19 23:00,96.2
21-02-19 22:00,96.1
21-02-19 21:00,96.7
21-02-19 20:00,95.5
21-02-19 19:00,90.2
21-02-19 18:00,87.8
21-02-19 17:00,82.7
21-02-19 16:00,80.5
21-02-19 15:00,87.5
21-02-19 14:00,82.6
21-02-19 13:00,79.7
21-02-19 12:00,83.7
21-02-19 11:00,83.2
21-02-19 10:00,84.6
21-02-19 09:00,90.7
21-02-19 08:00,92.4
21-02-19 07:00,92.9
21-02-19 06:00,95.4
21-02-19 05:00,98.0
21-02-19 04:00,98.2
21-02-19 03:00,97.7
21-02-19 02:00,96.6
21-02-19 01:00,95.0
21-02-19 00:00,92.8
20-02-19 23:00,90.6
20-02-19 22:00,90.8
20-02-19 21:00,93.7
20-02-19 20:00,91.7
20-02-19 19:00,87.6
20-02-19 18:00,81.1
20-02-19 17:00,73.1
20-02-19 16:00,71.4
20-02-19 15:00,68.6
20-02-19 14:00,67.3
20-02-19 13:00,69.4
20-02-19 12:00,71.0
20-02-19 11:00,74.2
20-02-19 10:00,83.0
20-02-19 09:00,87.9
20-02-19 08:00,90.0
20-02-19 07:00,91.0
20-02-19 06:00,93.5
20-02-19 05:00,93.8
20-02-19 04:00,93.4
20-02-19 03:00,91.4
20-02-19 02:00,91.8
20-02-19 01:00,92.1
20-02-19 00:00,91.8
19-02-19 23:00,90.6
19-02-19 22:00,91.7
19-02-19 21:00,93.0
19-02-19 20:00,92.5
19-02-19 19:00,91.2
19-02-19 18:00,89.3
19-02-19 17:00,90.3
19-02-19 16:00,89.5
19-02-19 15:00,79.8
19-02-19 14:00,74.4
19-02-19 13:00,64.1
19-02-19 12:00,61.6
19-02-19 11:00,59.9
19-02-19 10:00,64.7
19-02-19 09:00,70.0
19-02-19 08:00,72.4
19-02-19 07:00,70.9
19-02-19 06:00,65.0
19-02-19 05:00,60.6
19-02-19 04:00,63.0
19-02-19 03:00,62.5
19-02-19 02:00,65.2
19-02-19 01:00,63.7
19-02-19 00:00,63.0
18-02-19 23:00,55.3
18-02-19 22:00,65.7
18-02-19 21:00,62.4
18-02-19 20:00,52.1
18-02-19 19:00,48.3
18-02-19 18:00,39.9
18-02-19 17:00,29.5
18-02-19 16:00,27.2
18-02-19 15:00,25.5
18-02-19 14:00,26.0
18-02-19 13:00,26.8
18-02-19 12:00,27.5
18-02-19 11:00,29.8
18-02-19 10:00,34.5
18-02-19 09:00,44.5
18-02-19 08:00,54.3
18-02-19 07:00,56.4
18-02-19 06:00,58.5
18-02-19 05:00,59.8
18-02-19 04:00,60.6
18-02-19 03:00,59.7
18-02-19 02:00,59.2
18-02-19 01:00,59.8
18-02-19 00:00,62.9
17-02-19 23:00,62.0
17-02-19 22:00,59.3
17-02-19 21:00,53.8
17-02-19 20:00,47.8
17-02-19 19:00,44.4
17-02-19 18:00,38.9
17-02-19 17:00,26.2
17-02-19 16:00,23.5
17-02-19 15:00,26.1
17-02-19 14:00,26.0
17-02-19 13:00,24.0
17-02-19 12:00,24.8
17-02-19 11:00,23.4
17-02-19 10:00,34.3
17-02-19 09:00,61.0
17-02-19 08:00,68.3
17-02-19 07:00,61.7
17-02-19 06:00,52.4
17-02-19 05:00,51.5
17-02-19 04:00,55.6
17-02-19 03:00,54.8
17-02-19 02:00,44.5
17-02-19 01:00,42.1
17-02-19 00:00,40.0
16-02-19 23:00,52.6
16-02-19 22:00,56.2
16-02-19 21:00,49.6
16-02-19 20:00,49.2
16-02-19 19:00,43.4
16-02-19 18:00,37.1
16-02-19 17:00,29.2
16-02-19 16:00,25.9
16-02-19 15:00,25.4
16-02-19 14:00,24.9
16-02-19 13:00,25.9
16-02-19 12:00,28.7
16-02-19 11:00,33.5
16-02-19 10:00,35.7
16-02-19 09:00,41.5
16-02-19 08:00,49.1
16-02-19 07:00,50.7
16-02-19 06:00,50.5
16-02-19 05:00,54.0
16-02-19 04:00,52.5
16-02-19 03:00,60.4
16-02-19 02:00,65.2
16-02-19 01:00,69.8
16-02-19 00:00,58.6
15-02-19 23:00,56.7
15-02-19 22:00,55.8
15-02-19 21:00,49.6
15-02-19 20:00,52.3
15-02-19 19:00,61.7
15-02-19 18:00,56.9
15-02-19 17:00,45.1
15-02-19 16:00,40.2
15-02-19 15:00,37.4
15-02-19 14:00,38.4
15-02-19 13:00,37.2
15-02-19 12:00,40.0
15-02-19 11:00,48.5
15-02-19 10:00,82.5
15-02-19 09:00,93.6
15-02-19 08:00,95.0
15-02-19 07:00,95.1
15-02-19 06:00,95.4
15-02-19 05:00,95.4
15-02-19 04:00,95.2
15-02-19 03:00,95.4
15-02-19 02:00,96.1
15-02-19 01:00,96.4
15-02-19 00:00,95.5
14-02-19 23:00,95.9
14-02-19 22:00,95.3
14-02-19 21:00,95.4
14-02-19 20:00,95.7
14-02-19 19:00,96.2
14-02-19 18:00,93.7
14-02-19 17:00,80.9
14-02-19 16:00,67.7
14-02-19 15:00,67.1
14-02-19 14:00,64.3
14-02-19 13:00,68.2
14-02-19 12:00,66.1
14-02-19 11:00,76.6
14-02-19 10:00,94.0
14-02-19 09:00,93.6
14-02-19 08:00,93.7
14-02-19 07:00,92.8
14-02-19 06:00,93.0
14-02-19 05:00,93.1
14-02-19 04:00,93.5
14-02-19 03:00,91.3
14-02-19 02:00,89.2
14-02-19 01:00,89.9
14-02-19 00:00,90.0
13-02-19 23:00,90.6
13-02-19 22:00,93.2
13-02-19 21:00,94.6
13-02-19 20:00,96.7
13-02-19 19:00,97.0
13-02-19 18:00,97.6
13-02-19 17:00,97.8
13-02-19 16:00,98.6
13-02-19 15:00,98.9
13-02-19 14:00,98.4
13-02-19 13:00,97.9
13-02-19 12:00,97.7
13-02-19 11:00,96.7
13-02-19 10:00,95.7
13-02-19 09:00,95.0
13-02-19 08:00,95.0
13-02-19 07:00,95.1
13-02-19 06:00,95.6
13-02-19 05:00,95.8
13-02-19 04:00,95.4
13-02-19 03:00,95.6
13-02-19 02:00,96.0
13-02-19 01:00,96.9
13-02-19 00:00,96.5
12-02-19 23:00,96.4
12-02-19 22:00,96.8
12-02-19 21:00,96.8
12-02-19 20:00,95.6
12-02-19 19:00,93.8
12-02-19 18:00,93.7
12-02-19 17:00,93.8
12-02-19 16:00,91.4
12-02-19 15:00,86.5
12-02-19 14:00,89.8
12-02-19 13:00,91.7
12-02-19 12:00,90.9
12-02-19 11:00,91.7
12-02-19 10:00,95.0
12-02-19 09:00,94.5
12-02-19 08:00,92.1
12-02-19 07:00,91.2
12-02-19 06:00,90.2
12-02-19 05:00,90.5
12-02-19 04:00,90.9
12-02-19 03:00,89.4
12-02-19 02:00,90.4
12-02-19 01:00,92.6
12-02-19 00:00,92.7
11-02-19 23:00,93.1
11-02-19 22:00,94.4
11-02-19 21:00,96.2
11-02-19 20:00,96.3
11-02-19 19:00,95.8
11-02-19 18:00,95.9
11-02-19 17:00,94.6
11-02-19 16:00,93.7
11-02-19 15:00,93.9
11-02-19 14:00,93.6
11-02-19 13:00,93.7
11-02-19 12:00,94.4
11-02-19 11:00,95.9
11-02-19 10:00,97.8
11-02-19 09:00,98.6
11-02-19 08:00,98.5
11-02-19 07:00,98.3
11-02-19 06:00,97.3
11-02-19 05:00,97.1
11-02-19 04:00,96.5
11-02-19 03:00,96.1
11-02-19 02:00,95.7
11-02-19 01:00,95.4
11-02-19 00:00,95.9
10-02-19 23:00,95.6
10-02-19 22:00,96.0
10-02-19 21:00,95.8
10-02-19 20:00,98.1
10-02-19 19:00,97.4
10-02-19 18:00,92.4
10-02-19 17:00,81.8
10-02-19 16:00,83.6
10-02-19 15:00,81.3
10-02-19 14:00,86.7
10-02-19 13:00,92.4
10-02-19 12:00,87.9
10-02-19 11:00,88.1
10-02-19 10:00,90.1
10-02-19 09:00,92.2
10-02-19 08:00,91.8
10-02-19 07:00,90.1
10-02-19 06:00,92.3
10-02-19 05:00,93.9
10-02-19 04:00,95.3
10-02-19 03:00,93.9
10-02-19 02:00,94.0
10-02-19 01:00,93.4
10-02-19 00:00,94.7
09-02-19 23:00,94.1
09-02-19 22:00,92.9
09-02-19 21:00,93.4
09-02-19 20:00,94.8
09-02-19 19:00,93.5
09-02-19 18:00,95.5
09-02-19 17:00,94.9
09-02-19 16:00,92.3
09-02-19 15:00,89.8
09-02-19 14:00,90.5
09-02-19 13:00,93.0
09-02-19 12:00,92.4
09-02-19 11:00,93.4
09-02-19 10:00,97.2
09-02-19 09:00,97.6
09-02-19 08:00,96.1
09-02-19 07:00,90.8
09-02-19 06:00,88.2
09-02-19 05:00,84.8
09-02-19 04:00,82.9
09-02-19 03:00,80.9
09-02-19 02:00,80.3
09-02-19 01:00,84.6
09-02-19 00:00,84.7
08-02-19 23:00,86.5
08-02-19 22:00,87.4
08-02-19 21:00,91.7
08-02-19 20:00,96.8
08-02-19 19:00,98.5
08-02-19 18:00,97.1
08-02-19 17:00,96.4
08-02-19 16:00,95.9
08-02-19 15:00,95.6
08-02-19 14:00,96.4
08-02-19 13:00,97.8
08-02-19 12:00,99.0
08-02-19 11:00,99.0
08-02-19 10:00,99.3
08-02-19 09:00,99.0
08-02-19 08:00,99.0
08-02-19 07:00,98.1
08-02-19 06:00,97.2
08-02-19 05:00,96.5
08-02-19 04:00,98.6
08-02-19 03:00,98.8
08-02-19 02:00,97.7
08-02-19 01:00,98.8
08-02-19 00:00,97.6
07-02-19 23:00,97.8
07-02-19 22:00,99.0
07-02-19 21:00,98.9
07-02-19 20:00,98.8
07-02-19 19:00,98.9
07-02-19 18:00,98.1
07-02-19 17:00,96.4
07-02-19 16:00,88.4
07-02-19 15:00,83.6
07-02-19 14:00,67.9
07-02-19 13:00,73.1
07-02-19 12:00,79.5
07-02-19 11:00,77.5
07-02-19 10:00,67.7
07-02-19 09:00,64.1
07-02-19 08:00,62.5
07-02-19 07:00,63.2
07-02-19 06:00,61.7
07-02-19 05:00,64.1
07-02-19 04:00,64.1
07-02-19 03:00,75.6
07-02-19 02:00,73.6
07-02-19 01:00,65.7
07-02-19 00:00,71.6
06-02-19 23:00,79.8
06-02-19 22:00,76.8
06-02-19 21:00,81.0
06-02-19 20:00,80.0
06-02-19 19:00,76.9
06-02-19 18:00,77.6
06-02-19 17:00,80.2
06-02-19 16:00,79.4
06-02-19 15:00,78.0
06-02-19 14:00,83.1
06-02-19 13:00,87.4
06-02-19 12:00,90.4
06-02-19 11:00,93.8
06-02-19 10:00,95.4
06-02-19 09:00,96.5
06-02-19 08:00,96.3
06-02-19 07:00,97.2
06-02-19 06:00,97.3
06-02-19 05:00,97.0
06-02-19 04:00,97.3
06-02-19 03:00,96.0
06-02-19 02:00,95.1
06-02-19 01:00,94.0
06-02-19 00:00,95.1
05-02-19 23:00,97.2
05-02-19 22:00,96.1
05-02-19 21:00,95.0
05-02-19 20:00,94.6
05-02-19 19:00,94.9
05-02-19 18:00,95.0
05-02-19 17:00,94.1
05-02-19 16:00,93.1
05-02-19 15:00,91.7
05-02-19 14:00,90.5
05-02-19 13:00,86.3
05-02-19 12:00,79.2
05-02-19 11:00,80.3
05-02-19 10:00,82.5
05-02-19 09:00,86.0
05-02-19 08:00,88.4
05-02-19 07:00,85.9
05-02-19 06:00,83.2
05-02-19 05:00,82.5
05-02-19 04:00,86.4
05-02-19 03:00,88.1
05-02-19 02:00,86.8
05-02-19 01:00,86.7
05-02-19 00:00,90.2
04-02-19 23:00,90.4
04-02-19 22:00,88.7
04-02-19 21:00,87.2
04-02-19 20:00,90.5
04-02-19 19:00,92.0
04-02-19 18:00,90.4
04-02-19 17:00,89.3
04-02-19 16:00,85.5
04-02-19 15:00,86.0
04-02-19 14:00,85.2
04-02-19 13:00,85.2
04-02-19 12:00,87.2
04-02-19 11:00,91.8
04-02-19 10:00,94.8
04-02-19 09:00,95.0
04-02-19 08:00,95.1
04-02-19 07:00,95.2
04-02-19 06:00,95.0
04-02-19 05:00,95.4
04-02-19 04:00,94.6
04-02-19 03:00,94.7
04-02-19 02:00,94.5
04-02-19 01:00,95.2
04-02-19 00:00,95.6
03-02-19 23:00,94.7
03-02-19 22:00,94.8
03-02-19 21:00,95.4
03-02-19 20:00,95.5
03-02-19 19:00,95.2
03-02-19 18:00,95.8
03-02-19 17:00,95.8
03-02-19 16:00,94.6
03-02-19 15:00,93.8
03-02-19 14:00,93.5
03-02-19 13:00,93.1
03-02-19 12:00,93.3
03-02-19 11:00,93.8
03-02-19 10:00,94.2
03-02-19 09:00,94.4
03-02-19 08:00,95.3
03-02-19 07:00,95.5
03-02-19 06:00,96.9
03-02-19 05:00,98.4
03-02-19 04:00,98.8
03-02-19 03:00,99.0
03-02-19 02:00,99.0
03-02-19 01:00,98.8
03-02-19 00:00,98.7
02-02-19 23:00,99.1
02-02-19 22:00,99.3
02-02-19 21:00,98.6
02-02-19 20:00,97.7
02-02-19 19:00,98.0
02-02-19 18:00,98.9
02-02-19 17:00,98.5
02-02-19 16:00,94.8
02-02-19 15:00,96.0
02-02-19 14:00,96.4
02-02-19 13:00,95.7
02-02-19 12:00,95.7
02-02-19 11:00,96.9
02-02-19 10:00,96.8
02-02-19 09:00,96.7
02-02-19 08:00,97.1
02-02-19 07:00,98.1
02-02-19 06:00,98.8
02-02-19 05:00,98.9
02-02-19 04:00,97.6
02-02-19 03:00,95.7
02-02-19 02:00,94.7
02-02-19 01:00,94.6
02-02-19 00:00,94.6
01-02-19 23:00,94.4
01-02-19 22:00,92.1
01-02-19 21:00,88.4
01-02-19 20:00,89.0
01-02-19 19:00,89.9
01-02-19 18:00,91.7
01-02-19 17:00,91.1
01-02-19 16:00,91.0
01-02-19 15:00,88.5
01-02-19 14:00,87.5
01-02-19 13:00,90.2
01-02-19 12:00,92.1
01-02-19 11:00,89.4
01-02-19 10:00,90.6
01-02-19 09:00,90.2
01-02-19 08:00,90.8
01-02-19 07:00,91.7
01-02-19 06:00,89.5
01-02-19 05:00,87.0
01-02-19 04:00,87.2
01-02-19 03:00,90.4
01-02-19 02:00,92.2
01-02-19 01:00,93.1

