Datum Zeit,Plauen-Sued WINDRI
19-02-19 23:00,184
19-02-19 22:00,180
19-02-19 21:00,184
19-02-19 20:00,180
19-02-19 19:00,192
19-02-19 18:00,210
19-02-19 17:00,208
19-02-19 16:00,219
19-02-19 15:00,206
19-02-19 14:00,237
19-02-19 13:00,219
19-02-19 12:00,215
19-02-19 11:00,193
19-02-19 10:00,178
19-02-19 09:00,203
19-02-19 08:00,178
19-02-19 07:00,174
19-02-19 06:00,276
19-02-19 05:00,233
19-02-19 04:00,103
19-02-19 03:00,308
19-02-19 02:00,257
19-02-19 01:00,274
19-02-19 00:00,269
18-02-19 23:00,241
18-02-19 22:00,254
18-02-19 21:00,218
18-02-19 20:00,184
18-02-19 19:00,176
18-02-19 18:00,183
18-02-19 17:00,202
18-02-19 16:00,195
18-02-19 15:00,200
18-02-19 14:00,185
18-02-19 13:00,199
18-02-19 12:00,192
18-02-19 11:00,197
18-02-19 10:00,295
18-02-19 09:00,301
18-02-19 08:00,247
18-02-19 07:00,246
18-02-19 06:00,244
18-02-19 05:00,246
18-02-19 04:00,252
18-02-19 03:00,260
18-02-19 02:00,288
18-02-19 01:00,4
18-02-19 00:00,289
17-02-19 23:00,284
17-02-19 22:00,278
17-02-19 21:00,276
17-02-19 20:00,291
17-02-19 19:00,171
17-02-19 18:00,176
17-02-19 17:00,167
17-02-19 16:00,169
17-02-19 15:00,165
17-02-19 14:00,170
17-02-19 13:00,165
17-02-19 12:00,208
17-02-19 11:00,278
17-02-19 10:00,274
17-02-19 09:00,273
17-02-19 08:00,268
17-02-19 07:00,160
17-02-19 06:00,203
17-02-19 05:00,193
17-02-19 04:00,328
17-02-19 03:00,279
17-02-19 02:00,294
17-02-19 01:00,294
17-02-19 00:00,202
16-02-19 23:00,238
16-02-19 22:00,291
16-02-19 21:00,279
16-02-19 20:00,243
16-02-19 19:00,194
16-02-19 18:00,200
16-02-19 17:00,172
16-02-19 16:00,169
16-02-19 15:00,165
16-02-19 14:00,177
16-02-19 13:00,191
16-02-19 12:00,185
16-02-19 11:00,198
16-02-19 10:00,283
16-02-19 09:00,299
16-02-19 08:00,286
16-02-19 07:00,263
16-02-19 06:00,295
16-02-19 05:00,268
16-02-19 04:00,270
16-02-19 03:00,280
16-02-19 02:00,274
16-02-19 01:00,259
16-02-19 00:00,270
15-02-19 23:00,274
15-02-19 22:00,173
15-02-19 21:00,176
15-02-19 20:00,150
15-02-19 19:00,173
15-02-19 18:00,169
15-02-19 17:00,187
15-02-19 16:00,275
15-02-19 15:00,321
15-02-19 14:00,292
15-02-19 13:00,203
15-02-19 12:00,290
15-02-19 11:00,278
15-02-19 10:00,273
15-02-19 09:00,300
15-02-19 08:00,166
15-02-19 07:00,155
15-02-19 06:00,187
15-02-19 05:00,143
15-02-19 04:00,196
15-02-19 03:00,169
15-02-19 02:00,169
15-02-19 01:00,159
15-02-19 00:00,161
14-02-19 23:00,174
14-02-19 22:00,176
14-02-19 21:00,186
14-02-19 20:00,181
14-02-19 19:00,193
14-02-19 18:00,191
14-02-19 17:00,229
14-02-19 16:00,259
14-02-19 15:00,217
14-02-19 14:00,247
14-02-19 13:00,194
14-02-19 12:00,190
14-02-19 11:00,227
14-02-19 10:00,288
14-02-19 09:00,275
14-02-19 08:00,241
14-02-19 07:00,151
14-02-19 06:00,212
14-02-19 05:00,147
14-02-19 04:00,180
14-02-19 03:00,182
14-02-19 02:00,188
14-02-19 01:00,178
14-02-19 00:00,181
13-02-19 23:00,185
13-02-19 22:00,191
13-02-19 21:00,192
13-02-19 20:00,194
13-02-19 19:00,192
13-02-19 18:00,187
13-02-19 17:00,211
13-02-19 16:00,213
13-02-19 15:00,197
13-02-19 14:00,218
13-02-19 13:00,215
13-02-19 12:00,210
13-02-19 11:00,196
13-02-19 10:00,193
13-02-19 09:00,187
13-02-19 08:00,186
13-02-19 07:00,185
13-02-19 06:00,191
13-02-19 05:00,193
13-02-19 04:00,193
13-02-19 03:00,188
13-02-19 02:00,190
13-02-19 01:00,198
13-02-19 00:00,220
12-02-19 23:00,194
12-02-19 22:00,206
12-02-19 21:00,183
12-02-19 20:00,269
12-02-19 19:00,284
12-02-19 18:00,290
12-02-19 17:00,295
12-02-19 16:00,302
12-02-19 15:00,307
12-02-19 14:00,308
12-02-19 13:00,305
12-02-19 12:00,311
12-02-19 11:00,302
12-02-19 10:00,299
12-02-19 09:00,287
12-02-19 08:00,284
12-02-19 07:00,296
12-02-19 06:00,308
12-02-19 05:00,296
12-02-19 04:00,302
12-02-19 03:00,305
12-02-19 02:00,313
12-02-19 01:00,300
12-02-19 00:00,304
11-02-19 23:00,313
11-02-19 22:00,308
11-02-19 21:00,308
11-02-19 20:00,293
11-02-19 19:00,301
11-02-19 18:00,297
11-02-19 17:00,296
11-02-19 16:00,298
11-02-19 15:00,304
11-02-19 14:00,298
11-02-19 13:00,292
11-02-19 12:00,297
11-02-19 11:00,298
11-02-19 10:00,298
11-02-19 09:00,293
11-02-19 08:00,295
11-02-19 07:00,303
11-02-19 06:00,294
11-02-19 05:00,262
11-02-19 04:00,248
11-02-19 03:00,217
11-02-19 02:00,218
11-02-19 01:00,214
11-02-19 00:00,215
10-02-19 23:00,215
10-02-19 22:00,214
10-02-19 21:00,214
10-02-19 20:00,209
10-02-19 19:00,189
10-02-19 18:00,178
10-02-19 17:00,199
10-02-19 16:00,187
10-02-19 15:00,180
10-02-19 14:00,178
10-02-19 13:00,172
10-02-19 12:00,173
10-02-19 11:00,177
10-02-19 10:00,177
10-02-19 09:00,177
10-02-19 08:00,179
10-02-19 07:00,172
10-02-19 06:00,177
10-02-19 05:00,176
10-02-19 04:00,175
10-02-19 03:00,181
10-02-19 02:00,185
10-02-19 01:00,196
10-02-19 00:00,201
09-02-19 23:00,196
09-02-19 22:00,185
09-02-19 21:00,190
09-02-19 20:00,202
09-02-19 19:00,198
09-02-19 18:00,195
09-02-19 17:00,199
09-02-19 16:00,215
09-02-19 15:00,216
09-02-19 14:00,216
09-02-19 13:00,214
09-02-19 12:00,217
09-02-19 11:00,207
09-02-19 10:00,208
09-02-19 09:00,196
09-02-19 08:00,196
09-02-19 07:00,175
09-02-19 06:00,178
09-02-19 05:00,177
09-02-19 04:00,177
09-02-19 03:00,181
09-02-19 02:00,174
09-02-19 01:00,176
09-02-19 00:00,183
08-02-19 23:00,178
08-02-19 22:00,182
08-02-19 21:00,180
08-02-19 20:00,181
08-02-19 19:00,181
08-02-19 18:00,172
08-02-19 17:00,177
08-02-19 16:00,192
08-02-19 15:00,191
08-02-19 14:00,203
08-02-19 13:00,198
08-02-19 12:00,193
08-02-19 11:00,201
08-02-19 10:00,191
08-02-19 09:00,183
08-02-19 08:00,180
08-02-19 07:00,184
08-02-19 06:00,184
08-02-19 05:00,190
08-02-19 04:00,181
08-02-19 03:00,196
08-02-19 02:00,172
08-02-19 01:00,182
08-02-19 00:00,194
07-02-19 23:00,174
07-02-19 22:00,171
07-02-19 21:00,181
07-02-19 20:00,180
07-02-19 19:00,175
07-02-19 18:00,180
07-02-19 17:00,184
07-02-19 16:00,183
07-02-19 15:00,181
07-02-19 14:00,185
07-02-19 13:00,182
07-02-19 12:00,190
07-02-19 11:00,188
07-02-19 10:00,184
07-02-19 09:00,227
07-02-19 08:00,218
07-02-19 07:00,225
07-02-19 06:00,254
07-02-19 05:00,263
07-02-19 04:00,243
07-02-19 03:00,280
07-02-19 02:00,211
07-02-19 01:00,255
07-02-19 00:00,267
06-02-19 23:00,291
06-02-19 22:00,247
06-02-19 21:00,246
06-02-19 20:00,222
06-02-19 19:00,208
06-02-19 18:00,191
06-02-19 17:00,183
06-02-19 16:00,173
06-02-19 15:00,169
06-02-19 14:00,173
06-02-19 13:00,179
06-02-19 12:00,179
06-02-19 11:00,183
06-02-19 10:00,174
06-02-19 09:00,173
06-02-19 08:00,267
06-02-19 07:00,320
06-02-19 06:00,317
06-02-19 05:00,313
06-02-19 04:00,267
06-02-19 03:00,259
06-02-19 02:00,279
06-02-19 01:00,304
06-02-19 00:00,273
05-02-19 23:00,247
05-02-19 22:00,221
05-02-19 21:00,191
05-02-19 20:00,175
05-02-19 19:00,181
05-02-19 18:00,188
05-02-19 17:00,182
05-02-19 16:00,181
05-02-19 15:00,182
05-02-19 14:00,187
05-02-19 13:00,200
05-02-19 12:00,194
05-02-19 11:00,210
05-02-19 10:00,198
05-02-19 09:00,189
05-02-19 08:00,176
05-02-19 07:00,188
05-02-19 06:00,196
05-02-19 05:00,199
05-02-19 04:00,193
05-02-19 03:00,192
05-02-19 02:00,190
05-02-19 01:00,191
05-02-19 00:00,197
04-02-19 23:00,204
04-02-19 22:00,259
04-02-19 21:00,191
04-02-19 20:00,175
04-02-19 19:00,186
04-02-19 18:00,191
04-02-19 17:00,192
04-02-19 16:00,195
04-02-19 15:00,195
04-02-19 14:00,199
04-02-19 13:00,188
04-02-19 12:00,185
04-02-19 11:00,246
04-02-19 10:00,325
04-02-19 09:00,141
04-02-19 08:00,188
04-02-19 07:00,188
04-02-19 06:00,194
04-02-19 05:00,206
04-02-19 04:00,197
04-02-19 03:00,182
04-02-19 02:00,238
04-02-19 01:00,308
04-02-19 00:00,307
03-02-19 23:00,312
03-02-19 22:00,318
03-02-19 21:00,323
03-02-19 20:00,330
03-02-19 19:00,335
03-02-19 18:00,330
03-02-19 17:00,331
03-02-19 16:00,343
03-02-19 15:00,336
03-02-19 14:00,335
03-02-19 13:00,339
03-02-19 12:00,340
03-02-19 11:00,347
03-02-19 10:00,350
03-02-19 09:00,342
03-02-19 08:00,353
03-02-19 07:00,354
03-02-19 06:00,354
03-02-19 05:00,4
03-02-19 04:00,3
03-02-19 03:00,9
03-02-19 02:00,9
03-02-19 01:00,359
03-02-19 00:00,191
02-02-19 23:00,359
02-02-19 22:00,183
02-02-19 21:00,177
02-02-19 20:00,191
02-02-19 19:00,178
02-02-19 18:00,181
02-02-19 17:00,189
02-02-19 16:00,196
02-02-19 15:00,189
02-02-19 14:00,184
02-02-19 13:00,191
02-02-19 12:00,217
02-02-19 11:00,278
02-02-19 10:00,278
02-02-19 09:00,156
02-02-19 08:00,176
02-02-19 07:00,352
02-02-19 06:00,117
02-02-19 05:00,41
02-02-19 04:00,24
02-02-19 03:00,13
02-02-19 02:00,10
02-02-19 01:00,7
02-02-19 00:00,122
01-02-19 23:00,179
01-02-19 22:00,322
01-02-19 21:00,204
01-02-19 20:00,274
01-02-19 19:00,167
01-02-19 18:00,219
01-02-19 17:00,242
01-02-19 16:00,273
01-02-19 15:00,193
01-02-19 14:00,202
01-02-19 13:00,190
01-02-19 12:00,188
01-02-19 11:00,176
01-02-19 10:00,183
01-02-19 09:00,183
01-02-19 08:00,191
01-02-19 07:00,190
01-02-19 06:00,172
01-02-19 05:00,180
01-02-19 04:00,186
01-02-19 03:00,302
01-02-19 02:00,336
01-02-19 01:00,299

