Datum Zeit,Freiberg WINDRI
19-02-19 21:00,209
19-02-19 20:00,210
19-02-19 19:00,215
19-02-19 18:00,216
19-02-19 17:00,206
19-02-19 16:00,217
19-02-19 15:00,298
19-02-19 14:00,301
19-02-19 13:00,299
19-02-19 12:00,275
19-02-19 11:00,243
19-02-19 10:00,215
19-02-19 09:00,201
19-02-19 08:00,184
19-02-19 07:00,197
19-02-19 06:00,191
19-02-19 05:00,191
19-02-19 04:00,137
19-02-19 03:00,140
19-02-19 02:00,145
19-02-19 01:00,142
19-02-19 00:00,144
18-02-19 23:00,137
18-02-19 22:00,132
18-02-19 21:00,137
18-02-19 20:00,147
18-02-19 19:00,140
18-02-19 18:00,154
18-02-19 17:00,332
18-02-19 16:00,309
18-02-19 15:00,250
18-02-19 14:00,184
18-02-19 13:00,278
18-02-19 12:00,229
18-02-19 11:00,187
18-02-19 10:00,140
18-02-19 09:00,156
18-02-19 08:00,164
18-02-19 07:00,164
18-02-19 06:00,156
18-02-19 05:00,154
18-02-19 04:00,152
18-02-19 03:00,161
18-02-19 02:00,161
18-02-19 01:00,164
18-02-19 00:00,158
17-02-19 23:00,154
17-02-19 22:00,151
17-02-19 21:00,147
17-02-19 20:00,150
17-02-19 19:00,156
17-02-19 18:00,147
17-02-19 17:00,158
17-02-19 16:00,176
17-02-19 15:00,183
17-02-19 14:00,173
17-02-19 13:00,191
17-02-19 12:00,138
17-02-19 11:00,134
17-02-19 10:00,140
17-02-19 09:00,150
17-02-19 08:00,159
17-02-19 07:00,160
17-02-19 06:00,153
17-02-19 05:00,142
17-02-19 04:00,155
17-02-19 03:00,129
17-02-19 02:00,134
17-02-19 01:00,126
17-02-19 00:00,129
16-02-19 23:00,151
16-02-19 22:00,171
16-02-19 21:00,157
16-02-19 20:00,153
16-02-19 19:00,151
16-02-19 18:00,147
16-02-19 17:00,160
16-02-19 16:00,182
16-02-19 15:00,205
16-02-19 14:00,208
16-02-19 13:00,195
16-02-19 12:00,147
16-02-19 11:00,134
16-02-19 10:00,145
16-02-19 09:00,151
16-02-19 08:00,151
16-02-19 07:00,157
16-02-19 06:00,159
16-02-19 05:00,157
16-02-19 04:00,154
16-02-19 03:00,152
16-02-19 02:00,153
16-02-19 01:00,154
16-02-19 00:00,155
15-02-19 23:00,155
15-02-19 22:00,159
15-02-19 21:00,152
15-02-19 20:00,156
15-02-19 19:00,154
15-02-19 18:00,148
15-02-19 17:00,130
15-02-19 16:00,339
15-02-19 15:00,324
15-02-19 14:00,304
15-02-19 13:00,306
15-02-19 12:00,274
15-02-19 11:00,163
15-02-19 10:00,135
15-02-19 09:00,140
15-02-19 08:00,147
15-02-19 07:00,154
15-02-19 06:00,144
15-02-19 05:00,155
15-02-19 04:00,137
15-02-19 03:00,126
15-02-19 02:00,133
15-02-19 01:00,139
15-02-19 00:00,138
14-02-19 23:00,161
14-02-19 22:00,152
14-02-19 21:00,141
14-02-19 20:00,135
14-02-19 19:00,169
14-02-19 18:00,216
14-02-19 17:00,248
14-02-19 16:00,290
14-02-19 15:00,295
14-02-19 14:00,277
14-02-19 13:00,278
14-02-19 12:00,244
14-02-19 11:00,264
14-02-19 10:00,217
14-02-19 09:00,194
14-02-19 08:00,193
14-02-19 07:00,185
14-02-19 06:00,132
14-02-19 05:00,187
14-02-19 04:00,240
14-02-19 03:00,228
14-02-19 02:00,199
14-02-19 01:00,200
14-02-19 00:00,211
13-02-19 23:00,210
13-02-19 22:00,210
13-02-19 21:00,230
13-02-19 20:00,223
13-02-19 19:00,247
13-02-19 18:00,278
13-02-19 17:00,240
13-02-19 16:00,217
13-02-19 15:00,254
13-02-19 14:00,303
13-02-19 13:00,293
13-02-19 12:00,267
13-02-19 11:00,278
13-02-19 10:00,297
13-02-19 09:00,302
13-02-19 08:00,262
13-02-19 07:00,256
13-02-19 06:00,234
13-02-19 05:00,238
13-02-19 04:00,253
13-02-19 03:00,265
13-02-19 02:00,265
13-02-19 01:00,297
13-02-19 00:00,298
12-02-19 23:00,301
12-02-19 22:00,304
12-02-19 21:00,302
12-02-19 20:00,305
12-02-19 19:00,310
12-02-19 18:00,320
12-02-19 17:00,317
12-02-19 16:00,315
12-02-19 15:00,315
12-02-19 14:00,317
12-02-19 13:00,310
12-02-19 12:00,311
12-02-19 11:00,311
12-02-19 10:00,317
12-02-19 09:00,309
12-02-19 08:00,311
12-02-19 07:00,317
12-02-19 06:00,307
12-02-19 05:00,312
12-02-19 04:00,318
12-02-19 03:00,314
12-02-19 02:00,316
12-02-19 01:00,311
12-02-19 00:00,311
11-02-19 23:00,310
11-02-19 22:00,311
11-02-19 21:00,309
11-02-19 20:00,307
11-02-19 19:00,313
11-02-19 18:00,315
11-02-19 17:00,303
11-02-19 16:00,310
11-02-19 15:00,315
11-02-19 14:00,304
11-02-19 13:00,305
11-02-19 12:00,303
11-02-19 11:00,304
11-02-19 10:00,307
11-02-19 09:00,303
11-02-19 08:00,301
11-02-19 07:00,300
11-02-19 06:00,303
11-02-19 05:00,300
11-02-19 04:00,292
11-02-19 03:00,225
11-02-19 02:00,213
11-02-19 01:00,212
11-02-19 00:00,210
10-02-19 23:00,212
10-02-19 22:00,220
10-02-19 21:00,204
10-02-19 20:00,171
10-02-19 19:00,180
10-02-19 18:00,168
10-02-19 17:00,173
10-02-19 16:00,167
10-02-19 15:00,167
10-02-19 14:00,165
10-02-19 13:00,160
10-02-19 12:00,155
10-02-19 11:00,158
10-02-19 10:00,156
10-02-19 09:00,159
10-02-19 08:00,158
10-02-19 07:00,156
10-02-19 06:00,153
10-02-19 05:00,164
10-02-19 04:00,180
10-02-19 03:00,184
10-02-19 02:00,193
10-02-19 01:00,209
10-02-19 00:00,205
09-02-19 23:00,214
09-02-19 22:00,208
09-02-19 21:00,206
09-02-19 20:00,207
09-02-19 19:00,209
09-02-19 18:00,208
09-02-19 17:00,217
09-02-19 16:00,216
09-02-19 15:00,213
09-02-19 14:00,223
09-02-19 13:00,217
09-02-19 12:00,215
09-02-19 11:00,211
09-02-19 10:00,208
09-02-19 09:00,191
09-02-19 08:00,199
09-02-19 07:00,194
09-02-19 06:00,156
09-02-19 05:00,153
09-02-19 04:00,161
09-02-19 03:00,169
09-02-19 02:00,164
09-02-19 01:00,159
09-02-19 00:00,161
08-02-19 23:00,159
08-02-19 22:00,159
08-02-19 21:00,152
08-02-19 20:00,171
08-02-19 19:00,190
08-02-19 18:00,197
08-02-19 17:00,194
08-02-19 16:00,198
08-02-19 15:00,197
08-02-19 14:00,210
08-02-19 13:00,210
08-02-19 12:00,204
08-02-19 11:00,203
08-02-19 10:00,207
08-02-19 09:00,198
08-02-19 08:00,202
08-02-19 07:00,206
08-02-19 06:00,207
08-02-19 05:00,213
08-02-19 04:00,210
08-02-19 03:00,207
08-02-19 02:00,202
08-02-19 01:00,211
08-02-19 00:00,207
07-02-19 23:00,207
07-02-19 22:00,211
07-02-19 21:00,209
07-02-19 20:00,211
07-02-19 19:00,210
07-02-19 18:00,205
07-02-19 17:00,206
07-02-19 16:00,195
07-02-19 15:00,155
07-02-19 14:00,146
07-02-19 13:00,152
07-02-19 12:00,148
07-02-19 11:00,147
07-02-19 10:00,154
07-02-19 09:00,131
07-02-19 08:00,141
07-02-19 07:00,157
07-02-19 06:00,359
07-02-19 05:00,47
07-02-19 04:00,335
07-02-19 03:00,151
07-02-19 02:00,153
07-02-19 01:00,148
07-02-19 00:00,155
06-02-19 23:00,160
06-02-19 22:00,156
06-02-19 21:00,143
06-02-19 20:00,154
06-02-19 19:00,146
06-02-19 18:00,150
06-02-19 17:00,143
06-02-19 16:00,150
06-02-19 15:00,157
06-02-19 14:00,149
06-02-19 13:00,141
06-02-19 12:00,149
06-02-19 11:00,149
06-02-19 10:00,148
06-02-19 09:00,145
06-02-19 08:00,145
06-02-19 07:00,145
06-02-19 06:00,141
06-02-19 05:00,147
06-02-19 04:00,174
06-02-19 03:00,194
06-02-19 02:00,198
06-02-19 01:00,202
06-02-19 00:00,205
05-02-19 23:00,206
05-02-19 22:00,206
05-02-19 21:00,251
05-02-19 20:00,245
05-02-19 19:00,294
05-02-19 18:00,304
05-02-19 17:00,218
05-02-19 16:00,217
05-02-19 15:00,217
05-02-19 14:00,278
05-02-19 13:00,269
05-02-19 12:00,231
05-02-19 11:00,217
05-02-19 10:00,206
05-02-19 09:00,161
05-02-19 08:00,149
05-02-19 07:00,144
05-02-19 06:00,143
05-02-19 05:00,142
05-02-19 04:00,149
05-02-19 03:00,155
05-02-19 02:00,151
05-02-19 01:00,150
05-02-19 00:00,152
04-02-19 23:00,158
04-02-19 22:00,152
04-02-19 21:00,147
04-02-19 20:00,145
04-02-19 19:00,151
04-02-19 18:00,145
04-02-19 17:00,144
04-02-19 16:00,157
04-02-19 15:00,165
04-02-19 14:00,175
04-02-19 13:00,199
04-02-19 12:00,201
04-02-19 11:00,228
04-02-19 10:00,291
04-02-19 09:00,284
04-02-19 08:00,286
04-02-19 07:00,302
04-02-19 06:00,305
04-02-19 05:00,302
04-02-19 04:00,304
04-02-19 03:00,312
04-02-19 02:00,313
04-02-19 01:00,317
04-02-19 00:00,319
03-02-19 23:00,327
03-02-19 22:00,325
03-02-19 21:00,325
03-02-19 20:00,331
03-02-19 19:00,331
03-02-19 18:00,333
03-02-19 17:00,336
03-02-19 16:00,340
03-02-19 15:00,341
03-02-19 14:00,337
03-02-19 13:00,339
03-02-19 12:00,339
03-02-19 11:00,337
03-02-19 10:00,342
03-02-19 09:00,345
03-02-19 08:00,347
03-02-19 07:00,349
03-02-19 06:00,340
03-02-19 05:00,344
03-02-19 04:00,336
03-02-19 03:00,330
03-02-19 02:00,321
03-02-19 01:00,322
03-02-19 00:00,319
02-02-19 23:00,327
02-02-19 22:00,228
02-02-19 21:00,216
02-02-19 20:00,234
02-02-19 19:00,205
02-02-19 18:00,215
02-02-19 17:00,220
02-02-19 16:00,203
02-02-19 15:00,184
02-02-19 14:00,148
02-02-19 13:00,191
02-02-19 12:00,244
02-02-19 11:00,220
02-02-19 10:00,210
02-02-19 09:00,264
02-02-19 08:00,227
02-02-19 07:00,278
02-02-19 06:00,264
02-02-19 05:00,328
02-02-19 04:00,314
02-02-19 03:00,357
02-02-19 02:00,355
02-02-19 01:00,134
02-02-19 00:00,106
01-02-19 23:00,88
01-02-19 22:00,131
01-02-19 21:00,140
01-02-19 20:00,136
01-02-19 19:00,141
01-02-19 18:00,145
01-02-19 17:00,135
01-02-19 16:00,133
01-02-19 15:00,137
01-02-19 14:00,151
01-02-19 13:00,162
01-02-19 12:00,147
01-02-19 11:00,152
01-02-19 10:00,145
01-02-19 09:00,146
01-02-19 08:00,148
01-02-19 07:00,150
01-02-19 06:00,146
01-02-19 05:00,145
01-02-19 04:00,137
01-02-19 03:00,144
01-02-19 02:00,137
01-02-19 01:00,138

