Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
30-11-14,17
29-11-14,24
28-11-14,20
27-11-14,28
26-11-14,24
25-11-14,20
24-11-14,20
23-11-14,15
22-11-14,19
21-11-14,18
20-11-14,20
19-11-14,9
18-11-14,19
17-11-14,15
16-11-14,14
15-11-14,26
14-11-14,31
13-11-14,23
12-11-14,30
11-11-14,23
10-11-14,22
09-11-14,16
08-11-14,17
07-11-14,22
06-11-14,25
05-11-14,28
04-11-14,20
03-11-14,16
02-11-14,19
01-11-14,20

