Datum Zeit,Zittau-Ost PM10
,µg/m³
30-11-14,56
29-11-14,58
28-11-14,41
27-11-14,26
26-11-14,34
25-11-14,35
24-11-14,36
23-11-14,30
22-11-14,20
21-11-14,28
20-11-14,12
19-11-14,8
18-11-14,27
17-11-14,42
16-11-14,20
15-11-14,27
14-11-14,48
13-11-14,47
12-11-14,34
11-11-14,44
10-11-14,22
09-11-14,32
08-11-14,29
07-11-14,26
06-11-14,34
05-11-14,21
04-11-14,31
03-11-14,37
02-11-14,28
01-11-14,36

