Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
30-11-14,47
29-11-14,35
28-11-14,21
27-11-14,25
26-11-14,21
25-11-14,20
24-11-14,25
23-11-14,26
22-11-14,19
21-11-14,19
20-11-14,15
19-11-14,12
18-11-14,25
17-11-14,19
16-11-14,15
15-11-14,27
14-11-14,38
13-11-14,23
12-11-14,34
11-11-14,26
10-11-14,19
09-11-14,16
08-11-14,16
07-11-14,24
06-11-14,30
05-11-14,24
04-11-14,30
03-11-14,24
02-11-14,25
01-11-14,41

