Datum Zeit,Chemnitz-Leipziger Str. PM2.5
,µg/m³
30-11-14,15.48
29-11-14,20.14
28-11-14,18.80
27-11-14,25.19
26-11-14,20.54
25-11-14,16.10
24-11-14,20.03
23-11-14,12.28
22-11-14,18.07
21-11-14,15.94
20-11-14,19.02
19-11-14,8.91
18-11-14,16.21
17-11-14,12.07
16-11-14,11.85
15-11-14,19.64
14-11-14,23.32
13-11-14,19.78
12-11-14,24.94
11-11-14,18.27
10-11-14,17.06
09-11-14,12.82
08-11-14,15.24
07-11-14,23.74
06-11-14,24.57
05-11-14,24.68
04-11-14,18.39
03-11-14,13.58
02-11-14,13.76
01-11-14,15.39

