Datum Zeit,Brockau PM10
,µg/m³
30-11-14,28
29-11-14,24
28-11-14,26
27-11-14,29
26-11-14,22
25-11-14,13
24-11-14,16
23-11-14,14
22-11-14,18
21-11-14,16
20-11-14,10
19-11-14,6
18-11-14,16
17-11-14,13
16-11-14,11
15-11-14,24
14-11-14,28
13-11-14,16
12-11-14,25
11-11-14,17
10-11-14,8
09-11-14,12
08-11-14,15
07-11-14,17
06-11-14,16
05-11-14,16
04-11-14,17
03-11-14,15
02-11-14,20
01-11-14,15

