Datum Zeit,Niesky PM10
,µg/m³
30-11-14,40
29-11-14,38
28-11-14,42
27-11-14,28
26-11-14,22
25-11-14,15
24-11-14,23
23-11-14,27
22-11-14,16
21-11-14,23
20-11-14,16
19-11-14,13
18-11-14,26
17-11-14,20
16-11-14,28
15-11-14,32
14-11-14,39
13-11-14,26
12-11-14,24
11-11-14,28
10-11-14,19
09-11-14,31
08-11-14,17
07-11-14,17
06-11-14,19
05-11-14,16
04-11-14,30
03-11-14,29
02-11-14,21
01-11-14,30

