Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
30-11-14,38
29-11-14,33
28-11-14,28
27-11-14,31
26-11-14,32
25-11-14,42
24-11-14,39
23-11-14,29
22-11-14,26
21-11-14,31
20-11-14,25
19-11-14,16
18-11-14,33
17-11-14,27
16-11-14,20
15-11-14,31
14-11-14,39
13-11-14,39
12-11-14,46
11-11-14,38
10-11-14,40
09-11-14,21
08-11-14,27
07-11-14,42
06-11-14,45
05-11-14,34
04-11-14,37
03-11-14,27
02-11-14,30
01-11-14,50

