Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
30-11-14,21
29-11-14,28
28-11-14,27
27-11-14,37
26-11-14,31
25-11-14,32
24-11-14,32
23-11-14,18
22-11-14,25
21-11-14,24
20-11-14,26
19-11-14,12
18-11-14,20
17-11-14,20
16-11-14,18
15-11-14,31
14-11-14,39
13-11-14,33
12-11-14,40
11-11-14,31
10-11-14,33
09-11-14,20
08-11-14,27
07-11-14,41
06-11-14,38
05-11-14,37
04-11-14,28
03-11-14,23
02-11-14,23
01-11-14,27

