Datum Zeit,Carlsfeld PM10
,µg/m³
30-11-14,8
29-11-14,9
28-11-14,9
27-11-14,18
26-11-14,15
25-11-14,7
24-11-14,7
23-11-14,5
22-11-14,11
21-11-14,6
20-11-14,3
19-11-14,1
18-11-14,3
17-11-14,5
16-11-14,7
15-11-14,16
14-11-14,18
13-11-14,8
12-11-14,8
11-11-14,6
10-11-14,2
09-11-14,4
08-11-14,7
07-11-14,7
06-11-14,5
05-11-14,9
04-11-14,10
03-11-14,10
02-11-14,10
01-11-14,4

