Datum Zeit,Glauchau PM10
,µg/m³
30-11-14,37
29-11-14,20
28-11-14,38
27-11-14,44
26-11-14,33
25-11-14,25
24-11-14,24
23-11-14,24
22-11-14,35
21-11-14,19
20-11-14,21
19-11-14,12
18-11-14,19
17-11-14,20
16-11-14,21
15-11-14,29
14-11-14,31
13-11-14,17
12-11-14,28
11-11-14,34
10-11-14,21
09-11-14,33
08-11-14,22
07-11-14,21
06-11-14,22
05-11-14,26
04-11-14,23
03-11-14,15
02-11-14,19
01-11-14,20

