Datum Zeit,Brockau PM10
,µg/m³
31-08-12,16
30-08-12,10
29-08-12,12
28-08-12,10
27-08-12,7
26-08-12,5
25-08-12,12
24-08-12,15
23-08-12,19
22-08-12,17
21-08-12,30
20-08-12,22
19-08-12,17
18-08-12,16
17-08-12,13
16-08-12,19
15-08-12,19
14-08-12,18
13-08-12,16
12-08-12,13
11-08-12,10
10-08-12,11
09-08-12,15
08-08-12,9
07-08-12,8
06-08-12,12
05-08-12,11
04-08-12,14
03-08-12,15
02-08-12,15
01-08-12,8

