Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-08-12,21
30-08-12,14
29-08-12,17
28-08-12,14
27-08-12,10
26-08-12,7
25-08-12,12
24-08-12,20
23-08-12,18
22-08-12,17
21-08-12,26
20-08-12,21
19-08-12,22
18-08-12,19
17-08-12,16
16-08-12,18
15-08-12,16
14-08-12,12
13-08-12,10
12-08-12,12
11-08-12,8
10-08-12,9
09-08-12,12
08-08-12,10
07-08-12,7
06-08-12,11
05-08-12,16
04-08-12,17
03-08-12,16
02-08-12,17
01-08-12,11

