Datum Zeit,Dresden-Bergstraße NO
,µg/m³
01-09-12 00:00,45
31-08-12 23:00,52
31-08-12 22:00,62
31-08-12 21:00,94
31-08-12 20:00,193
31-08-12 19:00,101
31-08-12 18:00,110
31-08-12 17:00,110
31-08-12 16:00,128
31-08-12 15:00,122
31-08-12 14:00,131
31-08-12 13:00,111
31-08-12 12:00,123
31-08-12 11:00,121
31-08-12 10:00,122
31-08-12 09:00,149
31-08-12 08:00,225
31-08-12 07:00,158
31-08-12 06:00,111
31-08-12 05:00,49
31-08-12 04:00,25
31-08-12 03:00,10
31-08-12 02:00,17
31-08-12 01:00,9
31-08-12 00:00,19
30-08-12 23:00,10
30-08-12 22:00,27
30-08-12 21:00,57
30-08-12 20:00,96
30-08-12 19:00,128
30-08-12 18:00,162
30-08-12 17:00,184
30-08-12 16:00,145
30-08-12 15:00,78
30-08-12 14:00,134
30-08-12 13:00,143
30-08-12 12:00,84
30-08-12 11:00,106
30-08-12 10:00,155
30-08-12 09:00,99
30-08-12 08:00,75
30-08-12 07:00,36
30-08-12 06:00,42
30-08-12 05:00,20
30-08-12 04:00,13
30-08-12 03:00,3
30-08-12 02:00,2
30-08-12 01:00,5
30-08-12 00:00,2
29-08-12 23:00,3
29-08-12 22:00,13
29-08-12 21:00,23
29-08-12 20:00,53
29-08-12 19:00,50
29-08-12 18:00,41
29-08-12 17:00,46
29-08-12 16:00,90
29-08-12 15:00,121
29-08-12 14:00,111
29-08-12 13:00,100
29-08-12 12:00,73
29-08-12 11:00,101
29-08-12 10:00,153
29-08-12 09:00,156
29-08-12 08:00,127
29-08-12 07:00,276
29-08-12 06:00,147
29-08-12 05:00,64
29-08-12 04:00,26
29-08-12 03:00,10
29-08-12 02:00,12
29-08-12 01:00,5
29-08-12 00:00,15
28-08-12 23:00,24
28-08-12 22:00,46
28-08-12 21:00,97
28-08-12 20:00,141
28-08-12 19:00,142
28-08-12 18:00,146
28-08-12 17:00,163
28-08-12 16:00,159
28-08-12 15:00,138
28-08-12 14:00,71
28-08-12 13:00,73
28-08-12 12:00,58
28-08-12 11:00,117
28-08-12 10:00,94
28-08-12 09:00,56
28-08-12 08:00,89
28-08-12 07:00,80
28-08-12 06:00,52
28-08-12 05:00,15
28-08-12 04:00,6
28-08-12 03:00,3
28-08-12 02:00,4
28-08-12 01:00,6
28-08-12 00:00,22
27-08-12 23:00,39
27-08-12 22:00,48
27-08-12 21:00,62
27-08-12 20:00,67
27-08-12 19:00,60
27-08-12 18:00,68
27-08-12 17:00,72
27-08-12 16:00,86
27-08-12 15:00,58
27-08-12 14:00,50
27-08-12 13:00,
27-08-12 12:00,
27-08-12 11:00,
27-08-12 10:00,
27-08-12 09:00,65
27-08-12 08:00,62
27-08-12 07:00,75
27-08-12 06:00,51
27-08-12 05:00,25
27-08-12 04:00,10
27-08-12 03:00,2
27-08-12 02:00,5
27-08-12 01:00,7
27-08-12 00:00,10
26-08-12 23:00,11
26-08-12 22:00,19
26-08-12 21:00,32
26-08-12 20:00,44
26-08-12 19:00,44
26-08-12 18:00,49
26-08-12 17:00,48
26-08-12 16:00,43
26-08-12 15:00,35
26-08-12 14:00,48
26-08-12 13:00,47
26-08-12 12:00,42
26-08-12 11:00,39
26-08-12 10:00,48
26-08-12 09:00,39
26-08-12 08:00,16
26-08-12 07:00,20
26-08-12 06:00,12
26-08-12 05:00,12
26-08-12 04:00,11
26-08-12 03:00,17
26-08-12 02:00,10
26-08-12 01:00,11
26-08-12 00:00,40
25-08-12 23:00,38
25-08-12 22:00,28
25-08-12 21:00,42
25-08-12 20:00,54
25-08-12 19:00,62
25-08-12 18:00,94
25-08-12 17:00,94
25-08-12 16:00,81
25-08-12 15:00,55
25-08-12 14:00,60
25-08-12 13:00,43
25-08-12 12:00,47
25-08-12 11:00,52
25-08-12 10:00,61
25-08-12 09:00,44
25-08-12 08:00,49
25-08-12 07:00,39
25-08-12 06:00,21
25-08-12 05:00,20
25-08-12 04:00,19
25-08-12 03:00,37
25-08-12 02:00,15
25-08-12 01:00,18
25-08-12 00:00,33
24-08-12 23:00,28
24-08-12 22:00,25
24-08-12 21:00,59
24-08-12 20:00,48
24-08-12 19:00,69
24-08-12 18:00,85
24-08-12 17:00,78
24-08-12 16:00,74
24-08-12 15:00,108
24-08-12 14:00,152
24-08-12 13:00,160
24-08-12 12:00,88
24-08-12 11:00,143
24-08-12 10:00,102
24-08-12 09:00,101
24-08-12 08:00,72
24-08-12 07:00,95
24-08-12 06:00,62
24-08-12 05:00,32
24-08-12 04:00,7
24-08-12 03:00,5
24-08-12 02:00,2
24-08-12 01:00,10
24-08-12 00:00,26
23-08-12 23:00,42
23-08-12 22:00,37
23-08-12 21:00,63
23-08-12 20:00,102
