Datum Zeit,Schkeuditz O3
,µg/m³
01-09-12 00:00,52
31-08-12 23:00,41
31-08-12 22:00,19
31-08-12 21:00,12
31-08-12 20:00,29
31-08-12 19:00,55
31-08-12 18:00,47
31-08-12 17:00,49
31-08-12 16:00,51
31-08-12 15:00,55
31-08-12 14:00,48
31-08-12 13:00,45
31-08-12 12:00,42
31-08-12 11:00,36
31-08-12 10:00,37
31-08-12 09:00,25
31-08-12 08:00,14
31-08-12 07:00,17
31-08-12 06:00,22
31-08-12 05:00,22
31-08-12 04:00,25
31-08-12 03:00,24
31-08-12 02:00,34
31-08-12 01:00,49
31-08-12 00:00,56
30-08-12 23:00,62
30-08-12 22:00,64
30-08-12 21:00,65
30-08-12 20:00,52
30-08-12 19:00,46
30-08-12 18:00,68
30-08-12 17:00,73
30-08-12 16:00,75
30-08-12 15:00,71
30-08-12 14:00,82
30-08-12 13:00,85
30-08-12 12:00,65
30-08-12 11:00,54
30-08-12 10:00,54
30-08-12 09:00,45
30-08-12 08:00,42
30-08-12 07:00,43
30-08-12 06:00,58
30-08-12 05:00,64
30-08-12 04:00,61
30-08-12 03:00,55
30-08-12 02:00,67
30-08-12 01:00,82
30-08-12 00:00,84
29-08-12 23:00,88
29-08-12 22:00,85
29-08-12 21:00,82
29-08-12 20:00,87
29-08-12 19:00,107
29-08-12 18:00,128
29-08-12 17:00,138
29-08-12 16:00,136
29-08-12 15:00,132
29-08-12 14:00,129
29-08-12 13:00,116
29-08-12 12:00,99
29-08-12 11:00,82
29-08-12 10:00,54
29-08-12 09:00,38
29-08-12 08:00,28
29-08-12 07:00,19
29-08-12 06:00,21
29-08-12 05:00,33
29-08-12 04:00,48
29-08-12 03:00,54
29-08-12 02:00,60
29-08-12 01:00,67
29-08-12 00:00,65
28-08-12 23:00,65
28-08-12 22:00,63
28-08-12 21:00,68
28-08-12 20:00,54
28-08-12 19:00,71
28-08-12 18:00,96
28-08-12 17:00,105
28-08-12 16:00,105
28-08-12 15:00,110
28-08-12 14:00,109
28-08-12 13:00,97
28-08-12 12:00,89
28-08-12 11:00,68
28-08-12 10:00,53
28-08-12 09:00,56
28-08-12 08:00,43
28-08-12 07:00,30
28-08-12 06:00,25
28-08-12 05:00,30
28-08-12 04:00,36
28-08-12 03:00,37
28-08-12 02:00,32
28-08-12 01:00,34
28-08-12 00:00,37
27-08-12 23:00,49
27-08-12 22:00,50
27-08-12 21:00,27
27-08-12 20:00,60
27-08-12 19:00,81
27-08-12 18:00,88
27-08-12 17:00,86
27-08-12 16:00,81
27-08-12 15:00,79
27-08-12 14:00,72
27-08-12 13:00,71
27-08-12 12:00,71
27-08-12 11:00,71
27-08-12 10:00,65
27-08-12 09:00,62
27-08-12 08:00,52
27-08-12 07:00,31
27-08-12 06:00,28
27-08-12 05:00,41
27-08-12 04:00,42
27-08-12 03:00,52
27-08-12 02:00,52
27-08-12 01:00,56
27-08-12 00:00,63
26-08-12 23:00,67
26-08-12 22:00,67
26-08-12 21:00,63
26-08-12 20:00,59
26-08-12 19:00,67
26-08-12 18:00,71
26-08-12 17:00,80
26-08-12 16:00,82
26-08-12 15:00,84
26-08-12 14:00,77
26-08-12 13:00,77
26-08-12 12:00,77
26-08-12 11:00,75
26-08-12 10:00,70
26-08-12 09:00,63
26-08-12 08:00,51
26-08-12 07:00,47
26-08-12 06:00,53
26-08-12 05:00,59
26-08-12 04:00,62
26-08-12 03:00,63
26-08-12 02:00,62
26-08-12 01:00,62
26-08-12 00:00,55
25-08-12 23:00,57
25-08-12 22:00,67
25-08-12 21:00,64
25-08-12 20:00,81
25-08-12 19:00,92
25-08-12 18:00,98
25-08-12 17:00,98
25-08-12 16:00,96
25-08-12 15:00,90
25-08-12 14:00,89
25-08-12 13:00,87
25-08-12 12:00,90
25-08-12 11:00,85
25-08-12 10:00,78
25-08-12 09:00,67
25-08-12 08:00,69
25-08-12 07:00,53
25-08-12 06:00,39
25-08-12 05:00,27
25-08-12 04:00,32
25-08-12 03:00,37
25-08-12 02:00,46
25-08-12 01:00,33
25-08-12 00:00,29
24-08-12 23:00,29
24-08-12 22:00,35
24-08-12 21:00,52
24-08-12 20:00,55
24-08-12 19:00,75
24-08-12 18:00,83
24-08-12 17:00,87
24-08-12 16:00,70
24-08-12 15:00,59
24-08-12 14:00,52
24-08-12 13:00,39
24-08-12 12:00,36
24-08-12 11:00,42
24-08-12 10:00,41
24-08-12 09:00,35
24-08-12 08:00,30
24-08-12 07:00,30
24-08-12 06:00,30
24-08-12 05:00,52
24-08-12 04:00,61
24-08-12 03:00,50
24-08-12 02:00,70
24-08-12 01:00,84
24-08-12 00:00,91
23-08-12 23:00,75
23-08-12 22:00,71
23-08-12 21:00,85
