Datum Zeit,Niesky O3
,µg/m³
01-09-12 00:00,53
31-08-12 23:00,55
31-08-12 22:00,62
31-08-12 21:00,69
31-08-12 20:00,76
31-08-12 19:00,74
31-08-12 18:00,57
31-08-12 17:00,54
31-08-12 16:00,62
31-08-12 15:00,64
31-08-12 14:00,62
31-08-12 13:00,54
31-08-12 12:00,44
31-08-12 11:00,37
31-08-12 10:00,37
31-08-12 09:00,44
31-08-12 08:00,58
31-08-12 07:00,70
31-08-12 06:00,74
31-08-12 05:00,78
31-08-12 04:00,84
31-08-12 03:00,88
31-08-12 02:00,88
31-08-12 01:00,66
31-08-12 00:00,45
30-08-12 23:00,51
30-08-12 22:00,50
30-08-12 21:00,44
30-08-12 20:00,68
30-08-12 19:00,72
30-08-12 18:00,86
30-08-12 17:00,101
30-08-12 16:00,116
30-08-12 15:00,111
30-08-12 14:00,115
30-08-12 13:00,116
30-08-12 12:00,119
30-08-12 11:00,117
30-08-12 10:00,103
30-08-12 09:00,89
30-08-12 08:00,85
30-08-12 07:00,84
30-08-12 06:00,87
30-08-12 05:00,90
30-08-12 04:00,93
30-08-12 03:00,87
30-08-12 02:00,76
30-08-12 01:00,80
30-08-12 00:00,70
29-08-12 23:00,67
29-08-12 22:00,66
29-08-12 21:00,69
29-08-12 20:00,95
29-08-12 19:00,108
29-08-12 18:00,116
29-08-12 17:00,128
29-08-12 16:00,123
29-08-12 15:00,123
29-08-12 14:00,118
29-08-12 13:00,118
29-08-12 12:00,112
29-08-12 11:00,93
29-08-12 10:00,75
29-08-12 09:00,67
29-08-12 08:00,62
29-08-12 07:00,64
29-08-12 06:00,67
29-08-12 05:00,70
29-08-12 04:00,71
29-08-12 03:00,74
29-08-12 02:00,54
29-08-12 01:00,68
29-08-12 00:00,76
28-08-12 23:00,61
28-08-12 22:00,45
28-08-12 21:00,50
28-08-12 20:00,54
28-08-12 19:00,76
28-08-12 18:00,98
28-08-12 17:00,104
28-08-12 16:00,106
28-08-12 15:00,105
28-08-12 14:00,101
28-08-12 13:00,98
28-08-12 12:00,94
28-08-12 11:00,88
28-08-12 10:00,77
28-08-12 09:00,69
28-08-12 08:00,62
28-08-12 07:00,56
