Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-08-12,23
30-08-12,14
29-08-12,15
28-08-12,14
27-08-12,10
26-08-12,7
25-08-12,13
24-08-12,22
23-08-12,20
22-08-12,18
21-08-12,27
20-08-12,22
19-08-12,25
18-08-12,18
17-08-12,15
16-08-12,20
15-08-12,16
14-08-12,12
13-08-12,11
12-08-12,9
11-08-12,7
10-08-12,9
09-08-12,12
08-08-12,12
07-08-12,9
06-08-12,12
05-08-12,19
04-08-12,19
03-08-12,18
02-08-12,18
01-08-12,12

