Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-07-10,12.10
30-07-10,9.26
29-07-10,7.04
28-07-10,8.40
27-07-10,11.89
26-07-10,8.00
25-07-10,3.85
24-07-10,6.25
23-07-10,
22-07-10,18.29
21-07-10,18.02
20-07-10,11.90
19-07-10,8.45
18-07-10,5.64
17-07-10,11.50
16-07-10,15.40
15-07-10,8.47
14-07-10,13.55
13-07-10,9.73
12-07-10,12.56
11-07-10,12.61
10-07-10,16.13
09-07-10,17.04
08-07-10,11.28
07-07-10,7.37
06-07-10,6.94
05-07-10,11.41
04-07-10,17.55
03-07-10,14.77
02-07-10,16.68
01-07-10,12.91

