Datum Zeit,Bautzen PM10
,µg/m³
31-07-10,16
30-07-10,15
29-07-10,18
28-07-10,22
27-07-10,19
26-07-10,14
25-07-10,13
24-07-10,16
23-07-10,14
22-07-10,29
21-07-10,40
20-07-10,90
19-07-10,23
18-07-10,13
17-07-10,19
16-07-10,20
15-07-10,21
14-07-10,26
13-07-10,20
12-07-10,
11-07-10,19
10-07-10,19
09-07-10,21
08-07-10,17
07-07-10,12
06-07-10,16
05-07-10,
04-07-10,
03-07-10,
02-07-10,
01-07-10,

