Datum Zeit,Dresden-Nord PM2.5
,µg/m³
31-07-10,13.31
30-07-10,10.47
29-07-10,9.58
28-07-10,12.02
27-07-10,13.10
26-07-10,8.74
25-07-10,6.12
24-07-10,7.06
23-07-10,7.11
22-07-10,21.93
21-07-10,19.96
20-07-10,12.82
19-07-10,9.25
18-07-10,7.26
17-07-10,13.49
16-07-10,16.12
15-07-10,11.41
14-07-10,13.97
13-07-10,11.72
12-07-10,14.12
11-07-10,13.50
10-07-10,17.16
09-07-10,17.85
08-07-10,11.87
07-07-10,8.31
06-07-10,9.83
05-07-10,15.23
04-07-10,19.59
03-07-10,16.27
02-07-10,18.31
01-07-10,16.08

