Datum Zeit,Radebeul-Wahnsdorf O3
,µg/m³
01-08-10 00:00,50
31-07-10 23:00,49
31-07-10 22:00,62
31-07-10 21:00,78
31-07-10 20:00,97
31-07-10 19:00,101
31-07-10 18:00,113
31-07-10 17:00,112
31-07-10 16:00,114
31-07-10 15:00,102
31-07-10 14:00,101
31-07-10 13:00,95
31-07-10 12:00,90
31-07-10 11:00,83
31-07-10 10:00,79
31-07-10 09:00,48
31-07-10 08:00,28
31-07-10 07:00,28
31-07-10 06:00,35
31-07-10 05:00,20
31-07-10 04:00,21
31-07-10 03:00,23
31-07-10 02:00,20
31-07-10 01:00,15
31-07-10 00:00,10
30-07-10 23:00,45
30-07-10 22:00,56
30-07-10 21:00,66
30-07-10 20:00,66
30-07-10 19:00,74
30-07-10 18:00,74
30-07-10 17:00,77
30-07-10 16:00,79
30-07-10 15:00,73
30-07-10 14:00,70
30-07-10 13:00,67
30-07-10 12:00,62
30-07-10 11:00,58
30-07-10 10:00,57
30-07-10 09:00,46
30-07-10 08:00,32
30-07-10 07:00,24
30-07-10 06:00,28
30-07-10 05:00,33
30-07-10 04:00,39
30-07-10 03:00,41
30-07-10 02:00,46
30-07-10 01:00,50
30-07-10 00:00,52
29-07-10 23:00,51
29-07-10 22:00,60
29-07-10 21:00,72
29-07-10 20:00,58
29-07-10 19:00,48
29-07-10 18:00,57
29-07-10 17:00,68
29-07-10 16:00,63
29-07-10 15:00,62
29-07-10 14:00,68
29-07-10 13:00,72
29-07-10 12:00,54
29-07-10 11:00,51
29-07-10 10:00,47
29-07-10 09:00,44
29-07-10 08:00,36
29-07-10 07:00,36
29-07-10 06:00,42
29-07-10 05:00,47
29-07-10 04:00,37
29-07-10 03:00,41
29-07-10 02:00,32
29-07-10 01:00,29
29-07-10 00:00,37
28-07-10 23:00,45
28-07-10 22:00,55
28-07-10 21:00,63
28-07-10 20:00,72
28-07-10 19:00,61
28-07-10 18:00,61
28-07-10 17:00,65
28-07-10 16:00,75
28-07-10 15:00,87
28-07-10 14:00,101
28-07-10 13:00,102
28-07-10 12:00,95
28-07-10 11:00,93
28-07-10 10:00,87
28-07-10 09:00,75
28-07-10 08:00,55
28-07-10 07:00,49
28-07-10 06:00,55
28-07-10 05:00,57
28-07-10 04:00,60
28-07-10 03:00,61
28-07-10 02:00,64
28-07-10 01:00,68
28-07-10 00:00,65
27-07-10 23:00,77
27-07-10 22:00,96
27-07-10 21:00,103
27-07-10 20:00,111
27-07-10 19:00,117
27-07-10 18:00,115
27-07-10 17:00,109
27-07-10 16:00,95
27-07-10 15:00,118
27-07-10 14:00,120
27-07-10 13:00,117
27-07-10 12:00,108
27-07-10 11:00,84
27-07-10 10:00,79
27-07-10 09:00,58
27-07-10 08:00,33
27-07-10 07:00,27
27-07-10 06:00,14
27-07-10 05:00,31
27-07-10 04:00,24
27-07-10 03:00,49
27-07-10 02:00,51
27-07-10 01:00,58
27-07-10 00:00,73
26-07-10 23:00,76
26-07-10 22:00,82
26-07-10 21:00,79
26-07-10 20:00,101
26-07-10 19:00,114
26-07-10 18:00,116
26-07-10 17:00,121
26-07-10 16:00,118
26-07-10 15:00,114
26-07-10 14:00,112
26-07-10 13:00,109
26-07-10 12:00,105
26-07-10 11:00,94
26-07-10 10:00,71
26-07-10 09:00,49
26-07-10 08:00,41
26-07-10 07:00,36
26-07-10 06:00,25
26-07-10 05:00,37
26-07-10 04:00,43
26-07-10 03:00,57
26-07-10 02:00,49
26-07-10 01:00,53
26-07-10 00:00,68
25-07-10 23:00,79
25-07-10 22:00,79
25-07-10 21:00,82
25-07-10 20:00,85
25-07-10 19:00,91
25-07-10 18:00,96
25-07-10 17:00,95
25-07-10 16:00,90
25-07-10 15:00,88
25-07-10 14:00,78
25-07-10 13:00,72
25-07-10 12:00,64
25-07-10 11:00,57
25-07-10 10:00,59
25-07-10 09:00,57
25-07-10 08:00,59
25-07-10 07:00,61
25-07-10 06:00,63
25-07-10 05:00,65
25-07-10 04:00,70
25-07-10 03:00,72
25-07-10 02:00,75
25-07-10 01:00,79
25-07-10 00:00,78
24-07-10 23:00,83
24-07-10 22:00,82
24-07-10 21:00,81
24-07-10 20:00,78
24-07-10 19:00,80
24-07-10 18:00,81
24-07-10 17:00,76
24-07-10 16:00,63
24-07-10 15:00,60
24-07-10 14:00,66
24-07-10 13:00,66
24-07-10 12:00,61
24-07-10 11:00,56
24-07-10 10:00,55
24-07-10 09:00,54
24-07-10 08:00,52
24-07-10 07:00,47
24-07-10 06:00,48
24-07-10 05:00,54
24-07-10 04:00,63
24-07-10 03:00,68
24-07-10 02:00,71
24-07-10 01:00,76
24-07-10 00:00,78
23-07-10 23:00,67
23-07-10 22:00,51
23-07-10 21:00,51
23-07-10 20:00,47
23-07-10 19:00,47
23-07-10 18:00,45
23-07-10 17:00,44
23-07-10 16:00,43
23-07-10 15:00,53
23-07-10 14:00,58
23-07-10 13:00,79
23-07-10 12:00,80
23-07-10 11:00,85
23-07-10 10:00,87
23-07-10 09:00,80
23-07-10 08:00,84
23-07-10 07:00,
23-07-10 06:00,
23-07-10 05:00,
23-07-10 04:00,
23-07-10 03:00,
23-07-10 02:00,
23-07-10 01:00,
23-07-10 00:00,
22-07-10 23:00,
22-07-10 22:00,
22-07-10 21:00,113
22-07-10 20:00,97
22-07-10 19:00,82
22-07-10 18:00,85
22-07-10 17:00,111
22-07-10 16:00,160
22-07-10 15:00,169
22-07-10 14:00,184
22-07-10 13:00,190
22-07-10 12:00,180
22-07-10 11:00,163
22-07-10 10:00,147
22-07-10 09:00,139
22-07-10 08:00,129
22-07-10 07:00,85
22-07-10 06:00,97
22-07-10 05:00,102
22-07-10 04:00,97
22-07-10 03:00,98
22-07-10 02:00,101
22-07-10 01:00,103
22-07-10 00:00,103
21-07-10 23:00,112
21-07-10 22:00,120
21-07-10 21:00,126
