Datum Zeit,Plauen-Sued PM10
,µg/m³
31-07-10,15
30-07-10,13
29-07-10,12
28-07-10,15
27-07-10,16
26-07-10,15
25-07-10,9
24-07-10,13
23-07-10,17
22-07-10,22
21-07-10,21
20-07-10,18
19-07-10,15
18-07-10,13
17-07-10,13
16-07-10,21
15-07-10,15
14-07-10,21
13-07-10,18
12-07-10,22
11-07-10,17
10-07-10,21
09-07-10,23
08-07-10,19
07-07-10,18
06-07-10,12
05-07-10,18
04-07-10,22
03-07-10,23
02-07-10,24
01-07-10,22

