Datum Zeit,Niesky PM10
,µg/m³
31-07-10,14
30-07-10,12
29-07-10,14
28-07-10,17
27-07-10,15
26-07-10,11
25-07-10,10
24-07-10,11
23-07-10,14
22-07-10,25
21-07-10,24
20-07-10,17
19-07-10,13
18-07-10,10
17-07-10,20
16-07-10,
15-07-10,
14-07-10,25
13-07-10,19
12-07-10,
11-07-10,
10-07-10,
09-07-10,
08-07-10,15
07-07-10,13
06-07-10,15
05-07-10,19
04-07-10,19
03-07-10,24
02-07-10,22
01-07-10,23

