Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-03-01,,,,,,44.12,,34.36,
2018-03-01,01:00,,8,37,,,38,,
2018-03-01,02:00,,8,35,,,34,,
2018-03-01,03:00,,10,36,,,39,,
2018-03-01,04:00,,13,41,,,41,,
2018-03-01,05:00,,27,52,,,41,,
2018-03-01,06:00,,109,68,,,45,,
2018-03-01,07:00,,105,70,,,52,,
2018-03-01,08:00,,126,69,,,55,,
2018-03-01,09:00,,92,56,,,60,,
2018-03-01,10:00,,59,43,,,59,,
2018-03-01,11:00,,46,30,,,54,,
2018-03-01,12:00,,25,22,,,38,,
2018-03-01,13:00,,28,22,,,31,,
2018-03-01,14:00,,27,25,,,28,,
2018-03-01,15:00,,50,36,,,35,,
2018-03-01,16:00,,58,45,,,47,,
2018-03-01,17:00,,55,44,,,53,,
2018-03-01,18:00,,45,44,,,51,,
2018-03-01,19:00,,30,38,,,50,,
2018-03-01,20:00,,17,32,,,52,,
2018-03-01,21:00,,15,32,,,64,,
2018-03-01,22:00,,7,29,,,56,,
2018-03-01,23:00,,27,35,,,59,,
2018-03-02,,,,,,64.66,,52.99,
2018-03-02,00:00,,6,30,,,61,,
2018-03-02,01:00,,3,21,,,58,,
2018-03-02,02:00,,2,24,,,59,,
2018-03-02,03:00,,2,21,,,59,,
2018-03-02,04:00,,2,26,,,58,,
2018-03-02,05:00,,9,39,,,59,,
2018-03-02,06:00,,73,63,,,65,,
2018-03-02,07:00,,189,95,,,78,,
2018-03-02,08:00,,252,100,,,92,,
2018-03-02,09:00,,151,75,,,91,,
2018-03-02,10:00,,108,63,,,87,,
2018-03-02,11:00,,73,48,,,85,,
2018-03-02,12:00,,49,37,,,70,,
2018-03-02,13:00,,54,42,,,72,,
2018-03-02,14:00,,54,43,,,82,,
2018-03-02,15:00,,47,46,,,81,,
2018-03-02,16:00,,69,56,,,80,,
2018-03-02,17:00,,59,62,,,83,,
