Datum,Zeit,BEN,NO,NO2,O3,PM10_TEOM,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-03-01,01:00,,,,32,,
2018-03-01,02:00,,,,30,,
2018-03-01,03:00,,,,32,,
2018-03-01,04:00,,,,32,,
2018-03-01,05:00,,,,18,,
2018-03-01,06:00,,,,12,,
2018-03-01,07:00,,,,8,,
2018-03-01,08:00,,,,10,,
2018-03-01,09:00,,,,18,,
2018-03-01,10:00,,,,47,,
2018-03-01,11:00,,,,59,,
2018-03-01,12:00,,,,64,,
2018-03-01,14:00,,,,79,,
2018-03-01,16:00,,,,77,,
2018-03-01,17:00,,,,76,,
2018-03-01,18:00,,,,68,,
2018-03-01,19:00,,,,65,,
2018-03-01,20:00,,,,56,,
2018-03-01,21:00,,,,51,,
2018-03-01,22:00,,,,54,,
2018-03-01,23:00,,,,52,,
2018-03-02,00:00,,,,44,,
2018-03-02,01:00,,,,31,,
2018-03-02,02:00,,,,25,,
2018-03-02,03:00,,,,25,,
2018-03-02,04:00,,,,15,,
2018-03-02,05:00,,,,9,,
2018-03-02,06:00,,,,3,,
2018-03-02,07:00,,,,2,,
2018-03-02,08:00,,,,4,,
2018-03-02,09:00,,,,15,,
2018-03-02,10:00,,,,29,,
2018-03-02,11:00,,,,47,,
2018-03-02,12:00,,,,77,,
2018-03-02,13:00,,,,85,,
2018-03-02,14:00,,,,88,,
2018-03-02,15:00,,,,85,,
2018-03-02,16:00,,,,81,,
2018-03-02,17:00,,,,80,,
2018-03-02,18:00,,,,76,,
2018-03-02,19:00,,,,73,,
2018-03-02,20:00,,,,63,,
2018-03-02,21:00,,,,63,,
2018-03-02,22:00,,,,77,,
2018-03-02,23:00,,,,74,,
2018-03-03,00:00,,,,68,,
2018-03-03,01:00,,,,64,,
2018-03-03,02:00,,,,61,,
2018-03-03,03:00,,,,56,,
2018-03-03,04:00,,,,56,,
2018-03-03,05:00,,,,54,,
2018-03-03,06:00,,,,48,,
2018-03-03,07:00,,,,46,,
2018-03-03,08:00,,,,50,,
2018-03-03,09:00,,,,63,,
2018-03-03,10:00,,,,67,,
2018-03-03,11:00,,,,69,,
2018-03-03,12:00,,,,67,,
2018-03-03,13:00,,,,74,,
2018-03-03,14:00,,,,75,,
2018-03-03,15:00,,,,72,,
2018-03-03,16:00,,,,77,,
2018-03-03,17:00,,,,62,,
2018-03-03,18:00,,,,50,,
2018-03-03,19:00,,,,49,,
2018-03-03,20:00,,,,49,,
2018-03-03,21:00,,,,46,,
2018-03-03,22:00,,,,47,,
2018-03-03,23:00,,,,67,,
2018-03-04,00:00,,,,70,,
2018-03-04,01:00,,,,70,,
2018-03-04,02:00,,,,67,,
2018-03-04,03:00,,,,66,,
2018-03-04,04:00,,,,66,,
2018-03-04,05:00,,,,68,,
2018-03-04,06:00,,,,69,,
2018-03-04,07:00,,,,70,,
2018-03-04,08:00,,,,67,,
2018-03-04,09:00,,,,70,,
2018-03-04,10:00,,,,75,,
2018-03-04,11:00,,,,75,,
2018-03-04,12:00,,,,77,,
2018-03-04,13:00,,,,79,,
2018-03-04,14:00,,,,81,,
2018-03-04,15:00,,,,84,,
2018-03-04,16:00,,,,85,,
2018-03-04,17:00,,,,87,,
2018-03-04,18:00,,,,82,,
2018-03-04,19:00,,,,72,,
2018-03-04,20:00,,,,68,,
2018-03-04,21:00,,,,67,,
2018-03-04,22:00,,,,73,,
2018-03-04,23:00,,,,82,,
2018-03-05,00:00,,,,77,,
2018-03-05,01:00,,,,75,,
2018-03-05,02:00,,,,75,,
2018-03-05,03:00,,,,72,,
2018-03-05,04:00,,,,79,,
2018-03-05,05:00,,,,70,,
2018-03-05,06:00,,,,61,,
2018-03-05,07:00,,,,61,,
2018-03-05,08:00,,,,58,,
2018-03-05,09:00,,,,57,,
2018-03-05,10:00,,,,64,,
2018-03-05,11:00,,,,71,,
2018-03-05,12:00,,,,76,,
2018-03-05,13:00,,,,84,,
