Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-03-01,,,,,,36.16,,,
2018-03-01,01:00,,2,18,,,30,,
2018-03-01,02:00,,3,18,,,29,,
2018-03-01,03:00,,2,14,,,29,,
2018-03-01,04:00,,2,15,,,28,,
2018-03-01,05:00,,2,19,,,29,,
2018-03-01,06:00,,15,32,,,35,,
2018-03-01,07:00,,54,50,,,40,,
2018-03-01,08:00,,77,60,,,44,,
2018-03-01,09:00,,47,44,,,45,,
2018-03-01,10:00,,18,24,,,33,,
2018-03-01,11:00,,18,24,,,27,,
2018-03-01,12:00,,16,23,,,30,,
2018-03-01,13:00,,26,32,,,38,,
2018-03-01,14:00,,27,34,,,39,,
2018-03-01,15:00,,29,36,,,37,,
2018-03-01,16:00,,26,37,,,37,,
2018-03-01,17:00,,15,33,,,39,,
2018-03-01,18:00,,12,34,,,38,,
2018-03-01,19:00,,11,40,,,39,,
2018-03-01,20:00,,10,34,,,44,,
2018-03-01,21:00,,15,38,,,49,,
2018-03-01,22:00,,17,38,,,53,,
2018-03-01,23:00,,12,34,,,54,,
2018-03-02,,,,,,49.77,,,
2018-03-02,00:00,,6,27,,,56,,
2018-03-02,01:00,,4,27,,,54,,
2018-03-02,02:00,,6,27,,,52,,
2018-03-02,03:00,,3,27,,,53,,
2018-03-02,04:00,,4,30,,,54,,
2018-03-02,05:00,,22,44,,,54,,
2018-03-02,06:00,,22,45,,,57,,
2018-03-02,07:00,,48,54,,,62,,
2018-03-02,08:00,,74,71,,,67,,
2018-03-02,09:00,,51,57,,,67,,
2018-03-02,10:00,,18,35,,,56,,
2018-03-02,11:00,,13,29,,,48,,
2018-03-02,12:00,,11,24,,,41,,
2018-03-02,13:00,,14,27,,,45,,
2018-03-02,14:00,,12,26,,,46,,
2018-03-02,15:00,,15,29,,,49,,
2018-03-02,16:00,,19,34,,,48,,
2018-03-02,17:00,,12,30,,,46,,
2018-03-02,18:00,,8,36,,,38,,
2018-03-02,19:00,,11,43,,,37,,
2018-03-02,20:00,,10,41,,,43,,
2018-03-02,21:00,,10,39,,,74,,
2018-03-02,22:00,,6,33,,,83,,
2018-03-02,23:00,,8,36,,,62,,
2018-03-03,,,,,,59.91,,,
2018-03-03,00:00,,6,36,,,52,,
2018-03-03,01:00,,10,40,,,55,,
2018-03-03,02:00,,6,45,,,57,,
2018-03-03,03:00,,3,42,,,59,,
2018-03-03,04:00,,5,38,,,58,,
2018-03-03,05:00,,4,43,,,56,,
2018-03-03,06:00,,31,58,,,58,,
2018-03-03,07:00,,55,61,,,64,,
2018-03-03,08:00,,32,54,,,66,,
2018-03-03,09:00,,44,53,,,71,,
2018-03-03,10:00,,18,33,,,73,,
2018-03-03,11:00,,11,30,,,61,,
2018-03-03,12:00,,11,34,,,56,,
2018-03-03,13:00,,18,34,,,53,,
2018-03-03,14:00,,24,38,,,50,,
2018-03-03,15:00,,21,39,,,52,,
2018-03-03,16:00,,18,36,,,53,,
2018-03-03,17:00,,25,45,,,63,,
2018-03-03,18:00,,22,46,,,67,,
2018-03-03,19:00,,26,50,,,74,,
2018-03-03,20:00,,26,62,,,76,,
2018-03-03,21:00,,33,64,,,75,,
2018-03-03,22:00,,35,60,,,77,,
2018-03-03,23:00,,38,61,,,75,,
2018-03-04,,,,,,46.05,,,
2018-03-04,00:00,,42,66,,,82,,
2018-03-04,01:00,,25,65,,,86,,
2018-03-04,02:00,,18,55,,,77,,
2018-03-04,03:00,,12,51,,,67,,
2018-03-04,04:00,,6,47,,,61,,
2018-03-04,05:00,,3,38,,,61,,
2018-03-04,06:00,,4,37,,,57,,
2018-03-04,07:00,,5,35,,,56,,
2018-03-04,08:00,,7,33,,,54,,
2018-03-04,09:00,,10,35,,,54,,
2018-03-04,10:00,,15,38,,,63,,
2018-03-04,11:00,,12,32,,,65,,
2018-03-04,12:00,,7,21,,,58,,
2018-03-04,13:00,,6,18,,,54,,
2018-03-04,14:00,,6,17,,,36,,
2018-03-04,15:00,,7,17,,,32,,
2018-03-04,16:00,,6,15,,,26,,
2018-03-04,17:00,,8,21,,,21,,
