Datum Zeit,Zinnwald NO2
,µg/m³
01-06-00 00:00,6
31-05-00 23:00,5
31-05-00 22:00,6
31-05-00 21:00,7
31-05-00 20:00,6
31-05-00 19:00,7
31-05-00 18:00,7
31-05-00 17:00,8
31-05-00 16:00,6
31-05-00 15:00,13
31-05-00 14:00,14
31-05-00 13:00,
31-05-00 12:00,
31-05-00 11:00,
31-05-00 10:00,
31-05-00 09:00,22
31-05-00 08:00,29
31-05-00 07:00,22
31-05-00 06:00,9
31-05-00 05:00,7
31-05-00 04:00,6
31-05-00 03:00,7
31-05-00 02:00,11
31-05-00 01:00,11
31-05-00 00:00,14
30-05-00 23:00,16
30-05-00 22:00,10
30-05-00 21:00,
30-05-00 20:00,7
30-05-00 19:00,7
30-05-00 18:00,6
30-05-00 17:00,5
30-05-00 16:00,7
30-05-00 15:00,9
30-05-00 14:00,8
30-05-00 13:00,8
30-05-00 12:00,4
30-05-00 11:00,7
30-05-00 10:00,5
30-05-00 09:00,6
30-05-00 08:00,6
30-05-00 07:00,6
30-05-00 06:00,7
30-05-00 05:00,6
30-05-00 04:00,6
30-05-00 03:00,6
30-05-00 02:00,6
30-05-00 01:00,6
30-05-00 00:00,6
29-05-00 23:00,5
29-05-00 22:00,5
29-05-00 21:00,
29-05-00 20:00,6
29-05-00 19:00,6
29-05-00 18:00,5
29-05-00 17:00,4
29-05-00 16:00,5
29-05-00 15:00,5
29-05-00 14:00,4
29-05-00 13:00,4
29-05-00 12:00,3
29-05-00 11:00,3
29-05-00 10:00,3
29-05-00 09:00,4
29-05-00 08:00,4
29-05-00 07:00,4
29-05-00 06:00,4
29-05-00 05:00,5
29-05-00 04:00,5
29-05-00 03:00,5
29-05-00 02:00,5
29-05-00 01:00,5
29-05-00 00:00,4
28-05-00 23:00,4
28-05-00 22:00,
28-05-00 21:00,6
28-05-00 20:00,6
28-05-00 19:00,6
28-05-00 18:00,6
28-05-00 17:00,8
28-05-00 16:00,15
28-05-00 15:00,12
28-05-00 14:00,12
28-05-00 13:00,10
28-05-00 12:00,10
28-05-00 11:00,14
28-05-00 10:00,21
28-05-00 09:00,23
28-05-00 08:00,29
28-05-00 07:00,42
28-05-00 06:00,34
28-05-00 05:00,29
28-05-00 04:00,19
28-05-00 03:00,9
28-05-00 02:00,6
28-05-00 01:00,7
28-05-00 00:00,8
27-05-00 23:00,11
27-05-00 22:00,
27-05-00 21:00,5
27-05-00 20:00,5
27-05-00 19:00,4
27-05-00 18:00,5
27-05-00 17:00,5
27-05-00 16:00,5
27-05-00 15:00,5
27-05-00 14:00,6
27-05-00 13:00,12
27-05-00 12:00,18
27-05-00 11:00,15
27-05-00 10:00,15
27-05-00 09:00,16
27-05-00 08:00,16
27-05-00 07:00,25
27-05-00 06:00,6
27-05-00 05:00,15
27-05-00 04:00,41
27-05-00 03:00,17
27-05-00 02:00,18
27-05-00 01:00,18
27-05-00 00:00,19
26-05-00 23:00,
26-05-00 22:00,14
26-05-00 21:00,15
26-05-00 20:00,16
26-05-00 19:00,16
26-05-00 18:00,16
26-05-00 17:00,14
26-05-00 16:00,13
26-05-00 15:00,15
26-05-00 14:00,12
26-05-00 13:00,12
26-05-00 12:00,20
26-05-00 11:00,17
26-05-00 10:00,11
26-05-00 09:00,8
26-05-00 08:00,10
26-05-00 07:00,10
26-05-00 06:00,10
26-05-00 05:00,9
26-05-00 04:00,10
26-05-00 03:00,10
26-05-00 02:00,10
26-05-00 01:00,10
26-05-00 00:00,11
25-05-00 23:00,
25-05-00 22:00,7
25-05-00 21:00,7
25-05-00 20:00,7
25-05-00 19:00,6
25-05-00 18:00,7
25-05-00 17:00,7
25-05-00 16:00,9
25-05-00 15:00,12
25-05-00 14:00,12
25-05-00 13:00,17
25-05-00 12:00,35
25-05-00 11:00,22
25-05-00 10:00,13
25-05-00 09:00,21
25-05-00 08:00,14
25-05-00 07:00,17
25-05-00 06:00,86
25-05-00 05:00,46
25-05-00 04:00,19
25-05-00 03:00,25
25-05-00 02:00,21
25-05-00 01:00,15
25-05-00 00:00,
24-05-00 23:00,16
24-05-00 22:00,14
24-05-00 21:00,11
24-05-00 20:00,10
24-05-00 19:00,13
24-05-00 18:00,14
24-05-00 17:00,13
24-05-00 16:00,12
24-05-00 15:00,13
24-05-00 14:00,16
24-05-00 13:00,19
24-05-00 12:00,34
24-05-00 11:00,36
24-05-00 10:00,32
24-05-00 09:00,24
24-05-00 08:00,24
24-05-00 07:00,31
24-05-00 06:00,27
24-05-00 05:00,23
24-05-00 04:00,26
24-05-00 03:00,17
